scenario,seq_len,ground_truth,answer
scene_455,8,5,4
scene_129,5,0,1
scene_489,4,1,2
scene_200,7,5,5
scene_399,5,3,4
scene_502,8,5,5
scene_307,4,2,3
scene_661,6,3,4
scene_231,4,1,2
scene_461,5,4,4
scene_241,5,4,4
scene_110,6,2,3
scene_490,5,2,3
scene_503,6,0,1
scene_171,7,6,6
scene_188,8,6,5
scene_368,6,5,5
scene_184,5,1,1
scene_315,5,3,4
scene_417,8,5,5
scene_365,7,6,6
scene_547,5,2,3
scene_636,8,3,3
scene_437,6,4,4
scene_614,6,0,1
scene_285,5,3,4
scene_480,8,4,4
scene_147,7,4,4
scene_457,6,0,1
scene_454,8,3,4
scene_449,6,5,5
scene_155,6,3,4
scene_286,5,0,1
scene_335,6,3,4
scene_201,5,2,2
scene_571,5,4,5
scene_88,6,3,4
scene_404,7,2,3
scene_152,8,4,4
scene_649,4,1,2
scene_9,8,1,2
scene_341,4,1,2
scene_148,4,2,3
scene_45,6,1,2
scene_302,4,2,3
scene_468,6,0,1
scene_631,5,0,1
scene_435,6,4,4
scene_393,8,7,4
scene_137,7,3,4
scene_215,4,1,2
scene_585,5,2,3
scene_540,5,0,2
scene_130,6,0,1
scene_164,6,1,2
scene_686,6,1,1
scene_243,5,4,4
scene_197,6,4,4
scene_17,6,3,4
scene_221,4,0,1
scene_453,5,1,3
scene_424,4,2,3
scene_392,7,1,1
scene_593,6,4,4
scene_168,8,0,1
scene_666,6,5,5
scene_294,6,2,3
scene_58,8,4,4
scene_680,5,3,4
scene_552,6,0,1
scene_266,5,1,4
scene_78,5,1,0
scene_179,7,1,2
scene_514,7,4,4
scene_102,8,1,2
scene_113,8,7,6
scene_240,5,0,1
scene_544,4,0,1
scene_195,6,4,4
scene_669,7,2,3
scene_634,8,7,6
scene_136,5,3,4
scene_472,5,2,3
scene_474,4,3,3
scene_303,4,2,3
scene_91,8,1,0
scene_12,5,2,3
scene_211,6,4,4
scene_90,6,0,1
scene_83,5,3,4
scene_578,6,1,1
scene_320,8,7,6
scene_430,8,3,4
scene_476,8,4,4
scene_52,4,3,4
scene_522,5,0,2
scene_316,5,3,4
scene_183,5,3,4
scene_444,4,3,4
scene_186,8,2,3
scene_157,5,4,4
scene_515,4,0,1
scene_678,6,4,4
scene_477,6,5,5
scene_75,4,3,4
scene_369,8,6,6
scene_491,4,3,4
scene_18,7,0,1
scene_279,6,5,5
scene_76,6,0,1
scene_446,4,0,3
scene_611,4,1,2
scene_329,6,3,3
scene_287,4,3,4
scene_218,7,6,6
scene_282,7,2,3
scene_563,6,4,4
scene_82,5,2,3
scene_134,6,5,4
scene_66,8,1,2
scene_170,5,1,4
scene_422,7,0,1
scene_22,8,0,1
scene_586,6,2,3
scene_415,7,1,2
scene_434,5,4,4
scene_26,6,1,5
scene_533,8,3,4
scene_619,6,1,2
scene_258,4,2,3
scene_324,4,3,3
scene_364,6,5,5
scene_621,4,0,4
scene_107,7,5,5
scene_309,6,5,4
scene_144,7,6,5
scene_139,8,6,5
scene_407,5,0,1
scene_328,8,5,5
scene_54,6,5,5
scene_539,6,5,5
scene_625,5,0,4
scene_68,6,4,4
scene_53,7,1,1
scene_355,6,4,5
scene_283,4,3,4
scene_351,4,2,2
scene_651,4,1,2
scene_313,6,4,4
scene_154,7,6,6
scene_278,6,2,3
scene_587,4,0,4
scene_575,7,6,6
scene_145,8,1,1
scene_189,4,0,4
scene_125,8,5,5
scene_528,8,6,4
scene_178,7,0,1
scene_358,4,3,4
scene_360,6,4,4
scene_259,4,2,3
scene_427,8,1,1
scene_275,6,0,1
scene_653,5,0,1
scene_51,6,3,1
scene_288,5,4,4
scene_318,6,0,1
scene_354,7,1,2
scene_4,4,1,2
scene_37,6,0,1
scene_366,5,0,1
scene_610,6,1,1
scene_153,8,7,6
scene_467,4,0,4
scene_343,5,1,1
scene_493,6,4,4
scene_202,6,4,4
scene_420,4,2,3
scene_122,7,6,6
scene_397,5,1,1
scene_535,5,4,4
scene_658,4,0,1
scene_133,8,5,1
scene_562,4,1,1
scene_267,7,1,2
scene_289,5,4,4
scene_298,6,3,4
scene_336,6,4,4
scene_624,7,3,4
scene_646,7,4,4
scene_317,7,3,1
scene_20,8,7,6
scene_384,7,3,4
scene_402,8,7,6
scene_126,8,1,1
scene_291,4,1,4
scene_61,5,4,4
scene_561,7,3,4
scene_120,6,5,4
scene_345,4,3,4
scene_506,5,2,3
scene_304,4,3,4
scene_35,6,3,4
scene_681,6,1,2
scene_41,4,0,4
scene_260,7,0,1
scene_396,8,5,5
scene_537,5,4,4
scene_529,6,5,5
scene_572,6,2,2
scene_244,5,0,1
scene_299,8,7,4
scene_439,7,6,5
scene_403,8,1,1
scene_160,6,4,4
scene_523,6,4,4
scene_465,6,1,2
scene_277,5,2,3
scene_376,7,1,2
scene_635,4,3,4
scene_29,6,5,5
scene_111,8,3,4
scene_151,5,3,4
scene_456,4,2,3
scene_79,6,0,1
scene_249,4,0,1
scene_695,4,2,3
scene_338,5,4,4
scene_630,5,2,3
scene_418,6,2,3
scene_374,7,2,2
scene_356,8,4,4
scene_452,4,3,4
scene_597,4,1,3
scene_232,4,2,2
scene_419,4,3,4
scene_485,8,2,3
scene_135,8,3,4
scene_199,8,1,2
scene_1,4,3,4
scene_194,4,0,4
scene_84,7,4,4
scene_508,7,2,3
scene_526,6,0,1
scene_495,5,1,2
scene_538,4,2,3
scene_496,5,0,1
scene_482,7,4,4
scene_85,8,4,4
scene_499,5,1,2
scene_385,6,4,4
scene_47,6,4,4
scene_672,8,5,5
scene_428,8,1,2
scene_494,6,1,2
scene_333,6,5,5
scene_693,7,6,5
scene_466,5,4,5
scene_692,4,3,4
scene_590,8,7,5
scene_460,4,2,3
scene_483,5,2,4
scene_226,8,4,4
scene_38,5,0,1
scene_447,4,2,1
scene_458,5,4,4
scene_236,4,0,1
scene_498,4,2,2
scene_583,6,4,4
scene_475,4,0,1
scene_638,5,0,4
scene_229,8,3,4
scene_606,5,3,3
scene_481,5,2,3
scene_98,5,3,3
scene_647,5,4,4
scene_55,8,5,1
scene_441,5,2,3
scene_409,4,0,1
scene_173,8,6,5
scene_372,5,4,4
scene_206,5,1,4
scene_31,7,5,5
scene_50,5,4,4
scene_330,6,2,2
scene_334,6,1,2
scene_659,4,1,2
scene_676,6,0,1
scene_628,5,4,4
scene_442,7,1,2
scene_239,5,3,3
scene_210,5,2,3
scene_527,5,4,4
scene_181,4,3,3
scene_660,7,5,5
scene_337,5,3,4
scene_49,7,6,6
scene_582,7,1,2
scene_97,6,4,5
scene_208,7,5,5
scene_413,6,5,5
scene_487,6,2,2
scene_401,6,3,4
scene_124,4,1,2
scene_242,6,2,1
scene_295,4,3,3
scene_292,4,2,3
scene_451,6,0,1
scene_478,6,0,1
scene_588,5,0,1
scene_605,8,2,2
scene_615,8,0,1
scene_109,7,0,1
scene_248,4,1,4
scene_342,5,0,2
scene_595,4,1,4
scene_121,4,0,4
scene_263,8,7,6
scene_36,5,3,4
scene_530,4,3,4
scene_440,8,6,6
scene_16,5,4,4
scene_463,4,0,1
scene_34,6,3,4
scene_569,7,5,6
scene_682,5,0,1
scene_608,6,5,5
scene_362,6,1,1
scene_72,6,4,4
scene_7,6,5,5
scene_670,4,1,2
scene_235,4,0,1
scene_21,4,0,1
scene_346,6,0,1
scene_577,7,0,1
scene_230,6,0,1
scene_253,4,2,3
scene_123,4,2,3
scene_462,5,3,4
scene_448,6,3,3
scene_550,5,3,4
scene_589,7,3,4
scene_319,4,2,3
scene_205,7,0,1
scene_685,7,3,3
scene_433,8,7,6
scene_596,7,0,1
scene_169,8,6,6
scene_486,5,0,1
scene_131,6,4,4
scene_128,6,0,1
scene_70,5,0,4
scene_497,5,1,1
scene_87,6,3,4
scene_645,7,3,4
scene_246,6,4,5
scene_59,8,5,5
scene_245,7,1,1
scene_314,8,0,1
scene_371,7,3,4
scene_644,6,4,4
scene_19,6,2,3
scene_500,6,1,2
scene_331,8,1,2
scene_0,8,2,1
scene_543,8,4,4
scene_165,8,2,3
scene_382,8,3,4
scene_668,8,7,6
scene_674,8,5,5
scene_556,5,0,1
scene_305,4,3,4
scene_108,8,6,6
scene_519,7,2,3
scene_182,8,7,6
scene_512,5,1,1
scene_640,7,3,4
scene_3,8,1,2
scene_629,6,2,3
scene_161,4,2,2
scene_445,4,2,3
scene_643,6,2,4
scene_694,6,5,6
scene_663,8,2,1
scene_623,5,1,1
scene_648,5,4,4
scene_117,4,0,1
scene_11,8,3,2
scene_566,6,3,4
scene_257,6,5,5
scene_541,7,3,3
scene_479,5,3,3
scene_390,5,3,4
scene_394,8,7,6
scene_65,6,4,4
scene_664,8,5,5
scene_673,5,3,4
scene_156,5,2,2
scene_112,4,0,3
scene_48,5,1,4
scene_93,6,0,1
scene_505,4,1,2
scene_521,6,2,2
scene_141,6,1,1
scene_613,4,3,4
scene_641,5,2,3
scene_408,4,0,1
scene_438,8,7,7
scene_269,7,1,1
scene_551,5,0,1
scene_675,6,3,4
scene_252,5,2,1
scene_689,6,0,1
scene_271,5,2,3
scene_146,7,6,6
scene_469,8,0,1
scene_405,6,4,4
scene_511,8,5,5
scene_217,4,0,1
scene_322,8,1,1
scene_580,7,2,3
scene_216,6,1,1
scene_67,5,4,4
scene_274,5,0,1
scene_410,4,1,1
scene_323,6,1,1
scene_683,4,2,3
scene_234,5,3,3
scene_57,8,5,1
scene_332,5,4,4
scene_224,5,4,4
scene_570,7,5,5
scene_276,6,4,4
scene_388,6,1,2
scene_473,6,4,5
scene_167,6,0,2
scene_691,4,3,3
scene_546,7,5,5
scene_175,5,4,4
scene_73,6,5,5
scene_273,6,5,5
scene_214,4,3,4
scene_363,6,4,4
scene_379,6,4,4
scene_166,7,1,2
scene_373,5,2,4
scene_464,7,5,5
scene_662,4,2,3
scene_656,4,2,3
scene_103,5,4,4
scene_679,6,2,2
scene_81,5,2,5
scene_296,5,0,1
scene_233,6,1,1
scene_46,5,0,1
scene_71,8,3,3
scene_196,5,0,4
scene_591,5,3,3
scene_370,5,0,1
scene_633,6,5,5
scene_300,4,3,4
scene_565,4,2,3
scene_80,6,5,5
scene_387,6,5,5
scene_127,6,4,4
scene_549,5,3,4
scene_470,7,6,5
scene_44,8,4,4
scene_270,4,0,4
scene_618,5,2,4
scene_352,4,3,4
scene_367,4,2,3
scene_99,4,1,2
scene_389,4,2,3
scene_94,5,0,1
scene_688,5,2,3
scene_344,5,1,4
scene_220,6,3,4
scene_159,5,1,2
scene_667,4,3,4
scene_348,8,4,1
scene_684,8,7,6
scene_163,6,2,3
scene_6,6,5,5
scene_284,5,0,1
scene_603,5,1,2
scene_459,4,1,1
scene_225,8,2,2
scene_429,5,4,4
scene_687,4,1,4
scene_665,4,0,1
scene_203,8,5,5
scene_574,4,0,4
scene_27,8,2,2
scene_616,6,0,1
scene_517,7,5,5
scene_238,8,1,2
scene_223,6,1,0
scene_95,8,7,5
scene_30,6,4,4
scene_32,8,0,1
scene_432,6,0,1
scene_604,8,1,2
scene_89,8,5,4
scene_558,6,4,5
scene_104,4,0,1
scene_142,6,2,1
scene_228,5,1,4
scene_250,4,3,4
scene_281,5,0,1
scene_25,5,2,3
scene_114,6,4,4
scene_654,8,0,1
