scenario,seq_len,ground_truth,answer
scene_14373,8,"(4, 5)","5,6"
scene_12294,8,"(2, 3)","2,3"
scene_10831,7,"(0, 1)","2,3"
scene_12560,8,"(5, 6)","6,7"
scene_10594,8,"(3, 4)","8,9"
scene_10701,7,"(4, 5)","2,3"
scene_14856,7,"(0, 1)","2,3"
scene_14556,7,"(3, 4)","4,5"
scene_12373,8,"(0, 1)","2,3"
scene_14305,8,"(4, 5)","3,4"
scene_10155,8,"(2, 3)","3,4"
scene_14004,8,"(6, 7)","6,7"
scene_10018,8,"(5, 6)","5,6"
scene_14886,8,"(4, 5)","2,3"
scene_12582,8,"(6, 7)","2,3"
scene_12994,7,"(2, 3)","3,4"
scene_13671,5,"(1, 2)","2,3"
scene_11122,7,"(5, 6)","5,6"
scene_14068,7,"(0, 1)","2,3"
scene_13770,8,"(0, 1)","1,2"
scene_12870,8,"(5, 6)","1,2"
scene_14943,7,"(1, 2)","2,3"
scene_14868,8,"(6, 7)","7,8"
scene_14200,8,"(2, 3)","2,3"
scene_14133,7,"(0, 1)","2,3"
scene_13915,7,"(1, 2)","2,3"
scene_14388,7,"(0, 1)","2,3"
scene_13881,8,"(3, 4)","2,3"
scene_11689,8,"(2, 3)","2,3"
scene_13872,8,"(3, 4)","3,4"
scene_14560,8,"(5, 6)","6,7"
scene_11597,8,"(6, 7)","4,5"
scene_13643,7,"(2, 3)","2,3"
scene_11135,6,"(1, 2)","2,3"
scene_11891,8,"(2, 3)","2,3"
scene_13015,7,"(2, 3)","5,6"
scene_14580,7,"(1, 2)","2,3"
scene_11251,8,"(5, 6)","6,7"
scene_11492,8,"(2, 3)","2,3"
scene_14918,8,"(5, 6)","7,8"
scene_10724,8,"(5, 6)","5,6"
scene_10238,8,"(5, 6)","6,7"
scene_14358,8,"(0, 1)","2,3"
scene_13330,8,"(4, 5)","6,7"
scene_12701,8,"(5, 6)","6,7"
scene_13902,7,"(1, 2)","2,3"
scene_12339,8,"(4, 5)","5,6"
scene_11553,8,"(5, 6)","6,7"
scene_10296,8,"(1, 2)","2,3"
scene_10544,7,"(1, 2)","2,3"
scene_12943,8,"(3, 4)","4,5"
scene_13555,8,"(3, 4)","2,3"
scene_14782,8,"(2, 3)","2,3"
scene_11835,7,"(5, 6)","5,6"
scene_12333,8,"(5, 6)","2,3"
scene_12625,8,"(4, 5)","5,6"
scene_13647,8,"(1, 2)","5,6"
scene_10251,7,"(5, 6)","6,7"
scene_14652,8,"(2, 3)","2,3"
scene_11662,8,"(6, 7)","2,3"
scene_13286,8,"(6, 7)","7,8"
scene_11066,6,"(0, 1)","2,3"
scene_14552,7,"(1, 2)","2,3"
scene_10758,7,"(0, 1)","2,3"
scene_13966,5,"(2, 3)","2,3"
scene_12106,8,"(3, 4)","2,3"
scene_11912,8,"(2, 3)","2,3"
scene_11866,8,"(0, 1)","2,3"
scene_14091,7,"(1, 2)","2,3"
scene_11679,6,"(4, 5)","2,3"
scene_13645,8,"(5, 6)","6,7"
scene_14641,8,"(2, 3)","3,4"
scene_13642,6,"(1, 2)","2,3"
scene_14928,8,"(5, 6)","4,5"
scene_13988,6,"(3, 4)","2,3"
scene_13584,8,"(3, 4)","2,3"
scene_12646,7,"(5, 6)","4,5"
scene_10673,6,"(3, 4)","2,3"
scene_11677,7,"(1, 2)","5,6"
scene_10794,6,"(2, 3)","2,3"
scene_10590,8,"(1, 2)","2,3"
scene_11002,8,"(1, 2)","2,3"
scene_10640,7,"(5, 6)","2,3"
scene_14797,7,"(4, 5)","4,5"
scene_12019,7,"(4, 5)","2,3"
scene_14016,7,"(2, 3)","2,3"
scene_10957,7,"(5, 6)","6,7"
scene_14182,8,"(4, 5)","5,6"
scene_14170,7,"(3, 4)","5,6"
scene_13204,8,"(4, 5)","6,7"
scene_10961,6,"(3, 4)","2,3"
scene_14081,8,"(2, 3)","1,2"
scene_10588,8,"(1, 2)","2,3"
scene_11650,7,"(1, 2)","2,3"
scene_11856,8,"(4, 5)","2,3"
scene_10832,8,"(3, 4)","4,5"
scene_11967,7,"(0, 1)","2,3"
scene_11476,8,"(6, 7)","1,2"
scene_14734,8,"(0, 1)","2,3"
scene_13927,8,"(6, 7)","7,8"
scene_10839,8,"(0, 1)","2,3"
scene_14884,7,"(1, 2)","2,3"
scene_11931,7,"(5, 6)","4,5"
scene_13839,7,"(1, 2)","2,3"
scene_14879,7,"(5, 6)","6,7"
scene_12785,8,"(3, 4)","4,5"
scene_14864,7,"(4, 5)","4,5"
scene_11106,8,"(0, 1)","4,5"
scene_14207,7,"(3, 4)","2,3"
scene_10394,7,"(3, 4)","4,5"
scene_11012,8,"(4, 5)","5,6"
scene_10810,8,"(3, 4)","4,5"
scene_12023,8,"(4, 5)","1,2"
scene_12513,8,"(2, 3)","3,4"
scene_11138,8,"(4, 5)","2,3"
scene_13137,8,"(6, 7)","4,5"
scene_14021,8,"(0, 1)","2,3"
scene_11972,7,"(5, 6)","4,5"
scene_12817,7,"(5, 6)","4,5"
scene_10180,8,"(0, 1)","2,3"
scene_12508,7,"(5, 6)","6,7"
scene_11026,7,"(4, 5)","5,6"
scene_10854,8,"(6, 7)","6,7"
scene_10202,8,"(2, 3)","2,3"
scene_13177,8,"(6, 7)","7,8"
scene_11224,8,"(5, 6)","2,3"
scene_11609,7,"(2, 3)","6,7"
scene_10256,7,"(0, 1)","2,3"
scene_13390,8,"(2, 3)","2,3"
scene_12396,6,"(3, 4)","4,5"
scene_11162,8,"(1, 2)","5,6"
scene_10693,7,"(3, 4)","5,6"
scene_14823,8,"(0, 1)","4,5"
scene_12376,7,"(5, 6)","2,3"
scene_11103,7,"(5, 6)","6,7"
scene_12677,8,"(2, 3)","3,4"
scene_14213,7,"(4, 5)","2,3"
scene_11040,8,"(6, 7)","6,7"
scene_10163,8,"(1, 2)","2,3"
scene_14405,7,"(4, 5)","5,6"
scene_14595,8,"(0, 1)","2,3"
scene_11996,8,"(6, 7)","1,2"
scene_10000,8,"(5, 6)","4,5"
scene_14469,8,"(2, 3)","6,7"
scene_11291,7,"(5, 6)","4,5"
scene_13985,8,"(4, 5)","2,3"
scene_14117,7,"(4, 5)","2,3"
scene_11284,7,"(1, 2)","2,3"
scene_10875,8,"(1, 2)","2,3"
scene_10559,8,"(2, 3)","3,4"
scene_12707,7,"(1, 2)","2,3"
scene_10294,8,"(4, 5)","2,3"
scene_12516,8,"(6, 7)","6,7"
scene_11174,7,"(4, 5)","1,2"
scene_13936,7,"(0, 1)","2,3"
scene_12729,8,"(4, 5)","2,3"
scene_12340,7,"(2, 3)","2,3"
scene_10022,5,"(3, 4)","2,3"
scene_13931,8,"(0, 1)","1,2"
scene_10146,8,"(0, 1)","2,3"
scene_12947,7,"(2, 3)","2,3"
scene_11018,8,"(6, 7)","5,6"
scene_10117,7,"(2, 3)","2,3"
scene_13443,7,"(1, 2)","5,6"
scene_12767,7,"(0, 1)","2,3"
scene_14591,6,"(1, 2)","2,3"
scene_14149,8,"(4, 5)","5,6"
scene_14249,6,"(0, 1)","2,3"
scene_13962,7,"(0, 1)","2,3"
scene_10717,8,"(5, 6)","8,9"
scene_14558,8,"(3, 4)","5,6"
scene_14866,8,"(6, 7)","4,5"
scene_11874,8,"(0, 1)","2,3"
scene_10071,8,"(6, 7)","1,2"
scene_13454,8,"(4, 5)","5,6"
scene_10061,8,"(6, 7)","2,3"
scene_12223,8,"(1, 2)","3,4"
scene_13500,8,"(1, 2)","2,3"
scene_12375,7,"(5, 6)","6,7"
scene_11745,7,"(3, 4)","2,3"
scene_10042,7,"(4, 5)","2,3"
scene_14150,7,"(1, 2)","3,4"
scene_14528,7,"(2, 3)","2,3"
scene_12051,8,"(4, 5)","2,3"
scene_10331,7,"(4, 5)","2,3"
scene_14981,7,"(3, 4)","4,5"
scene_10377,7,"(1, 2)","3,4"
scene_14275,7,"(4, 5)","2,3"
scene_13257,8,"(6, 7)","2,3"
scene_14749,7,"(5, 6)","2,3"
scene_10915,8,"(5, 6)","6,7"
scene_12619,8,"(1, 2)","2,3"
scene_10436,7,"(5, 6)","2,3"
scene_10730,6,"(2, 3)","2,3"
scene_13768,8,"(3, 4)","2,3"
scene_14465,7,"(5, 6)","2,3"
scene_11145,8,"(5, 6)","4,5"
scene_12094,8,"(2, 3)","5,6"
scene_14942,8,"(3, 4)","2,3"
scene_13122,8,"(4, 5)","5,6"
scene_14532,7,"(3, 4)","2,3"
scene_11089,8,"(0, 1)","1,2"
scene_10088,8,"(1, 2)","2,3"
scene_14665,8,"(1, 2)","2,3"
scene_14888,8,"(0, 1)","1,2"
scene_10221,8,"(2, 3)","2,3"
scene_11248,7,"(0, 1)","1,2"
scene_11201,7,"(4, 5)","2,3"
scene_14789,8,"(4, 5)","5,6"
scene_14187,8,"(1, 2)","2,3"
scene_11058,8,"(4, 5)","4,5"
scene_10133,8,"(1, 2)","2,3"
scene_10032,7,"(0, 1)","2,3"
scene_11480,7,"(0, 1)","3,4"
scene_10225,7,"(5, 6)","6,7"
scene_10858,8,"(5, 6)","5,6"
scene_11076,8,"(0, 1)","5,6"
scene_10870,8,"(1, 2)","2,3"
scene_14309,6,"(0, 1)","2,3"
scene_11156,7,"(0, 1)","2,3"
scene_14271,8,"(6, 7)","5,6"
scene_11803,7,"(2, 3)","3,4"
scene_12675,7,"(0, 1)","2,3"
scene_11905,7,"(4, 5)","5,6"
scene_10297,7,"(1, 2)","2,3"
scene_13978,8,"(2, 3)","3,4"
scene_10631,8,"(5, 6)","2,3"
scene_10371,8,"(3, 4)","3,4"
scene_11340,8,"(1, 2)","4,5"
scene_10030,8,"(4, 5)","2,3"
scene_12769,7,"(1, 2)","2,3"
scene_14893,8,"(5, 6)","6,7"
scene_12731,7,"(4, 5)","6,7"
scene_13763,8,"(4, 5)","5,6"
scene_13675,7,"(3, 4)","2,3"
scene_13214,7,"(1, 2)","6,7"
scene_11669,7,"(3, 4)","6,7"
scene_14606,8,"(6, 7)","6,7"
scene_14814,7,"(3, 4)","4,5"
scene_13794,8,"(1, 2)","2,3"
scene_13607,8,"(0, 1)","3,4"
scene_12252,8,"(0, 1)","2,3"
scene_14258,8,"(5, 6)","2,3"
scene_11637,7,"(3, 4)","6,7"
scene_10047,8,"(2, 3)","2,3"
scene_10676,7,"(3, 4)","4,5"
scene_13446,8,"(3, 4)","5,6"
scene_11783,8,"(3, 4)","2,3"
scene_14082,6,"(0, 1)","2,3"
scene_11462,8,"(5, 6)","6,7"
scene_11616,7,"(5, 6)","5,6"
scene_11315,7,"(5, 6)","2,3"
scene_10432,8,"(0, 1)","1,2"
scene_13699,8,"(0, 1)","1,2"
scene_14468,7,"(3, 4)","3,4"
scene_13351,7,"(5, 6)","6,7"
scene_10901,7,"(2, 3)","2,3"
scene_13219,7,"(0, 1)","2,3"
scene_10723,7,"(1, 2)","2,3"
scene_10337,8,"(1, 2)","2,3"
scene_12185,8,"(1, 2)","3,4"
scene_10996,8,"(4, 5)","4,5"
scene_11279,8,"(3, 4)","2,3"
scene_13268,8,"(1, 2)","2,3"
scene_13043,8,"(3, 4)","2,3"
scene_13861,7,"(1, 2)","2,3"
scene_11182,7,"(2, 3)","2,3"
scene_11330,8,"(3, 4)","2,3"
scene_13912,7,"(1, 2)","5,6"
scene_13452,7,"(0, 1)","1,2"
scene_11275,7,"(3, 4)","3,4"
scene_13836,8,"(6, 7)","1,2"
scene_14066,6,"(4, 5)","2,3"
scene_10876,7,"(0, 1)","2,3"
scene_13484,8,"(0, 1)","1,2"
scene_10293,8,"(5, 6)","2,3"
scene_10056,8,"(4, 5)","2,3"
scene_10474,8,"(6, 7)","6,7"
scene_13053,7,"(0, 1)","2,3"
scene_10918,8,"(0, 1)","7,8"
scene_14815,8,"(6, 7)","2,3"
scene_11730,7,"(1, 2)","2,3"
scene_13934,8,"(1, 2)","2,3"
scene_14160,7,"(3, 4)","2,3"
scene_10348,7,"(3, 4)","4,5"
scene_13481,7,"(3, 4)","2,3"
scene_14038,7,"(1, 2)","1,2"
scene_11157,8,"(6, 7)","2,3"
scene_13350,8,"(3, 4)","6,7"
scene_11447,6,"(0, 1)","1,2"
scene_10418,7,"(1, 2)","4,5"
scene_10712,8,"(3, 4)","2,3"
scene_12150,8,"(0, 1)","7,8"
scene_14803,8,"(3, 4)","2,3"
scene_11658,8,"(2, 3)","3,4"
scene_14570,7,"(3, 4)","4,5"
scene_10101,7,"(2, 3)","3,4"
scene_11613,8,"(3, 4)","2,3"
scene_11434,8,"(5, 6)","2,3"
scene_10759,8,"(5, 6)","2,3"
scene_14903,8,"(6, 7)","1,2"
scene_13166,7,"(4, 5)","5,6"
scene_13197,8,"(5, 6)","2,3"
scene_12357,8,"(5, 6)","2,3"
scene_11071,8,"(3, 4)","2,3"
scene_12893,8,"(1, 2)","2,3"
scene_11097,7,"(1, 2)","2,3"
scene_12756,7,"(2, 3)","3,4"
scene_12143,8,"(1, 2)","3,4"
scene_12216,7,"(0, 1)","2,3"
scene_12710,7,"(4, 5)","2,3"
scene_13240,8,"(5, 6)","2,3"
scene_11982,8,"(4, 5)","2,3"
scene_11453,8,"(0, 1)","1,2"
scene_10389,7,"(5, 6)","4,5"
scene_13393,8,"(2, 3)","5,6"
scene_10934,7,"(0, 1)","2,3"
scene_14851,7,"(0, 1)","2,3"
scene_14921,8,"(4, 5)","2,3"
scene_10433,6,"(3, 4)","4,5"
scene_13545,8,"(4, 5)","2,3"
scene_13692,7,"(4, 5)","2,3"
scene_10078,8,"(1, 2)","2,3"
scene_13463,8,"(0, 1)","2,3"
scene_14709,8,"(4, 5)","2,3"
scene_14100,7,"(0, 1)","2,3"
scene_11244,7,"(1, 2)","2,3"
scene_10402,7,"(0, 1)","2,3"
scene_13002,8,"(4, 5)","2,3"
scene_11188,8,"(0, 1)","1,2"
scene_14099,5,"(1, 2)","1,2"
scene_12758,6,"(3, 4)","2,3"
scene_12055,8,"(0, 1)","2,3"
scene_14882,7,"(4, 5)","5,6"
scene_10010,8,"(1, 2)","6,7"
scene_13109,8,"(4, 5)","5,6"
scene_12828,8,"(4, 5)","6,7"
scene_12610,8,"(0, 1)","5,6"
scene_14932,7,"(4, 5)","6,7"
scene_10847,8,"(0, 1)","2,3"
scene_13605,8,"(3, 4)","4,5"
scene_12397,8,"(5, 6)","5,6"
scene_12464,7,"(4, 5)","2,3"
scene_12849,8,"(4, 5)","7,8"
scene_13721,7,"(4, 5)","6,7"
scene_13304,8,"(2, 3)","2,3"
scene_10892,8,"(2, 3)","2,3"
scene_11714,8,"(1, 2)","3,4"
scene_10364,7,"(5, 6)","3,4"
scene_11748,8,"(5, 6)","6,7"
scene_14205,7,"(2, 3)","2,3"
scene_13269,8,"(1, 2)","2,3"
scene_12104,7,"(2, 3)","3,4"
scene_13544,7,"(3, 4)","2,3"
scene_14950,5,"(1, 2)","2,3"
scene_14030,8,"(5, 6)","2,3"
scene_13784,7,"(5, 6)","2,3"
scene_14542,7,"(2, 3)","3,4"
scene_10428,7,"(3, 4)","6,7"
scene_13964,8,"(2, 3)","2,3"
scene_12774,8,"(6, 7)","8,7"
scene_10799,8,"(0, 1)","2,3"
scene_10743,6,"(0, 1)","2,3"
scene_10084,7,"(3, 4)","3,4"
scene_10096,8,"(4, 5)","4,5"
scene_13220,5,"(0, 1)","4,5"
scene_12888,7,"(0, 1)","2,3"
scene_12740,7,"(4, 5)","6,7"
scene_12792,8,"(1, 2)","2,3"
scene_13095,8,"(4, 5)","5,6"
scene_10552,8,"(2, 3)","2,3"
scene_13922,8,"(1, 2)","2,3"
scene_11981,5,"(2, 3)","2,3"
scene_10268,7,"(0, 1)","6,7"
scene_12180,7,"(1, 2)","2,3"
scene_11075,8,"(2, 3)","7,8"
scene_12380,8,"(2, 3)","2,3"
scene_14241,7,"(1, 2)","2,3"
scene_12486,7,"(3, 4)","2,3"
scene_11953,7,"(4, 5)","2,3"
scene_11319,7,"(5, 6)","2,3"
scene_13994,7,"(2, 3)","2,3"
scene_12611,8,"(4, 5)","3,4"
scene_11636,8,"(6, 7)","5,6"
scene_13098,8,"(5, 6)","2,3"
scene_14461,5,"(0, 1)","4,5"
scene_13067,8,"(5, 6)","8,1"
scene_13563,8,"(6, 7)","7,8"
scene_10052,8,"(4, 5)","2,3"
scene_10473,8,"(2, 3)","2,3"
scene_12249,7,"(5, 6)","6,7"
scene_12599,8,"(0, 1)","2,3"
scene_12193,6,"(1, 2)","2,3"
scene_14863,8,"(2, 3)","2,3"
scene_11900,8,"(0, 1)","5,6"
scene_13121,7,"(0, 1)","2,3"
scene_10320,8,"(5, 6)","1,2"
scene_13851,7,"(4, 5)","5,6"
scene_10873,8,"(1, 2)","5,6"
scene_12243,8,"(2, 3)","2,3"
scene_10097,6,"(2, 3)","6,1"
scene_11150,6,"(4, 5)","4,5"
scene_13258,8,"(1, 2)","3,4"
scene_13620,7,"(5, 6)","5,6"
scene_13206,7,"(2, 3)","2,3"
scene_14314,7,"(1, 2)","4,5"
scene_11408,8,"(5, 6)","5,6"
scene_11399,8,"(5, 6)","7,8"
scene_13441,8,"(6, 7)","7,8"
scene_12415,8,"(2, 3)","2,3"
scene_11197,7,"(4, 5)","5,6"
scene_11708,7,"(3, 4)","5,6"
scene_13528,7,"(2, 3)","2,3"
scene_10196,6,"(0, 1)","2,3"
scene_13677,8,"(0, 1)","2,3"
scene_12624,8,"(5, 6)","2,3"
scene_14097,7,"(3, 4)","4,5"
scene_12269,8,"(6, 7)","6,7"
scene_10490,8,"(2, 3)","2,3"
scene_14425,8,"(0, 1)","1,2"
scene_12840,8,"(0, 1)","2,3"
scene_11623,7,"(2, 3)","4,6"
scene_13707,7,"(1, 2)","4,5"
scene_11682,7,"(5, 6)","3,4"
scene_13635,8,"(2, 3)","2,3"
scene_11581,8,"(1, 2)","2,3"
scene_11116,7,"(5, 6)","2,3"
scene_13726,7,"(3, 4)","5,6"
scene_10392,7,"(4, 5)","4,5"
scene_13418,8,"(5, 6)","6,7"
scene_10086,7,"(3, 4)","6,7"
scene_11335,8,"(4, 5)","5,6"
scene_13596,7,"(0, 1)","4,5"
scene_13543,7,"(0, 1)","4,5"
scene_11141,7,"(0, 1)","2,3"
scene_13376,7,"(5, 6)","6,7"
scene_13822,7,"(1, 2)","2,3"
scene_10650,8,"(4, 5)","2,3"
scene_12902,7,"(0, 1)","2,3"
scene_11917,8,"(6, 7)","2,3"
scene_14578,7,"(2, 3)","3,4"
scene_13824,8,"(4, 5)","2,3"
scene_13996,6,"(4, 5)","4,5"
scene_14766,8,"(1, 2)","2,3"
scene_10041,7,"(3, 4)","4,5"
scene_14853,7,"(1, 2)","5,6"
scene_13797,8,"(0, 1)","2,3"
scene_14312,8,"(2, 3)","2,3"
scene_14438,8,"(2, 3)","2,3"
scene_10999,7,"(0, 1)","2,3"
scene_10073,8,"(2, 3)","3,4"
scene_12932,7,"(1, 2)","2,3"
scene_13093,8,"(5, 6)","5,6"
scene_14134,8,"(1, 2)","2,3"
scene_11405,6,"(0, 1)","2,3"
scene_12160,7,"(2, 3)","2,3"
scene_11975,7,"(4, 5)","2,3"
scene_11831,8,"(6, 7)","2,3"
scene_13856,7,"(3, 4)","4,5"
scene_13055,8,"(4, 5)","2,3"
scene_11767,7,"(5, 6)","5,6"
scene_12454,8,"(1, 2)","2,3"
scene_12350,7,"(1, 2)","2,3"
scene_12983,8,"(6, 7)","4,5"
scene_13086,8,"(1, 2)","2,3"
scene_12482,8,"(6, 7)","7,8"
scene_13168,8,"(6, 7)","6,7"
scene_14308,7,"(1, 2)","2,3"
scene_14313,8,"(3, 4)","4,5"
scene_10484,7,"(0, 1)","2,3"
scene_11983,8,"(1, 2)","2,3"
scene_10861,8,"(5, 6)","2,3"
scene_10482,8,"(2, 3)","2,3"
scene_14757,7,"(3, 4)","4,5"
scene_13539,6,"(1, 2)","2,3"
scene_12496,8,"(2, 3)","2,3"
scene_10266,7,"(1, 2)","2,3"
scene_14627,7,"(5, 6)","3,4"
scene_12565,8,"(0, 1)","2,3"
scene_10431,7,"(3, 4)","2,3"
scene_14379,8,"(6, 7)","2,3"
scene_13158,8,"(0, 1)","2,3"
scene_11028,7,"(3, 4)","4,5"
scene_11744,7,"(1, 2)","3,4"
scene_12451,7,"(1, 2)","2,3"
scene_10931,6,"(3, 4)","2,3"
scene_12203,8,"(2, 3)","2,3"
scene_12115,8,"(2, 3)","2,3"
scene_12314,7,"(1, 2)","3,4"
scene_11533,6,"(1, 2)","2,3"
scene_12920,7,"(0, 1)","2,3"
scene_14166,8,"(5, 6)","2,3"
scene_11651,7,"(1, 2)","2,3"
scene_11358,7,"(3, 4)","4,5"
scene_13821,8,"(2, 3)","5,6"
scene_13679,8,"(2, 3)","6,7"
scene_12948,8,"(6, 7)","4,5"
scene_11663,7,"(0, 1)","2,3"
scene_13265,8,"(6, 7)","6,7"
scene_12377,8,"(2, 3)","2,3"
scene_12073,8,"(2, 3)","2,3"
scene_11709,8,"(5, 6)","2,3"
scene_10036,7,"(4, 5)","5,6"
scene_11080,8,"(3, 4)","8,9"
scene_14153,7,"(5, 6)","5,6"
scene_13432,8,"(6, 7)","7,8"
scene_12863,7,"(4, 5)","5,6"
scene_11292,4,"(1, 2)","1,2"
scene_12976,7,"(0, 1)","2,3"
scene_12639,8,"(0, 1)","6,7"
scene_10143,7,"(2, 3)","4,5"
scene_12881,6,"(1, 2)","2,3"
scene_13869,7,"(4, 5)","5,6"
scene_14809,7,"(2, 3)","4,5"
scene_14862,8,"(0, 1)","2,3"
scene_12075,8,"(0, 1)","1,2"
scene_11699,7,"(4, 5)","5,6"
scene_10897,8,"(3, 4)","2,3"
scene_14587,6,"(2, 3)","2,3"
scene_13085,7,"(5, 6)","4,5"
scene_11755,8,"(6, 7)","4,5"
scene_12773,7,"(2, 3)","6,7"
scene_10283,6,"(3, 4)","2,3"
scene_12754,7,"(4, 5)","4,5"
scene_10065,8,"(4, 5)","5,6"
scene_11059,8,"(0, 1)","5,6"
scene_12744,8,"(3, 4)","2,3"
scene_10305,8,"(4, 5)","7,8"
scene_12488,7,"(1, 2)","2,3"
scene_14977,8,"(2, 3)","1,2"
scene_11354,6,"(0, 1)","2,3"
scene_13222,8,"(5, 6)","7,8"
scene_10007,8,"(3, 4)","4,5"
scene_10104,8,"(0, 1)","8,1"
scene_11406,7,"(4, 5)","2,3"
scene_10534,8,"(6, 7)","7,8"
scene_14829,8,"(4, 5)","6,7"
scene_13798,8,"(5, 6)","6,7"
scene_13270,8,"(5, 6)","5,6"
scene_11851,8,"(5, 6)","3,4"
scene_13540,8,"(5, 6)","2,3"
scene_13709,8,"(5, 6)","2,3"
scene_12251,7,"(1, 2)","2,3"
scene_12887,8,"(2, 3)","4,5"
scene_12183,7,"(3, 4)","2,3"
scene_12393,8,"(0, 1)","2,3"
scene_13878,8,"(5, 6)","6,7"
scene_12575,7,"(2, 3)","2,3"
scene_10008,6,"(4, 5)","5,6"
scene_14114,8,"(2, 3)","2,3"
scene_14080,8,"(5, 6)","6,7"
scene_13209,8,"(6, 7)","2,3"
scene_11768,6,"(0, 1)","2,3"
scene_12036,8,"(5, 6)","5,6"
scene_14959,7,"(2, 3)","2,3"
scene_12234,6,"(4, 5)","2,3"
scene_11239,7,"(2, 3)","2,3"
scene_10825,8,"(5, 6)","5,6"
scene_10894,8,"(3, 4)","4,5"
scene_12940,8,"(2, 3)","2,3"
scene_14897,8,"(3, 4)","2,3"
scene_12972,7,"(5, 6)","4,5"
scene_14168,8,"(2, 3)","2,3"
scene_14424,8,"(4, 5)","2,3"
scene_10916,8,"(1, 2)","3,4"
scene_11370,7,"(1, 2)","4,5"
scene_11855,6,"(3, 4)","2,3"
scene_10092,7,"(5, 6)","3,4"
scene_13079,8,"(3, 4)","3,4"
scene_10167,7,"(5, 6)","5,6"
scene_10709,8,"(5, 6)","6,7"
scene_10923,7,"(1, 2)","4,5"
scene_14836,7,"(4, 5)","5,6"
scene_11954,8,"(4, 5)","5,6"
scene_14564,7,"(2, 3)","2,3"
scene_10969,8,"(3, 4)","2,3"
scene_12664,7,"(4, 5)","5,6"
scene_14132,8,"(6, 7)","7,8"
scene_10814,8,"(0, 1)","2,3"
scene_11705,8,"(2, 3)","2,3"
scene_11169,8,"(2, 3)","4,5"
scene_12097,8,"(1, 2)","2,3"
scene_11132,8,"(3, 4)","5,6"
scene_11167,7,"(4, 5)","4,5"
scene_12728,8,"(4, 5)","5,6"
scene_13786,7,"(5, 6)","4,5"
scene_13553,7,"(2, 3)","3,4"
scene_11450,6,"(3, 4)","2,3"
scene_11515,8,"(3, 4)","6,7"
scene_10837,8,"(3, 4)","5,6"
scene_10051,8,"(5, 6)","6,7"
scene_11514,8,"(1, 2)","2,3"
scene_12293,8,"(4, 5)","2,3"
scene_14239,8,"(3, 4)","2,3"
scene_11776,8,"(6, 7)","3,4"
scene_14705,8,"(6, 7)","2,3"
scene_14297,8,"(5, 6)","6,7"
scene_12107,8,"(1, 2)","4,5"
scene_14651,8,"(5, 6)","2,3"
scene_10583,8,"(0, 1)","2,3"
scene_11369,7,"(2, 3)","2,3"
scene_13255,7,"(4, 5)","5,6"
scene_12308,7,"(5, 6)","3,4"
scene_10519,8,"(5, 6)","6,7"
scene_11985,7,"(4, 5)","4,5"
scene_13062,8,"(2, 3)","2,3"
scene_10162,8,"(0, 1)","2,3"
scene_12658,8,"(6, 7)","6,7"
scene_11779,7,"(1, 2)","2,3"
scene_11233,8,"(5, 6)","2,3"
scene_12814,8,"(2, 3)","8,1"
scene_12369,7,"(1, 2)","4,5"
scene_13223,7,"(1, 2)","2,3"
