scenario,seq_len,ground_truth,answer
scene_461,5,4,71
scene_241,5,4,65
scene_110,6,2,77
scene_490,5,2,88
scene_503,6,0,11
scene_171,7,6,26
scene_188,8,6,9
scene_368,6,5,86
scene_184,5,1,50
scene_315,5,3,65
scene_417,8,5,71
scene_365,7,6,42
scene_547,5,2,6
scene_636,8,3,61
scene_437,6,4,68
scene_614,6,0,15
scene_285,5,3,31
scene_480,8,4,41
scene_147,7,4,0
scene_457,6,0,69
scene_454,8,3,3
scene_449,6,5,11
scene_155,6,3,6
scene_286,5,0,57
scene_335,6,3,35
scene_201,5,2,87
scene_571,5,4,44
scene_88,6,3,76
scene_404,7,2,65
scene_152,8,4,6
scene_649,4,1,90
scene_9,8,1,17
scene_341,4,1,03
scene_148,4,2,42
scene_45,6,1,35
scene_302,4,2,63
scene_468,6,0,16
scene_631,5,0,33
scene_435,6,4,3
scene_393,8,7,95
scene_137,7,3,88
scene_215,4,1,70
scene_585,5,2,04
scene_540,5,0,10
scene_130,6,0,93
scene_164,6,1,90
scene_686,6,1,20
scene_243,5,4,26
scene_197,6,4,99
scene_17,6,3,75
scene_221,4,0,31
scene_453,5,1,0
scene_424,4,2,6
scene_392,7,1,0
scene_593,6,4,7
scene_168,8,0,97
scene_666,6,5,67
scene_294,6,2,97
scene_58,8,4,84
scene_680,5,3,0
scene_552,6,0,98
scene_266,5,1,76
scene_78,5,1,9
scene_179,7,1,15
scene_514,7,4,61
scene_102,8,1,35
scene_113,8,7,40
scene_240,5,0,45
scene_544,4,0,41
scene_195,6,4,0
scene_669,7,2,6
scene_634,8,7,87
scene_136,5,3,0
scene_472,5,2,30
scene_474,4,3,5
scene_303,4,2,13
scene_91,8,1,43
scene_12,5,2,0
scene_211,6,4,72
scene_90,6,0,0
scene_83,5,3,5
scene_578,6,1,47
scene_320,8,7,49
scene_430,8,3,79
scene_476,8,4,1
scene_52,4,3,24
scene_522,5,0,84
scene_316,5,3,50
scene_183,5,3,82
scene_444,4,3,0
scene_186,8,2,50
scene_157,5,4,9
scene_515,4,0,45
scene_678,6,4,6
scene_477,6,5,64
scene_75,4,3,35
scene_369,8,6,86
scene_491,4,3,4
scene_18,7,0,0
scene_279,6,5,82
scene_76,6,0,15
scene_446,4,0,6
scene_611,4,1,66
scene_329,6,3,33
scene_287,4,3,50
scene_218,7,6,5
scene_282,7,2,40
scene_563,6,4,3
scene_82,5,2,88
scene_134,6,5,86
scene_66,8,1,15
scene_170,5,1,80
scene_422,7,0,44
scene_22,8,0,45
scene_586,6,2,0
scene_415,7,1,38
scene_434,5,4,76
scene_26,6,1,91
scene_533,8,3,52
scene_619,6,1,12
scene_258,4,2,1
scene_324,4,3,0
scene_364,6,5,0
scene_621,4,0,99
scene_107,7,5,70
scene_309,6,5,8
scene_144,7,6,35
scene_139,8,6,84
scene_407,5,0,32
scene_328,8,5,49
scene_54,6,5,74
scene_539,6,5,4
scene_625,5,0,12
scene_68,6,4,5
scene_53,7,1,0
scene_355,6,4,97
scene_283,4,3,72
scene_351,4,2,67
scene_651,4,1,24
scene_313,6,4,98
scene_154,7,6,54
scene_278,6,2,94
scene_587,4,0,23
scene_575,7,6,6
scene_145,8,1,9
scene_189,4,0,4
scene_125,8,5,9
scene_528,8,6,97
scene_178,7,0,39
scene_358,4,3,0
scene_360,6,4,41
scene_259,4,2,04
scene_427,8,1,60
scene_275,6,0,90
scene_653,5,0,02
scene_51,6,3,1
scene_288,5,4,48
scene_318,6,0,45
scene_354,7,1,84
scene_4,4,1,86
scene_37,6,0,0
scene_366,5,0,37
scene_610,6,1,0
scene_153,8,7,15
scene_467,4,0,25
scene_343,5,1,9
scene_493,6,4,74
scene_202,6,4,10
scene_420,4,2,29
scene_122,7,6,92
scene_397,5,1,10
scene_535,5,4,40
scene_658,4,0,37
scene_133,8,5,0
scene_562,4,1,83
scene_267,7,1,32
scene_289,5,4,65
scene_298,6,3,16
scene_336,6,4,44
scene_624,7,3,4
scene_646,7,4,83
scene_317,7,3,48
scene_20,8,7,85
scene_384,7,3,4
scene_402,8,7,6
scene_126,8,1,83
scene_291,4,1,0
scene_61,5,4,25
scene_561,7,3,5
scene_120,6,5,06
scene_345,4,3,10
scene_506,5,2,10
scene_304,4,3,30
scene_35,6,3,1
scene_681,6,1,33
scene_41,4,0,36
scene_260,7,0,36
scene_396,8,5,73
scene_537,5,4,14
scene_529,6,5,1
scene_572,6,2,73
scene_244,5,0,9
scene_299,8,7,4
scene_439,7,6,96
scene_403,8,1,30
scene_160,6,4,45
scene_523,6,4,8
scene_465,6,1,34
scene_277,5,2,17
scene_376,7,1,72
scene_635,4,3,50
scene_29,6,5,12
scene_111,8,3,0
scene_151,5,3,64
scene_456,4,2,46
scene_79,6,0,80
scene_249,4,0,0
scene_695,4,2,99
scene_338,5,4,71
scene_630,5,2,22
scene_418,6,2,9
scene_374,7,2,13
scene_356,8,4,3
scene_452,4,3,4
scene_597,4,1,7
scene_232,4,2,66
scene_419,4,3,62
scene_485,8,2,40
scene_135,8,3,87
scene_199,8,1,3
scene_1,4,3,69
scene_194,4,0,3
scene_84,7,4,9
scene_508,7,2,7
scene_526,6,0,0
scene_495,5,1,5
scene_538,4,2,45
scene_496,5,0,82
scene_482,7,4,0
scene_85,8,4,34
scene_499,5,1,19
scene_385,6,4,20
scene_47,6,4,67
scene_672,8,5,50
scene_428,8,1,0
scene_494,6,1,0
scene_333,6,5,23
scene_693,7,6,60
scene_466,5,4,1
scene_692,4,3,11
scene_590,8,7,56
scene_460,4,2,04
scene_483,5,2,42
scene_226,8,4,68
scene_38,5,0,84
scene_447,4,2,6
scene_458,5,4,0
scene_236,4,0,0
scene_498,4,2,98
scene_583,6,4,46
scene_475,4,0,34
scene_638,5,0,38
scene_229,8,3,75
scene_606,5,3,0
scene_481,5,2,67
scene_98,5,3,7
scene_647,5,4,8
scene_55,8,5,83
scene_441,5,2,0
scene_409,4,0,34
scene_173,8,6,43
scene_372,5,4,79
scene_206,5,1,6
scene_31,7,5,42
scene_50,5,4,0
scene_330,6,2,9
scene_334,6,1,54
scene_659,4,1,20
scene_676,6,0,0
scene_628,5,4,6
scene_442,7,1,71
scene_239,5,3,80
scene_210,5,2,29
scene_527,5,4,35
scene_181,4,3,9
scene_660,7,5,83
scene_337,5,3,76
scene_49,7,6,5
scene_582,7,1,0
scene_97,6,4,80
scene_208,7,5,84
scene_413,6,5,7
scene_487,6,2,46
scene_401,6,3,97
scene_124,4,1,14
scene_242,6,2,9
scene_295,4,3,3
scene_292,4,2,6
scene_451,6,0,0
scene_478,6,0,64
scene_588,5,0,17
scene_605,8,2,15
scene_615,8,0,45
scene_109,7,0,0
scene_248,4,1,47
scene_342,5,0,87
scene_595,4,1,3
scene_121,4,0,82
scene_263,8,7,79
scene_36,5,3,0
scene_530,4,3,16
scene_440,8,6,35
scene_16,5,4,43
scene_463,4,0,14
scene_34,6,3,64
scene_569,7,5,86
scene_682,5,0,11
scene_608,6,5,75
scene_362,6,1,4
scene_72,6,4,85
scene_7,6,5,05
scene_670,4,1,99
scene_235,4,0,65
scene_21,4,0,27
scene_346,6,0,15
scene_577,7,0,33
scene_230,6,0,48
scene_253,4,2,70
scene_123,4,2,8
scene_462,5,3,85
scene_448,6,3,51
scene_550,5,3,0
scene_589,7,3,57
scene_319,4,2,97
scene_205,7,0,0
scene_685,7,3,70
scene_433,8,7,48
scene_596,7,0,67
scene_169,8,6,89
scene_486,5,0,4
scene_131,6,4,42
scene_128,6,0,85
scene_70,5,0,3
scene_497,5,1,76
scene_87,6,3,61
scene_645,7,3,0
scene_246,6,4,66
scene_59,8,5,0
scene_245,7,1,37
scene_314,8,0,7
scene_371,7,3,14
scene_644,6,4,60
scene_19,6,2,3
scene_500,6,1,71
scene_331,8,1,7
scene_0,8,2,5
scene_543,8,4,68
scene_165,8,2,75
scene_382,8,3,95
scene_668,8,7,2
scene_674,8,5,32
scene_556,5,0,95
scene_305,4,3,2
scene_108,8,6,77
scene_519,7,2,27
scene_182,8,7,88
scene_512,5,1,19
scene_640,7,3,18
scene_3,8,1,85
scene_629,6,2,20
scene_161,4,2,95
scene_445,4,2,35
scene_643,6,2,63
scene_694,6,5,15
scene_663,8,2,41
scene_623,5,1,37
scene_648,5,4,81
scene_117,4,0,0
scene_11,8,3,52
scene_566,6,3,34
scene_257,6,5,34
scene_541,7,3,2
scene_479,5,3,16
scene_390,5,3,36
scene_394,8,7,0
scene_65,6,4,69
scene_664,8,5,35
scene_673,5,3,18
scene_156,5,2,62
scene_112,4,0,66
scene_48,5,1,78
scene_93,6,0,6
scene_505,4,1,4
scene_521,6,2,34
scene_141,6,1,8
scene_613,4,3,45
scene_641,5,2,88
scene_408,4,0,0
scene_438,8,7,0
scene_269,7,1,13
scene_551,5,0,4
scene_675,6,3,83
scene_252,5,2,2
scene_689,6,0,11
scene_271,5,2,8
scene_146,7,6,72
scene_469,8,0,67
scene_405,6,4,69
scene_511,8,5,56
scene_217,4,0,51
scene_322,8,1,19
scene_580,7,2,64
scene_216,6,1,73
scene_67,5,4,6
scene_274,5,0,51
scene_410,4,1,50
scene_323,6,1,58
scene_683,4,2,74
scene_234,5,3,05
scene_57,8,5,86
scene_332,5,4,05
scene_224,5,4,4
scene_570,7,5,16
scene_276,6,4,64
scene_388,6,1,4
scene_473,6,4,41
scene_167,6,0,58
scene_691,4,3,60
scene_546,7,5,69
scene_175,5,4,6
scene_73,6,5,2
scene_273,6,5,15
scene_214,4,3,34
scene_363,6,4,62
scene_379,6,4,96
scene_166,7,1,29
scene_373,5,2,88
scene_464,7,5,70
scene_662,4,2,81
scene_656,4,2,52
scene_103,5,4,12
scene_679,6,2,10
scene_81,5,2,22
scene_296,5,0,12
scene_233,6,1,8
scene_46,5,0,70
scene_71,8,3,5
scene_196,5,0,69
scene_591,5,3,45
scene_370,5,0,24
scene_633,6,5,39
scene_300,4,3,9
scene_565,4,2,69
scene_80,6,5,0
scene_387,6,5,0
scene_127,6,4,0
scene_549,5,3,26
scene_470,7,6,46
scene_44,8,4,24
scene_270,4,0,80
scene_618,5,2,12
scene_352,4,3,6
scene_367,4,2,62
scene_99,4,1,78
scene_389,4,2,42
scene_94,5,0,14
scene_688,5,2,76
scene_344,5,1,40
scene_220,6,3,85
scene_159,5,1,7
scene_667,4,3,0
scene_348,8,4,15
scene_684,8,7,16
scene_163,6,2,39
scene_6,6,5,35
scene_284,5,0,89
scene_603,5,1,14
scene_459,4,1,03
scene_225,8,2,67
scene_429,5,4,87
scene_687,4,1,79
scene_665,4,0,00
scene_203,8,5,64
scene_574,4,0,32
scene_27,8,2,0
scene_616,6,0,10
scene_517,7,5,72
scene_238,8,1,16
scene_223,6,1,3
scene_95,8,7,75
scene_30,6,4,0
scene_32,8,0,85
scene_432,6,0,43
scene_604,8,1,88
scene_89,8,5,23
scene_558,6,4,0
scene_104,4,0,63
scene_142,6,2,0
scene_228,5,1,73
scene_250,4,3,10
scene_281,5,0,15
scene_25,5,2,7
scene_114,6,4,46
scene_654,8,0,9
