scenario,seq_len,ground_truth,answer,lpips
scene_26_103,5,"(1, 2)","00,02",0.598131
scene_01_189,5,"(0, 1)","59,0",0.151974
scene_18_27,5,"(0, 1)","03,66",0.499728
scene_09_46,5,"(1, 2)","00,14",0.664820
scene_04_128,4,"(1, 2)","30,45",0.635171
scene_01_19,5,"(0, 1)","90,00",0.222441
scene_01_130,5,"(1, 2)","14,11",0.607461
scene_26_51,4,"(0, 1)","80,00",0.140967
scene_10_19,5,"(3, 4)","32,07",0.254129
scene_01_94,5,"(2, 3)","90,78",0.719291
scene_02_64,5,"(3, 4)","25,00",0.451258
scene_01_132,5,"(2, 3)","37,6",0.496437
scene_01_03,4,"(0, 1)","67,31",0.642172
scene_03_29,4,"(1, 2)","19,46",0.658708
scene_03_60,5,"(2, 3)","40,72",0.778478
scene_14_59,4,"(0, 1)","38,8",0.205142
scene_04_45,4,"(2, 3)","75,45",0.521463
scene_05_89,5,"(2, 3)","20,00",0.725975
scene_03_33,5,"(0, 1)","25,00",0.358479
scene_17_110,4,"(2, 3)","75,00",0.529507
scene_14_45,5,"(1, 2)","65,80",0.630630
scene_03_41,4,"(2, 3)","07,07",0.812273
scene_17_167,4,"(2, 3)","09,10",0.554457
scene_05_55,5,"(1, 2)","50,00",0.654971
scene_14_28,5,"(1, 2)","19,50",0.163068
scene_07_89,4,"(1, 2)","15,00",0.745613
scene_10_36,5,"(3, 4)","09,09",0.300687
scene_04_11,4,"(1, 2)","86,29",0.689821
scene_26_33,5,"(1, 2)","73,00",0.345966
scene_01_82,5,"(2, 3)","62,31",0.758817
scene_06_28,4,"(0, 1)","56,00",0.558171
scene_04_77,5,"(1, 2)","53,61",0.650564
scene_09_76,4,"(0, 1)","29,79",0.652534
scene_07_34,4,"(1, 2)","20,59",0.670521
scene_17_69,4,"(1, 2)","18,72",0.611778
scene_07_83,4,"(1, 2)","74,60",0.679437
scene_01_104,5,"(0, 1)","09,36",0.402188
scene_02_17,4,"(0, 1)","40,00",0.686762
scene_13_08,4,"(2, 3)","27,87",0.457396
scene_18_11,4,"(2, 3)","80,00",0.741730
scene_17_87,4,"(1, 2)","46,68",0.177798
scene_02_12,5,"(1, 2)","31,00",0.670291
scene_03_16,4,"(2, 3)","12,51",0.747901
scene_03_69,5,"(3, 4)","15,83",0.298822
scene_14_26,4,"(1, 2)","10,80",0.755256
scene_01_188,5,"(3, 4)","08,65",0.315257
scene_26_117,4,"(0, 1)","46,5",0.200874
scene_17_123,4,"(1, 2)","19,23",0.144192
scene_01_31,5,"(1, 2)","36,86",0.652631
scene_02_32,5,"(1, 2)","75,00",0.670887
scene_04_120,5,"(2, 3)","44,7",0.865986
scene_02_76,5,"(3, 4)","06,85",0.290981
scene_17_169,5,"(3, 4)","11,61",0.847429
scene_14_54,4,"(1, 2)","76,5",0.731168
scene_02_63,5,"(1, 2)","81,64",0.669587
scene_09_02,5,"(1, 2)","26,00",0.722583
scene_02_45,5,"(3, 4)","66,0",0.242399
scene_03_18,5,"(0, 1)","17,03",0.606747
scene_14_55,4,"(0, 1)","48,3",0.150830
scene_05_63,4,"(0, 1)","10,21",0.633529
scene_02_49,5,"(1, 2)","63,03",0.724898
scene_04_83,4,"(2, 3)","19,0",0.771935
scene_06_27,4,"(0, 1)","00,90",0.267517
scene_22_40,5,"(3, 4)","21,0",0.402270
scene_22_15,5,"(0, 1)","31,01",0.591518
scene_05_64,5,"(3, 4)","09,65",0.237962
scene_01_127,5,"(3, 4)","89,90",0.280381
scene_10_02,5,"(3, 4)","10,00",0.202997
scene_01_120,5,"(2, 3)","05,75",0.562734
scene_17_131,4,"(2, 3)","19,99",0.602051
scene_03_37,5,"(0, 1)","10,00",0.136769
scene_01_129,5,"(0, 1)","08,29",0.649362
scene_17_126,4,"(2, 3)","19,0",0.501345
scene_07_26,4,"(2, 3)","61,00",0.789497
scene_17_93,4,"(1, 2)","10,00",0.142057
scene_02_16,4,"(2, 3)","41,0",0.459520
scene_01_100,5,"(2, 3)","90,77",0.563329
scene_03_24,4,"(0, 1)","63,45",0.642356
scene_13_10,5,"(2, 3)","13,43",0.840802
scene_26_93,5,"(3, 4)","00,21",0.348245
scene_17_117,4,"(0, 1)","05,07",0.679439
scene_01_30,5,"(3, 4)","99,79",0.327111
scene_04_50,4,"(0, 1)","13,41",0.632719
scene_05_62,4,"(2, 3)","40,00",0.684345
scene_17_42,4,"(2, 3)","65,00",0.787102
scene_07_60,4,"(1, 2)","09,45",0.731365
scene_14_64,4,"(2, 3)","00,41",0.767006
scene_22_41,4,"(0, 1)","55,60",0.601641
scene_18_17,5,"(0, 1)","50,00",0.512109
scene_07_41,4,"(2, 3)","10,9",0.737705
scene_17_127,4,"(1, 2)","66,33",0.220942
scene_13_24,5,"(1, 2)","50,50",0.117874
scene_07_40,4,"(0, 1)","10,08",0.261148
scene_17_132,4,"(1, 2)","58,8",0.347998
scene_01_81,4,"(0, 1)","50,00",0.703888
scene_26_84,5,"(0, 1)","40,57",0.252284
scene_04_80,4,"(2, 3)","03,57",0.458315
scene_26_28,4,"(1, 2)","59,1",0.604049
scene_01_34,5,"(3, 4)","22,02",0.294011
scene_17_83,4,"(0, 1)","00,05",0.575121
scene_01_163,5,"(0, 1)","90,04",0.627832
scene_04_85,4,"(1, 2)","03,15",0.641757
scene_01_170,5,"(2, 3)","63,54",0.700898
scene_01_168,5,"(1, 2)","10,00",0.636826
scene_17_14,4,"(0, 1)","12,00",0.425305
scene_07_16,4,"(0, 1)","10,07",0.477587
scene_01_147,5,"(0, 1)","16,22",0.643393
scene_02_33,5,"(0, 1)","69,00",0.148222
scene_02_93,5,"(3, 4)","19,72",0.226142
scene_17_134,4,"(0, 1)","36,90",0.121772
scene_17_150,4,"(2, 3)","79,97",0.435794
scene_01_07,5,"(1, 2)","39,07",0.653795
scene_17_70,4,"(0, 1)","19,46",0.616324
scene_03_08,4,"(2, 3)","01,00",0.591020
scene_06_49,5,"(3, 4)","23,00",0.321803
scene_18_65,5,"(1, 2)","84,00",0.602602
scene_10_24,4,"(1, 2)","38,37",0.663438
scene_17_43,5,"(3, 4)","37,00",0.239629
scene_01_79,4,"(0, 1)","10,00",0.090581
scene_03_67,4,"(2, 3)","97,71",0.690367
scene_14_06,4,"(2, 3)","72,89",0.605641
scene_01_97,4,"(2, 3)","41,0",0.600009
scene_06_57,5,"(1, 2)","00,50",0.661306
scene_09_03,5,"(2, 3)","58,0",0.254453
scene_07_31,4,"(1, 2)","20,5",0.688968
scene_02_83,5,"(2, 3)","10,00",0.727065
scene_26_125,4,"(1, 2)","40,00",0.549746
scene_01_26,5,"(3, 4)","17,50",0.254061
scene_05_33,4,"(0, 1)","66,83",0.670794
scene_01_85,5,"(1, 2)","00,16",0.682365
scene_05_32,4,"(0, 1)","60,00",0.595853
scene_14_75,5,"(0, 1)","75,03",0.092824
scene_10_11,5,"(2, 3)","81,33",0.819166
scene_01_01,4,"(0, 1)","32,3",0.670938
scene_18_68,5,"(1, 2)","07,11",0.607787
scene_14_01,5,"(1, 2)","40,76",0.775089
scene_26_47,5,"(0, 1)","91,56",0.141534
scene_02_81,5,"(0, 1)","33,00",0.478488
scene_26_04,4,"(2, 3)","08,04",0.520229
scene_17_74,4,"(2, 3)","10,00",0.623145
scene_17_115,4,"(0, 1)","10,00",0.584738
scene_17_166,4,"(0, 1)","05,49",0.131375
scene_09_67,5,"(0, 1)","61,00",0.464383
scene_14_84,5,"(0, 1)","79,77",0.238567
scene_10_12,5,"(2, 3)","52,49",0.472891
scene_01_29,5,"(0, 1)","11,31",0.630206
scene_09_20,5,"(1, 2)","09,67",0.674931
scene_13_25,5,"(2, 3)","32,00",0.188971
scene_01_04,4,"(2, 3)","87,3",0.810603
scene_06_04,5,"(3, 4)","69,0",0.351262
scene_02_47,5,"(1, 2)","94,30",0.610439
scene_22_14,5,"(1, 2)","56,59",0.629761
scene_26_24,4,"(2, 3)","20,00",0.491019
scene_13_12,4,"(2, 3)","31,92",0.504267
scene_03_71,4,"(2, 3)","66,55",0.660669
scene_18_54,4,"(1, 2)","90,00",0.644491
scene_17_153,4,"(0, 1)","38,00",0.562532
scene_06_47,4,"(1, 2)","01,85",0.653137
scene_04_19,4,"(1, 2)","00,44",0.765781
scene_26_03,4,"(0, 1)","16,05",0.246921
scene_10_21,5,"(0, 1)","26,00",0.294264
scene_18_23,4,"(0, 1)","19,34",0.582609
scene_07_17,4,"(2, 3)","13,53",0.451774
scene_01_75,5,"(3, 4)","97,50",0.285728
scene_17_33,4,"(1, 2)","67,00",0.617132
scene_26_91,4,"(1, 2)","00,00",0.586412
scene_18_71,5,"(3, 4)","64,93",0.532498
scene_18_36,5,"(3, 4)","89,6",0.427244
scene_05_25,5,"(0, 1)","56,0",0.650838
scene_05_52,4,"(2, 3)","93,8",0.255433
scene_22_09,4,"(2, 3)","20,00",0.425106
scene_02_13,5,"(0, 1)","10,00",0.577887
scene_03_48,5,"(0, 1)","02,33",0.600658
scene_04_119,4,"(1, 2)","39,53",0.682005
scene_14_70,5,"(2, 3)","76,5",0.678051
scene_04_20,4,"(0, 1)","00,01",0.715005
scene_06_31,5,"(1, 2)","46,54",0.668777
scene_09_63,5,"(1, 2)","79,9",0.671388
scene_17_68,4,"(0, 1)","45,5",0.591951
scene_05_75,5,"(3, 4)","26,06",0.244472
scene_06_10,5,"(1, 2)","43,73",0.691498
scene_09_59,5,"(3, 4)","24,80",0.289803
scene_22_01,4,"(0, 1)","54,58",0.615174
scene_18_40,5,"(2, 3)","10,00",0.785285
scene_02_53,4,"(1, 2)","79,00",0.653505
scene_17_77,4,"(0, 1)","60,55",0.625880
scene_26_44,5,"(0, 1)","34,44",0.211206
scene_07_32,4,"(1, 2)","47,61",0.647431
scene_17_04,4,"(2, 3)","12,50",0.694906
scene_14_65,5,"(0, 1)","58,60",0.054762
scene_26_27,5,"(0, 1)","89,56",0.216587
scene_05_31,5,"(0, 1)","62,51",0.680182
scene_07_37,4,"(0, 1)","83,74",0.164868
scene_17_152,5,"(1, 2)","97,98",0.297309
scene_02_96,5,"(1, 2)","85,51",0.635261
scene_22_16,5,"(3, 4)","00,70",0.545093
scene_14_63,4,"(1, 2)","75,77",0.688295
scene_06_26,5,"(3, 4)","04,16",0.363717
scene_17_12,4,"(0, 1)","88,24",0.422454
scene_14_86,5,"(3, 4)","92,85",0.312366
scene_02_101,5,"(0, 1)","30,00",0.636168
scene_17_170,4,"(0, 1)","19,66",0.558369
scene_02_55,5,"(3, 4)","88,07",0.226314
scene_10_35,4,"(0, 1)","71,40",0.396227
scene_07_22,4,"(1, 2)","02,09",0.790462
scene_26_53,5,"(2, 3)","87,5",0.639033
scene_04_60,4,"(1, 2)","68,75",0.611035
scene_01_28,5,"(2, 3)","05,08",0.797582
scene_07_36,4,"(1, 2)","20,54",0.829352
scene_26_122,4,"(2, 3)","57,42",0.235432
scene_05_77,5,"(3, 4)","08,30",0.258194
scene_18_12,4,"(0, 1)","00,04",0.414845
scene_17_104,4,"(0, 1)","00,75",0.578080
scene_17_97,4,"(1, 2)","83,06",0.567481
scene_26_83,5,"(1, 2)","60,00",0.601894
scene_03_26,4,"(0, 1)","50,00",0.244295
scene_01_55,5,"(0, 1)","65,52",0.389955
scene_05_73,5,"(2, 3)","34,34",0.751275
scene_04_18,4,"(0, 1)","21,09",0.625602
scene_09_09,5,"(0, 1)","60,00",0.605489
scene_09_52,5,"(3, 4)","10,91",0.132790
scene_03_11,4,"(2, 3)","66,76",0.608984
scene_09_39,5,"(1, 2)","57,76",0.662536
scene_14_85,5,"(0, 1)","62,99",0.104063
scene_22_48,4,"(2, 3)","14,98",0.701892
scene_22_23,4,"(0, 1)","20,01",0.501959
scene_02_01,5,"(1, 2)","38,28",0.640450
scene_26_45,4,"(0, 1)","32,00",0.071993
scene_18_69,5,"(0, 1)","88,2",0.520291
scene_06_29,5,"(1, 2)","67,00",0.598625
scene_04_54,4,"(1, 2)","56,57",0.638602
scene_01_185,4,"(0, 1)","19,00",0.641365
scene_01_47,5,"(1, 2)","00,03",0.666605
scene_04_02,4,"(2, 3)","11,50",0.331264
scene_09_26,5,"(0, 1)","58,7",0.359903
scene_06_40,5,"(0, 1)","00,89",0.118795
scene_18_35,5,"(3, 4)","00,76",0.431765
scene_01_76,5,"(2, 3)","10,00",0.704637
scene_09_73,4,"(1, 2)","40,9",0.685371
scene_02_46,5,"(1, 2)","58,00",0.682596
scene_18_08,5,"(2, 3)","65,63",0.748364
scene_17_10,4,"(0, 1)","11,00",0.554548
scene_01_172,5,"(2, 3)","06,00",0.735435
scene_05_70,5,"(3, 4)","12,80",0.144141
scene_07_84,4,"(0, 1)","37,38",0.455685
scene_09_13,4,"(2, 3)","50,00",0.709343
scene_01_95,4,"(2, 3)","11,12",0.544680
scene_09_74,4,"(1, 2)","51,16",0.705052
scene_26_49,5,"(3, 4)","70,5",0.329247
scene_26_75,5,"(2, 3)","69,00",0.566313
scene_07_71,4,"(0, 1)","14,31",0.524355
scene_04_22,4,"(0, 1)","92,95",0.655068
scene_02_95,5,"(3, 4)","20,00",0.202773
scene_26_107,4,"(2, 3)","67,69",0.299441
scene_07_81,4,"(2, 3)","44,0",0.405787
scene_26_56,5,"(0, 1)","12,60",0.428839
scene_03_02,4,"(0, 1)","26,0",0.187810
scene_01_05,5,"(1, 2)","62,00",0.622212
scene_06_06,4,"(2, 3)","76,91",0.647955
scene_22_27,4,"(1, 2)","85,00",0.712617
scene_14_74,5,"(1, 2)","61,3",0.674106
scene_04_35,5,"(2, 3)","62,93",0.798470
scene_14_03,4,"(0, 1)","00,68",0.070842
scene_26_70,5,"(1, 2)","00,00",0.601644
scene_04_117,4,"(1, 2)","46,3",0.619126
scene_18_66,5,"(2, 3)","37,9",0.742410
scene_01_145,5,"(1, 2)","00,64",0.655324
scene_26_101,4,"(1, 2)","38,00",0.619320
scene_17_21,5,"(2, 3)","64,22",0.680041
scene_04_69,4,"(2, 3)","69,77",0.627106
scene_04_27,4,"(2, 3)","10,85",0.610750
scene_01_88,5,"(0, 1)","43,88",0.356553
scene_01_149,5,"(2, 3)","23,01",0.465238
scene_01_153,4,"(2, 3)","37,00",0.730893
scene_14_16,5,"(0, 1)","61,0",0.448029
scene_22_31,5,"(1, 2)","50,00",0.664783
scene_01_84,5,"(2, 3)","59,35",0.602896
scene_18_20,5,"(0, 1)","35,94",0.553226
scene_02_04,5,"(0, 1)","10,00",0.372043
scene_02_65,5,"(1, 2)","32,51",0.667408
scene_04_47,4,"(1, 2)","42,00",0.708057
scene_05_13,5,"(2, 3)","35,70",0.814629
scene_06_02,5,"(1, 2)","60,67",0.601428
scene_01_143,5,"(2, 3)","33,51",0.563031
scene_02_15,5,"(1, 2)","49,93",0.665303
scene_26_63,4,"(2, 3)","43,55",0.675781
