scenario,seq_len,ground_truth,answer,lpips
scene_01_76,5,False,no,0.653143
scene_17_170,4,True,no,0.558369
scene_18_68,5,False,no,0.725937
scene_26_77,4,False,yes,0.634833
scene_22_16,5,False,no,0.753809
scene_01_85,5,False,no,0.627372
scene_17_97,4,True,no,0.575671
scene_17_42,4,True,yes,0.787102
scene_06_06,4,False,no,0.647955
scene_09_02,5,False,no,0.175282
scene_17_85,4,False,yes,0.581179
scene_18_71,5,True,no,0.532498
scene_04_80,4,True,no,0.644363
scene_14_68,5,False,no,0.313823
scene_02_16,4,True,no,0.695597
scene_17_110,4,False,yes,0.578290
scene_26_28,4,False,no,0.156577
scene_01_88,5,False,yes,0.620640
scene_14_86,5,True,yes,0.727089
scene_01_168,5,False,yes,0.351066
scene_18_11,4,True,no,0.741730
scene_04_126,4,False,no,0.652920
scene_22_23,4,True,no,0.522794
scene_01_149,5,False,yes,0.642577
scene_05_70,5,False,yes,0.836390
scene_01_05,5,False,no,0.270477
scene_04_18,4,False,yes,0.625602
scene_07_71,4,True,yes,0.524355
scene_07_60,4,False,no,0.464346
scene_07_34,4,True,no,0.306576
scene_18_69,5,True,yes,0.593443
scene_26_117,4,True,no,0.579041
scene_02_01,5,True,no,0.224079
scene_14_75,5,False,no,0.092824
scene_07_40,4,True,yes,0.648381
scene_09_09,5,False,no,0.290434
scene_22_31,5,True,no,0.273419
scene_02_76,5,False,no,0.754895
scene_01_31,5,True,yes,0.646247
scene_14_59,4,True,no,0.735154
scene_01_81,4,True,yes,0.374651
scene_01_120,5,False,yes,0.667892
scene_17_131,4,False,yes,0.602051
scene_04_50,4,False,no,0.568555
scene_17_132,4,True,no,0.347998
scene_01_30,5,False,yes,0.765574
scene_18_08,5,True,no,0.441142
scene_10_24,4,False,yes,0.663438
scene_17_77,4,True,no,0.581652
scene_06_02,5,True,yes,0.601428
scene_01_66,5,False,no,0.230691
scene_26_47,5,False,no,0.141534
scene_13_30,5,True,yes,0.651130
scene_26_44,5,False,yes,0.414624
scene_18_35,5,False,no,0.533530
scene_17_134,4,True,no,0.609246
scene_01_166,5,True,yes,0.729183
scene_22_26,4,True,no,0.532555
scene_03_08,4,True,no,0.591020
scene_04_77,5,False,yes,0.650564
scene_22_09,4,True,yes,0.590573
scene_01_185,4,True,no,0.640166
scene_03_11,4,False,yes,0.551165
scene_17_49,4,False,no,0.717810
scene_04_119,4,False,yes,0.856057
scene_06_45,4,False,no,0.626982
scene_03_37,5,False,no,0.663516
scene_17_124,4,True,yes,0.605737
scene_17_142,4,True,yes,0.541797
scene_04_22,4,False,no,0.655068
scene_06_40,5,True,yes,0.670754
scene_03_69,5,False,yes,0.809621
scene_14_64,4,True,no,0.569882
scene_17_87,4,True,no,0.071865
scene_06_22,4,False,yes,0.129269
scene_01_39,5,False,yes,0.353989
scene_05_73,5,False,no,0.215833
scene_01_143,5,False,no,0.211504
scene_22_15,5,True,no,0.591518
scene_17_21,5,True,yes,0.665125
scene_04_45,4,False,no,0.586037
scene_04_19,4,False,yes,0.300166
scene_14_54,4,False,no,0.731168
scene_04_20,4,True,no,0.342156
scene_02_64,5,True,yes,0.680812
scene_05_89,5,True,no,0.725975
scene_22_48,4,False,no,0.701892
scene_01_104,5,True,no,0.246882
scene_03_51,5,False,yes,0.695075
scene_09_13,4,True,no,0.709343
scene_03_60,5,False,yes,0.710242
scene_04_81,4,False,no,0.769021
scene_26_51,4,False,no,0.639766
scene_02_15,5,True,yes,0.256690
scene_07_26,4,True,yes,0.789497
scene_02_75,4,False,yes,0.801607
scene_26_103,5,True,yes,0.573150
scene_26_56,5,True,yes,0.282337
scene_09_45,5,True,no,0.141227
scene_01_170,5,True,yes,0.211387
scene_26_45,4,True,yes,0.071993
scene_26_04,4,True,yes,0.183288
scene_07_16,4,False,no,0.477587
scene_10_35,4,False,no,0.702568
scene_22_27,4,True,no,0.578616
scene_14_63,4,False,yes,0.759697
scene_22_12,4,True,no,0.653943
scene_17_109,5,False,no,0.207469
scene_05_64,5,False,yes,0.668612
scene_06_04,5,True,yes,0.594873
scene_04_27,4,True,yes,0.560683
scene_07_81,4,False,no,0.405787
scene_26_91,4,False,no,0.605124
scene_07_89,4,False,yes,0.536489
scene_10_34,5,False,yes,0.636296
scene_26_97,5,True,no,0.093636
scene_01_79,4,False,no,0.090581
scene_01_163,5,True,yes,0.656590
scene_02_45,5,True,yes,0.446584
scene_09_67,5,False,no,0.703712
scene_01_153,4,True,yes,0.630687
scene_01_94,5,False,no,0.311706
scene_06_49,5,False,no,0.595837
scene_17_166,4,True,yes,0.666191
scene_04_11,4,False,yes,0.675970
scene_10_02,5,False,yes,0.202997
scene_01_132,5,True,no,0.674866
scene_26_24,4,True,no,0.679596
scene_22_02,4,False,no,0.685436
scene_14_06,4,True,no,0.715906
scene_03_33,5,False,no,0.358479
scene_07_41,4,False,no,0.562272
scene_18_54,4,True,yes,0.805628
scene_01_84,5,True,yes,0.297366
scene_07_32,4,False,yes,0.647431
scene_04_117,4,True,no,0.619126
scene_01_167,4,False,yes,0.594587
scene_02_81,5,False,yes,0.331630
scene_01_03,4,False,no,0.529922
scene_06_54,5,False,yes,0.562844
scene_01_172,5,True,yes,0.442189
scene_17_153,4,True,yes,0.562532
scene_26_34,4,False,yes,0.605692
scene_14_01,5,False,no,0.735625
scene_06_47,4,False,yes,0.423262
scene_04_07,4,False,no,0.620610
scene_17_123,4,True,yes,0.175981
scene_05_75,5,False,no,0.651293
scene_01_26,5,True,yes,0.254061
scene_02_63,5,False,yes,0.669587
scene_17_12,4,False,no,0.628101
scene_04_83,4,False,yes,0.638270
scene_02_83,5,True,no,0.727065
scene_07_31,4,False,no,0.688968
scene_17_93,4,False,yes,0.704809
scene_03_48,5,False,yes,0.600658
scene_18_20,5,True,no,0.390304
scene_14_85,5,False,no,0.104063
scene_02_12,5,True,no,0.402378
scene_10_11,5,True,yes,0.556963
scene_07_84,4,True,yes,0.455685
scene_01_69,5,False,yes,0.628845
scene_04_35,5,True,yes,0.681884
scene_01_29,5,True,yes,0.267052
scene_26_03,4,True,no,0.651476
scene_03_16,4,True,no,0.667805
scene_09_52,5,True,yes,0.656590
scene_05_63,4,False,no,0.623172
scene_26_49,5,True,yes,0.281358
scene_06_59,5,False,yes,0.668269
scene_05_25,5,False,yes,0.323410
scene_26_101,4,True,no,0.526690
scene_03_26,4,True,yes,0.646666
scene_05_77,5,True,yes,0.771887
scene_17_167,4,True,yes,0.588420
scene_09_59,5,True,no,0.247914
scene_14_52,4,True,yes,0.707845
scene_14_55,4,True,no,0.734496
scene_26_93,5,True,yes,0.348245
scene_07_05,4,False,yes,0.555909
scene_18_40,5,True,no,0.594447
scene_06_27,4,True,no,0.685405
scene_14_84,5,False,yes,0.684085
scene_04_66,5,False,no,0.377478
scene_07_42,4,False,yes,0.313274
scene_02_86,5,False,no,0.062886
scene_26_122,4,True,yes,0.235432
scene_01_145,5,False,no,0.745105
scene_14_70,5,False,no,0.324718
scene_02_10,5,True,yes,0.578609
scene_01_47,5,False,yes,0.272026
scene_17_10,4,True,yes,0.702237
scene_04_47,4,False,no,0.357932
scene_01_129,5,False,yes,0.654607
scene_13_10,5,False,yes,0.681768
scene_05_13,5,False,no,0.625570
scene_04_128,4,True,yes,0.287418
scene_26_12,4,False,yes,0.125153
scene_18_23,4,True,yes,0.645744
scene_18_17,5,True,no,0.512109
scene_01_75,5,True,no,0.688632
scene_07_17,4,False,yes,0.758177
scene_17_117,4,False,no,0.679439
scene_17_43,5,False,no,0.740072
scene_02_101,5,False,yes,0.636168
scene_26_75,5,False,yes,0.108942
scene_01_45,5,False,no,0.290316
scene_03_18,5,True,no,0.732266
scene_02_33,5,True,yes,0.793244
scene_10_21,5,False,no,0.688441
scene_01_100,5,True,no,0.563329
scene_04_120,5,True,no,0.676848
scene_03_71,4,True,yes,0.622967
scene_02_17,4,False,no,0.695995
scene_17_104,4,False,yes,0.578080
scene_22_01,4,True,yes,0.487389
scene_02_04,5,False,no,0.746737
scene_14_65,5,False,yes,0.382256
scene_01_82,5,True,yes,0.758817
scene_03_41,4,True,no,0.128984
scene_06_29,5,False,yes,0.163816
scene_07_74,4,False,no,0.668251
scene_17_33,4,False,yes,0.753440
scene_02_95,5,False,no,0.394888
scene_02_53,4,False,no,0.608159
scene_10_36,5,True,no,0.644017
scene_14_26,4,True,yes,0.699538
scene_17_69,4,False,no,0.611778
scene_07_14,4,True,yes,0.673949
scene_10_19,5,False,no,0.807372
scene_26_53,5,False,yes,0.150363
scene_07_83,4,False,yes,0.195656
scene_01_01,4,False,no,0.754594
scene_01_130,5,False,no,0.801422
scene_10_12,5,False,no,0.762601
scene_06_57,5,False,yes,0.373293
scene_26_125,4,False,no,0.596040
scene_26_65,4,False,no,0.282481
scene_01_97,4,False,no,0.627571
scene_04_54,4,False,no,0.773805
scene_07_22,4,False,no,0.416031
scene_09_76,4,False,yes,0.266701
scene_09_12,5,True,no,0.719698
scene_13_25,5,False,yes,0.188971
scene_01_19,5,False,no,0.222441
scene_01_188,5,True,no,0.585609
scene_14_28,5,False,yes,0.733374
scene_05_62,4,True,yes,0.602394
scene_09_74,4,False,no,0.617903
scene_01_04,4,True,yes,0.810603
scene_07_37,4,True,no,0.835830
scene_02_32,5,True,no,0.670887
scene_05_31,5,True,yes,0.507981
scene_17_35,5,False,yes,0.475869
