scenario,seq_len,ground_truth,answer,lpips
scene_13868,8,"(3, 4)","2,3",0.110754
scene_13307,8,"(2, 3)","2,3",0.277131
scene_11525,7,"(2, 3)","2,3",0.151609
scene_13673,7,"(1, 2)","3,4",0.083866
scene_14389,7,"(1, 2)","1,2",0.121331
scene_12832,7,"(2, 3)","2,3",0.119398
scene_10770,8,"(0, 1)","2,3",0.158066
scene_12886,7,"(0, 1)","2,3",0.048956
scene_10596,8,"(3, 4)","1,2",0.180864
scene_14118,8,"(0, 1)","2,3",0.234774
scene_13834,7,"(2, 3)","1,2",0.186975
scene_14713,7,"(2, 3)","2,3",0.096224
scene_14373,8,"(4, 5)","2,3",0.189534
scene_12294,8,"(2, 3)","2,3",0.120003
scene_10831,7,"(0, 1)","2,6",0.041446
scene_12560,8,"(5, 6)","1,2",0.274421
scene_10594,8,"(3, 4)","1,2",0.094596
scene_10701,7,"(4, 5)","2,3",0.130325
scene_14856,7,"(0, 1)","2,3",0.060057
scene_14556,7,"(3, 4)","1,2",0.081054
scene_12373,8,"(0, 1)","2,3",0.076232
scene_14305,8,"(4, 5)","1,2",0.090003
scene_10155,8,"(2, 3)","2,3",0.177673
scene_14004,8,"(6, 7)","2,3",0.092658
scene_10018,8,"(5, 6)","2,3",0.265879
scene_14886,8,"(4, 5)","2,3",0.102790
scene_12582,8,"(6, 7)","4,5",0.122067
scene_12994,7,"(2, 3)","3,4",0.175268
scene_13671,5,"(1, 2)","2,3",0.042585
scene_11122,7,"(5, 6)","2,3",0.036275
scene_14068,7,"(0, 1)","1,2",0.070942
scene_13770,8,"(0, 1)","2,3",0.094876
scene_12870,8,"(5, 6)","1,2",0.100949
scene_14943,7,"(1, 2)","1,5",0.071949
scene_14868,8,"(6, 7)","1,2",0.101403
scene_14200,8,"(2, 3)","1,2",0.216128
scene_14133,7,"(0, 1)","2,3",0.035496
scene_13915,7,"(1, 2)","2,3",0.184210
scene_14388,7,"(0, 1)","1,2",0.015035
scene_13881,8,"(3, 4)","1,2",0.135151
scene_11689,8,"(2, 3)","2,3",0.214866
scene_13872,8,"(3, 4)","2,3",0.182805
scene_14560,8,"(5, 6)","1,2",0.137388
scene_11597,8,"(6, 7)","2,3",0.044324
scene_13643,7,"(2, 3)","1,2",0.156084
scene_11135,6,"(1, 2)","2,3",0.033143
scene_11891,8,"(2, 3)","2,3",0.103753
scene_13015,7,"(2, 3)","2,3",0.068240
scene_14580,7,"(1, 2)","2,3",0.085876
scene_11251,8,"(5, 6)","1,5",0.215128
scene_11492,8,"(2, 3)","2,3",0.217821
scene_14918,8,"(5, 6)","2,3",0.173533
scene_10724,8,"(5, 6)","1,5",0.223442
scene_10238,8,"(5, 6)","2,3",0.196290
scene_14358,8,"(0, 1)","4,5",0.073417
scene_13330,8,"(4, 5)","1,8",0.206407
scene_12701,8,"(5, 6)","2,3",0.096161
scene_13902,7,"(1, 2)","2,3",0.140308
scene_12339,8,"(4, 5)","2,3",0.137911
scene_11553,8,"(5, 6)","1,2",0.136033
scene_10296,8,"(1, 2)","1,2",0.166930
scene_10544,7,"(1, 2)","2,3",0.077478
scene_12943,8,"(3, 4)","1,2",0.132493
scene_13555,8,"(3, 4)","1,2",0.119952
scene_14782,8,"(2, 3)","2,3",0.101690
scene_11835,7,"(5, 6)","2,3",0.086712
scene_12333,8,"(5, 6)","2,3",0.084002
scene_12625,8,"(4, 5)","4,5",0.089323
scene_13647,8,"(1, 2)","1,2",0.199958
scene_10251,7,"(5, 6)","2,3",0.174561
scene_14652,8,"(2, 3)","1,8",0.108745
scene_11662,8,"(6, 7)","2,3",0.162216
scene_13286,8,"(6, 7)","1,2",0.161708
scene_11066,6,"(0, 1)","2,3",0.020505
scene_14552,7,"(1, 2)","2,3",0.078026
scene_10758,7,"(0, 1)","3,4",0.064976
scene_13966,5,"(2, 3)","2,3",0.031243
scene_12106,8,"(3, 4)","2,3",0.210501
scene_11912,8,"(2, 3)","2,3",0.189348
scene_11866,8,"(0, 1)","1,2",0.147998
scene_14091,7,"(1, 2)","1,2",0.104207
scene_11679,6,"(4, 5)","2,3",0.274810
scene_13645,8,"(5, 6)","1,2",0.232513
scene_14641,8,"(2, 3)","1,2",0.193585
scene_13642,6,"(1, 2)","2,3",0.162982
scene_14928,8,"(5, 6)","2,3",0.083793
scene_13988,6,"(3, 4)","2,3",0.162392
scene_13584,8,"(3, 4)","2,3",0.103359
scene_12646,7,"(5, 6)","1,2",0.133089
scene_10673,6,"(3, 4)","2,3",0.126417
scene_11677,7,"(1, 2)","2,3",0.155882
scene_10794,6,"(2, 3)","1,2",0.062934
scene_10590,8,"(1, 2)","2,3",0.229902
scene_11002,8,"(1, 2)","3,4",0.231830
scene_10640,7,"(5, 6)","2,3",0.058680
scene_14797,7,"(4, 5)","1,2",0.131085
scene_12019,7,"(4, 5)","1,6",0.287950
scene_14016,7,"(2, 3)","2,3",0.089742
scene_10957,7,"(5, 6)","1,2",0.101841
scene_14182,8,"(4, 5)","2,3",0.239871
scene_14170,7,"(3, 4)","1,2",0.075789
scene_13204,8,"(4, 5)","1,2",0.168437
scene_10961,6,"(3, 4)","2,3",0.041943
scene_14081,8,"(2, 3)","2,3",0.089993
scene_10588,8,"(1, 2)","2,3",0.251923
scene_11650,7,"(1, 2)","1,2",0.043113
scene_11856,8,"(4, 5)","2,3",0.190920
scene_10832,8,"(3, 4)","3,4",0.228940
scene_11967,7,"(0, 1)","1,5",0.054466
scene_11476,8,"(6, 7)","2,3",0.122911
scene_14734,8,"(0, 1)","3,4",0.108998
scene_13927,8,"(6, 7)","1,2",0.153003
scene_10839,8,"(0, 1)","2,3",0.059389
scene_14884,7,"(1, 2)","2,3",0.140946
scene_11931,7,"(5, 6)","1,2",0.190078
scene_13839,7,"(1, 2)","2,3",0.077676
scene_14879,7,"(5, 6)","2,3",0.081125
scene_12785,8,"(3, 4)","2,3",0.301385
scene_14864,7,"(4, 5)","2,3",0.216919
scene_11106,8,"(0, 1)","3,4",0.084203
scene_14207,7,"(3, 4)","2,3",0.075424
scene_10394,7,"(3, 4)","2,3",0.239836
scene_11012,8,"(4, 5)","2,3",0.328172
scene_10810,8,"(3, 4)","3,4",0.256315
scene_12023,8,"(4, 5)","1,2",0.123129
scene_12513,8,"(2, 3)","3,4",0.184248
scene_11138,8,"(4, 5)","2,3",0.110228
scene_13137,8,"(6, 7)","2,3",0.075100
scene_14021,8,"(0, 1)","2,3",0.082719
scene_11972,7,"(5, 6)","2,3",0.036544
scene_12817,7,"(5, 6)","2,3",0.125422
scene_10180,8,"(0, 1)","1,2",0.088059
scene_12508,7,"(5, 6)","1,2",0.253273
scene_11026,7,"(4, 5)","1,2",0.202799
scene_10854,8,"(6, 7)","2,3",0.141092
scene_10202,8,"(2, 3)","1,2",0.071526
scene_13177,8,"(6, 7)","2,3",0.188141
scene_11224,8,"(5, 6)","2,3",0.133956
scene_11609,7,"(2, 3)","1,2",0.065544
scene_10256,7,"(0, 1)","2,3",0.029463
scene_13390,8,"(2, 3)","1,2",0.174591
scene_12396,6,"(3, 4)","1,2",0.271988
scene_11162,8,"(1, 2)","2,3",0.108405
scene_10693,7,"(3, 4)","2,3",0.138641
scene_14823,8,"(0, 1)","1,5",0.100504
scene_12376,7,"(5, 6)","2,3",0.187678
scene_11103,7,"(5, 6)","1,5",0.094077
scene_12677,8,"(2, 3)","3,4",0.344018
scene_14213,7,"(4, 5)","4,5",0.149973
scene_11040,8,"(6, 7)","1,2",0.194582
scene_10163,8,"(1, 2)","1,2",0.182001
scene_14405,7,"(4, 5)","1,2",0.169485
scene_14595,8,"(0, 1)","3,4",0.138132
scene_11996,8,"(6, 7)","2,3",0.068323
scene_10000,8,"(5, 6)","1,2",0.166479
scene_14469,8,"(2, 3)","1,6",0.115074
scene_11291,7,"(5, 6)","3,4",0.114097
scene_13985,8,"(4, 5)","2,3",0.127153
scene_14117,7,"(4, 5)","2,3",0.150967
scene_11284,7,"(1, 2)","2,3",0.144568
scene_10875,8,"(1, 2)","1,2",0.074390
scene_10559,8,"(2, 3)","3,4",0.105860
scene_12707,7,"(1, 2)","1,2",0.099904
scene_10294,8,"(4, 5)","2,3",0.170083
scene_12516,8,"(6, 7)","3,4",0.103294
scene_11174,7,"(4, 5)","2,3",0.092357
scene_13936,7,"(0, 1)","1,2",0.096582
scene_12729,8,"(4, 5)","2,3",0.192992
scene_12340,7,"(2, 3)","1,6",0.140988
scene_10022,5,"(3, 4)","2,3",0.043151
scene_13931,8,"(0, 1)","2,3",0.084634
scene_10146,8,"(0, 1)","1,2",0.083689
scene_12947,7,"(2, 3)","2,3",0.157361
scene_11018,8,"(6, 7)","2,3",0.084651
scene_10117,7,"(2, 3)","1,2",0.202787
scene_13443,7,"(1, 2)","2,3",0.161611
scene_12767,7,"(0, 1)","2,3",0.023695
scene_14591,6,"(1, 2)","1,2",0.250588
scene_14149,8,"(4, 5)","1,2",0.177714
scene_14249,6,"(0, 1)","1,2",0.056504
scene_13962,7,"(0, 1)","2,3",0.002646
scene_10717,8,"(5, 6)","2,3",0.229563
scene_14558,8,"(3, 4)","1,3",0.157117
scene_14866,8,"(6, 7)","2,3",0.073830
scene_11874,8,"(0, 1)","3,4",0.148595
scene_10071,8,"(6, 7)","2,3",0.060966
scene_13454,8,"(4, 5)","2,3",0.126235
scene_10061,8,"(6, 7)","1,2",0.292198
scene_12223,8,"(1, 2)","2,3",0.142916
scene_13500,8,"(1, 2)","2,3",0.135588
scene_12375,7,"(5, 6)","3,4",0.059154
scene_11745,7,"(3, 4)","3,4",0.075993
scene_10042,7,"(4, 5)","2,3",0.198872
scene_14150,7,"(1, 2)","2,3",0.153602
scene_14528,7,"(2, 3)","1,2",0.073365
scene_12051,8,"(4, 5)","2,3",0.191129
scene_10331,7,"(4, 5)","1,2",0.085985
scene_14981,7,"(3, 4)","1,2",0.168834
scene_10377,7,"(1, 2)","3,4",0.165786
scene_14275,7,"(4, 5)","2,3",0.052779
scene_13257,8,"(6, 7)","1,2",0.058054
scene_14749,7,"(5, 6)","2,3",0.175307
scene_10915,8,"(5, 6)","3,4",0.181425
scene_12619,8,"(1, 2)","2,3",0.145288
scene_10436,7,"(5, 6)","2,3",0.128797
scene_10730,6,"(2, 3)","3,4",0.038437
scene_13768,8,"(3, 4)","1,3",0.092964
scene_14465,7,"(5, 6)","2,3",0.119106
scene_11145,8,"(5, 6)","3,4",0.119381
scene_12094,8,"(2, 3)","2,3",0.054028
scene_14942,8,"(3, 4)","2,3",0.124205
scene_13122,8,"(4, 5)","2,3",0.223603
scene_14532,7,"(3, 4)","3,4",0.148050
scene_11089,8,"(0, 1)","2,3",0.092542
scene_10088,8,"(1, 2)","1,2",0.259271
scene_14665,8,"(1, 2)","1,2",0.096392
scene_14888,8,"(0, 1)","2,3",0.092100
scene_10221,8,"(2, 3)","2,6",0.064160
scene_11248,7,"(0, 1)","1,4",0.021355
scene_11201,7,"(4, 5)","2,3",0.048576
scene_14789,8,"(4, 5)","1,2",0.211525
scene_14187,8,"(1, 2)","2,3",0.103775
scene_11058,8,"(4, 5)","2,3",0.337892
scene_10133,8,"(1, 2)","2,3",0.159387
scene_10032,7,"(0, 1)","2,3",0.043880
scene_11480,7,"(0, 1)","2,3",0.206900
scene_10225,7,"(5, 6)","2,3",0.276674
scene_10858,8,"(5, 6)","2,3",0.220052
scene_11076,8,"(0, 1)","1,2",0.091382
scene_10870,8,"(1, 2)","2,3",0.289648
scene_14309,6,"(0, 1)","2,3",0.020116
scene_11156,7,"(0, 1)","1,2",0.054856
scene_14271,8,"(6, 7)","1,2",0.068679
scene_11803,7,"(2, 3)","2,3",0.275412
scene_12675,7,"(0, 1)","2,6",0.083668
scene_11905,7,"(4, 5)","1,2",0.051955
scene_10297,7,"(1, 2)","2,3",0.088543
scene_13978,8,"(2, 3)","3,4",0.190511
scene_10631,8,"(5, 6)","3,4",0.216284
scene_10371,8,"(3, 4)","1,2",0.185615
scene_11340,8,"(1, 2)","2,3",0.112793
scene_10030,8,"(4, 5)","1,2",0.118773
scene_12769,7,"(1, 2)","2,3",0.218597
scene_14893,8,"(5, 6)","3,4",0.106455
scene_12731,7,"(4, 5)","2,3",0.192523
scene_13763,8,"(4, 5)","2,3",0.222566
scene_13675,7,"(3, 4)","3,4",0.154177
scene_13214,7,"(1, 2)","2,3",0.183763
scene_11669,7,"(3, 4)","2,3",0.090530
scene_14606,8,"(6, 7)","1,2",0.103073
scene_14814,7,"(3, 4)","1,2",0.141329
scene_13794,8,"(1, 2)","1,2",0.154130
scene_13607,8,"(0, 1)","2,3",0.135253
scene_12252,8,"(0, 1)","2,3",0.089102
scene_14258,8,"(5, 6)","1,2",0.056655
scene_11637,7,"(3, 4)","3,4",0.267485
scene_10047,8,"(2, 3)","1,2",0.276309
scene_10676,7,"(3, 4)","1,2",0.173306
scene_13446,8,"(3, 4)","2,5",0.073701
scene_11783,8,"(3, 4)","2,3",0.125685
scene_14082,6,"(0, 1)","2,3",0.191239
scene_11462,8,"(5, 6)","2,3",0.132547
scene_11616,7,"(5, 6)","2,3",0.040612
scene_11315,7,"(5, 6)","3,4",0.152307
scene_10432,8,"(0, 1)","2,3",0.139703
scene_13699,8,"(0, 1)","1,2",0.070953
scene_14468,7,"(3, 4)","2,3",0.324231
scene_13351,7,"(5, 6)","1,2",0.180970
scene_10901,7,"(2, 3)","2,3",0.071778
scene_13219,7,"(0, 1)","2,3",0.045492
scene_10723,7,"(1, 2)","1,6",0.223872
scene_10337,8,"(1, 2)","2,3",0.328106
scene_12185,8,"(1, 2)","2,3",0.222657
scene_10996,8,"(4, 5)","1,3",0.133731
scene_11279,8,"(3, 4)","2,3",0.093504
scene_13268,8,"(1, 2)","1,2",0.173157
scene_13043,8,"(3, 4)","2,8",0.098911
scene_13861,7,"(1, 2)","2,3",0.079245
scene_11182,7,"(2, 3)","1,2",0.063943
scene_11330,8,"(3, 4)","3,4",0.127454
scene_13912,7,"(1, 2)","2,3",0.080663
scene_13452,7,"(0, 1)","2,3",0.102778
scene_11275,7,"(3, 4)","1,2",0.213379
scene_13836,8,"(6, 7)","2,3",0.065100
scene_14066,6,"(4, 5)","2,3",0.106077
scene_10876,7,"(0, 1)","2,3",0.014101
scene_13484,8,"(0, 1)","2,3",0.108537
scene_10293,8,"(5, 6)","1,2",0.153806
scene_10056,8,"(4, 5)","2,3",0.089708
scene_10474,8,"(6, 7)","2,3",0.201439
scene_13053,7,"(0, 1)","1,2",0.000845
scene_10918,8,"(0, 1)","3,4",0.088170
scene_14815,8,"(6, 7)","2,3",0.080873
scene_11730,7,"(1, 2)","1,2",0.265852
scene_13934,8,"(1, 2)","1,2",0.123992
scene_14160,7,"(3, 4)","1,2",0.135146
scene_10348,7,"(3, 4)","2,3",0.092785
scene_13481,7,"(3, 4)","1,2",0.117582
scene_14038,7,"(1, 2)","1,2",0.066587
scene_11157,8,"(6, 7)","2,3",0.078296
scene_13350,8,"(3, 4)","3,4",0.049554
scene_11447,6,"(0, 1)","2,3",0.277736
scene_10418,7,"(1, 2)","1,2",0.116593
scene_10712,8,"(3, 4)","2,3",0.158308
scene_12150,8,"(0, 1)","3,4",0.070718
scene_14803,8,"(3, 4)","2,3",0.074815
scene_11658,8,"(2, 3)","2,3",0.180078
scene_14570,7,"(3, 4)","2,3",0.304279
scene_10101,7,"(2, 3)","1,2",0.301465
scene_11613,8,"(3, 4)","2,8",0.149912
scene_11434,8,"(5, 6)","2,3",0.138471
scene_10759,8,"(5, 6)","1,2",0.183997
scene_14903,8,"(6, 7)","2,3",0.078365
scene_13166,7,"(4, 5)","2,3",0.214984
scene_13197,8,"(5, 6)","2,3",0.161908
scene_12357,8,"(5, 6)","2,3",0.060959
scene_11071,8,"(3, 4)","2,3",0.141608
scene_12893,8,"(1, 2)","2,3",0.094752
scene_11097,7,"(1, 2)","2,3",0.075467
scene_12756,7,"(2, 3)","1,2",0.266106
scene_12143,8,"(1, 2)","2,3",0.161515
scene_12216,7,"(0, 1)","2,3",0.001168
scene_12710,7,"(4, 5)","2,3",0.086518
scene_13240,8,"(5, 6)","2,3",0.198710
scene_11982,8,"(4, 5)","3,4",0.104460
scene_11453,8,"(0, 1)","1,2",0.046309
scene_10389,7,"(5, 6)","1,2",0.211992
scene_13393,8,"(2, 3)","1,4",0.158552
scene_10934,7,"(0, 1)","2,3",0.031349
scene_14851,7,"(0, 1)","2,3",0.062819
scene_14921,8,"(4, 5)","2,3",0.127852
scene_10433,6,"(3, 4)","2,3",0.191446
scene_13545,8,"(4, 5)","2,3",0.125302
scene_13692,7,"(4, 5)","2,3",0.060491
scene_10078,8,"(1, 2)","1,2",0.274593
scene_13463,8,"(0, 1)","1,6",0.158508
scene_14709,8,"(4, 5)","2,3",0.088170
scene_14100,7,"(0, 1)","3,4",0.026337
scene_11244,7,"(1, 2)","2,3",0.111309
scene_10402,7,"(0, 1)","1,2",0.027601
scene_13002,8,"(4, 5)","2,3",0.086414
scene_11188,8,"(0, 1)","3,4",0.064984
scene_14099,5,"(1, 2)","2,3",0.053354
scene_12758,6,"(3, 4)","2,3",0.168385
scene_12055,8,"(0, 1)","1,4",0.119817
scene_14882,7,"(4, 5)","2,3",0.178663
scene_10010,8,"(1, 2)","2,3",0.216549
scene_13109,8,"(4, 5)","1,2",0.205697
scene_12828,8,"(4, 5)","2,3",0.165182
scene_12610,8,"(0, 1)","4,5",0.130642
scene_14932,7,"(4, 5)","1,2",0.099018
scene_10847,8,"(0, 1)","2,3",0.147984
scene_13605,8,"(3, 4)","3,4",0.304878
scene_12397,8,"(5, 6)","1,2",0.074110
scene_12464,7,"(4, 5)","2,3",0.051571
scene_12849,8,"(4, 5)","1,6",0.225750
scene_13721,7,"(4, 5)","2,3",0.295601
scene_13304,8,"(2, 3)","1,2",0.149457
scene_10892,8,"(2, 3)","2,3",0.138240
scene_11714,8,"(1, 2)","1,2",0.262127
scene_10364,7,"(5, 6)","2,3",0.056936
scene_11748,8,"(5, 6)","2,3",0.276323
scene_14205,7,"(2, 3)","1,6",0.052731
scene_13269,8,"(1, 2)","5,6",0.124109
scene_12104,7,"(2, 3)","1,2",0.142187
scene_13544,7,"(3, 4)","2,3",0.132640
scene_14950,5,"(1, 2)","2,3",0.140923
scene_14030,8,"(5, 6)","2,3",0.141897
scene_13784,7,"(5, 6)","2,3",0.054910
scene_14542,7,"(2, 3)","1,2",0.166859
scene_10428,7,"(3, 4)","2,3",0.178273
scene_13964,8,"(2, 3)","1,2",0.121390
scene_12774,8,"(6, 7)","2,3",0.233332
scene_10799,8,"(0, 1)","2,3",0.135025
scene_10743,6,"(0, 1)","2,3",0.057278
scene_10084,7,"(3, 4)","2,3",0.114742
scene_10096,8,"(4, 5)","2,3",0.130685
scene_13220,5,"(0, 1)","3,4",0.035745
scene_12888,7,"(0, 1)","1,2",0.036770
scene_12740,7,"(4, 5)","2,3",0.256887
scene_12792,8,"(1, 2)","2,3",0.085120
scene_13095,8,"(4, 5)","1,6",0.091753
scene_10552,8,"(2, 3)","2,3",0.232503
scene_13922,8,"(1, 2)","2,3",0.184074
scene_11981,5,"(2, 3)","2,3",0.041988
scene_10268,7,"(0, 1)","1,2",0.044294
scene_12180,7,"(1, 2)","2,3",0.157272
scene_11075,8,"(2, 3)","2,3",0.255128
scene_12380,8,"(2, 3)","1,2",0.121203
scene_14241,7,"(1, 2)","1,2",0.095579
scene_12486,7,"(3, 4)","1,2",0.257129
scene_11953,7,"(4, 5)","2,3",0.065406
scene_11319,7,"(5, 6)","1,2",0.163222
scene_13994,7,"(2, 3)","2,3",0.121919
scene_12611,8,"(4, 5)","2,3",0.115588
scene_11636,8,"(6, 7)","2,3",0.066972
scene_13098,8,"(5, 6)","2,3",0.179702
scene_14461,5,"(0, 1)","2,3",0.077002
scene_13067,8,"(5, 6)","2,3",0.093550
scene_13563,8,"(6, 7)","2,3",0.221388
scene_10052,8,"(4, 5)","2,3",0.124745
scene_10473,8,"(2, 3)","2,5",0.128483
scene_12249,7,"(5, 6)","1,6",0.204817
scene_12599,8,"(0, 1)","3,4",0.123862
scene_12193,6,"(1, 2)","1,2",0.072866
scene_14863,8,"(2, 3)","2,3",0.068772
scene_11900,8,"(0, 1)","2,3",0.085588
scene_13121,7,"(0, 1)","1,2",0.014498
scene_10320,8,"(5, 6)","2,3",0.061296
scene_13851,7,"(4, 5)","2,3",0.208346
scene_10873,8,"(1, 2)","2,3",0.070340
scene_12243,8,"(2, 3)","1,2",0.100947
scene_10097,6,"(2, 3)","1,6",0.094807
scene_11150,6,"(4, 5)","1,2",0.078097
scene_13258,8,"(1, 2)","1,2",0.156607
scene_13620,7,"(5, 6)","2,3",0.143154
scene_13206,7,"(2, 3)","2,3",0.189156
scene_14314,7,"(1, 2)","1,2",0.127254
scene_11408,8,"(5, 6)","2,3",0.102889
scene_11399,8,"(5, 6)","2,3",0.122043
scene_13441,8,"(6, 7)","1,2",0.084787
scene_12415,8,"(2, 3)","1,2",0.234793
scene_11197,7,"(4, 5)","2,3",0.094545
scene_11708,7,"(3, 4)","2,3",0.109170
scene_13528,7,"(2, 3)","1,2",0.121155
scene_10196,6,"(0, 1)","2,3",0.000849
scene_13677,8,"(0, 1)","2,3",0.088160
scene_12624,8,"(5, 6)","2,3",0.111584
scene_14097,7,"(3, 4)","2,3",0.048586
scene_12269,8,"(6, 7)","1,2",0.125490
scene_10490,8,"(2, 3)","2,3",0.168627
scene_14425,8,"(0, 1)","1,2",0.150110
scene_12840,8,"(0, 1)","1,2",0.072360
scene_11623,7,"(2, 3)","1,2",0.211728
scene_13707,7,"(1, 2)","1,2",0.080598
scene_11682,7,"(5, 6)","1,2",0.180091
scene_13635,8,"(2, 3)","2,3",0.128073
scene_11581,8,"(1, 2)","2,3",0.177505
scene_11116,7,"(5, 6)","2,3",0.229263
scene_13726,7,"(3, 4)","1,4",0.144731
scene_10392,7,"(4, 5)","1,2",0.100195
scene_13418,8,"(5, 6)","1,2",0.206008
scene_10086,7,"(3, 4)","1,2",0.342626
scene_11335,8,"(4, 5)","1,2",0.215556
scene_13596,7,"(0, 1)","1,2",0.043233
scene_13543,7,"(0, 1)","2,3",0.120062
scene_11141,7,"(0, 1)","1,5",0.001895
scene_13376,7,"(5, 6)","2,3",0.190773
scene_13822,7,"(1, 2)","2,3",0.101001
scene_10650,8,"(4, 5)","2,3",0.182862
scene_12902,7,"(0, 1)","2,3",0.001258
scene_11917,8,"(6, 7)","2,3",0.072195
scene_14578,7,"(2, 3)","2,3",0.267991
scene_13824,8,"(4, 5)","1,2",0.134134
scene_13996,6,"(4, 5)","2,3",0.237253
scene_14766,8,"(1, 2)","2,3",0.084298
scene_10041,7,"(3, 4)","2,3",0.150078
scene_14853,7,"(1, 2)","2,3",0.148416
scene_13797,8,"(0, 1)","2,3",0.075008
scene_14312,8,"(2, 3)","2,3",0.221436
scene_14438,8,"(2, 3)","1,2",0.117138
scene_10999,7,"(0, 1)","1,2",0.021561
scene_10073,8,"(2, 3)","2,3",0.156758
scene_12932,7,"(1, 2)","2,3",0.110800
scene_13093,8,"(5, 6)","1,2",0.137537
scene_14134,8,"(1, 2)","2,3",0.225707
scene_11405,6,"(0, 1)","1,2",0.055363
scene_12160,7,"(2, 3)","2,3",0.131130
scene_11975,7,"(4, 5)","2,3",0.095856
scene_11831,8,"(6, 7)","3,4",0.115392
scene_13856,7,"(3, 4)","1,2",0.157062
scene_13055,8,"(4, 5)","2,3",0.185577
scene_11767,7,"(5, 6)","2,3",0.219653
scene_12454,8,"(1, 2)","1,2",0.090920
scene_12350,7,"(1, 2)","1,2",0.137505
scene_12983,8,"(6, 7)","2,3",0.075605
scene_13086,8,"(1, 2)","1,2",0.299595
scene_12482,8,"(6, 7)","1,2",0.141421
scene_13168,8,"(6, 7)","2,3",0.175956
scene_14308,7,"(1, 2)","1,2",0.115371
scene_14313,8,"(3, 4)","2,3",0.102024
scene_10484,7,"(0, 1)","2,3",0.060412
scene_11983,8,"(1, 2)","2,3",0.181997
scene_10861,8,"(5, 6)","2,3",0.210449
scene_10482,8,"(2, 3)","1,2",0.085853
scene_14757,7,"(3, 4)","1,5",0.208166
scene_13539,6,"(1, 2)","2,3",0.046952
scene_12496,8,"(2, 3)","1,2",0.082020
scene_10266,7,"(1, 2)","3,4",0.125325
scene_14627,7,"(5, 6)","2,3",0.136782
scene_12565,8,"(0, 1)","3,4",0.053579
scene_10431,7,"(3, 4)","3,4",0.080452
scene_14379,8,"(6, 7)","1,2",0.075404
scene_13158,8,"(0, 1)","3,4",0.094782
scene_11028,7,"(3, 4)","2,3",0.274896
scene_11744,7,"(1, 2)","3,4",0.128303
scene_12451,7,"(1, 2)","2,3",0.054103
scene_10931,6,"(3, 4)","2,3",0.038293
scene_12203,8,"(2, 3)","2,3",0.100496
scene_12115,8,"(2, 3)","2,3",0.099515
scene_12314,7,"(1, 2)","0,1",0.151071
scene_11533,6,"(1, 2)","2,3",0.089664
scene_12920,7,"(0, 1)","3,4",0.000812
scene_14166,8,"(5, 6)","2,3",0.098791
scene_11651,7,"(1, 2)","2,3",0.169390
scene_11358,7,"(3, 4)","2,3",0.057370
scene_13821,8,"(2, 3)","2,3",0.188724
scene_13679,8,"(2, 3)","2,3",0.205442
scene_12948,8,"(6, 7)","2,3",0.049935
scene_11663,7,"(0, 1)","2,3",0.044878
scene_13265,8,"(6, 7)","1,2",0.074210
scene_12377,8,"(2, 3)","1,2",0.103367
scene_12073,8,"(2, 3)","1,3",0.093808
scene_11709,8,"(5, 6)","1,2",0.092473
scene_10036,7,"(4, 5)","2,3",0.182966
scene_11080,8,"(3, 4)","1,2",0.189736
scene_14153,7,"(5, 6)","1,2",0.089633
scene_13432,8,"(6, 7)","3,4",0.107181
scene_12863,7,"(4, 5)","1,2",0.174559
