scenario,seq_len,ground_truth,answer,lpips
scene_12_005945,7,"(2, 3)","2,3",0.170665
scene_12_005637,8,"(0, 1)","2,3",0.094722
scene_18_008806,8,"(6, 7)","2,3",0.043260
scene_4_001759,8,"(1, 2)","2,3",0.167629
scene_5_002085,6,"(0, 1)","2,3",0.094473
scene_13_006299,8,"(3, 4)","2,3",0.114444
scene_12_005756,5,"(2, 3)","2,3",0.150917
scene_6_002879,8,"(3, 4)","2,3",0.068959
scene_7_003053,8,"(5, 6)","3,4",0.073032
scene_11_005038,7,"(2, 3)","2,3",0.114128
scene_10_004812,8,"(1, 2)","2,3",0.158231
scene_14_006574,8,"(2, 3)","2,3",0.095970
scene_9_004318,6,"(2, 3)","2,3",0.073134
scene_15_007395,8,"(1, 2)","2,3",0.111518
scene_7_003301,8,"(5, 6)","2,3",0.104054
scene_17_008276,8,"(2, 3)","2,3",0.184253
scene_7_003461,8,"(5, 6)","1,2",0.090556
scene_18_008854,7,"(5, 6)","2,3",0.082516
scene_15_007072,7,"(5, 6)","2,3",0.036590
scene_5_002450,7,"(0, 1)","2,3",0.085034
scene_7_003434,8,"(4, 5)","5,6",0.082728
scene_14_006825,7,"(5, 6)","3,4",0.069291
scene_17_008386,7,"(1, 2)","2,3",0.206709
scene_17_008071,8,"(4, 5)","2,3",0.072322
scene_17_008016,8,"(5, 6)","2,3",0.045206
scene_9_004113,5,"(1, 2)","2,3",0.033706
scene_1_000243,5,"(1, 2)","2,3",0.181332
scene_11_005329,6,"(3, 4)","2,3",0.053776
scene_10_004536,8,"(3, 4)","3,4",0.117889
scene_12_005785,7,"(2, 3)","2,3",0.174735
scene_10_004813,7,"(5, 6)","2,3",0.052939
scene_19_009058,8,"(5, 6)","2,3",0.086629
scene_13_006292,7,"(4, 5)","4,5",0.066354
scene_14_006966,8,"(1, 2)","2,3",0.065050
scene_12_005894,8,"(5, 6)","2,3",0.045809
scene_18_008538,8,"(2, 3)","3,4",0.109284
scene_10_004983,7,"(0, 1)","2,3",0.101070
scene_16_007859,6,"(1, 2)","2,4",0.090744
scene_16_007559,8,"(6, 7)","2,3",0.032703
scene_6_002880,5,"(0, 1)","2,3",0.073197
scene_18_008675,7,"(2, 3)","2,3",0.092062
scene_5_002220,7,"(3, 4)","1,2",0.052020
scene_18_008883,8,"(2, 3)","2,3",0.088300
scene_2_000695,6,"(0, 1)","2,3",0.148192
scene_11_005495,6,"(1, 2)","2,3",0.082406
scene_14_006903,8,"(4, 5)","3,4",0.101723
scene_3_001317,7,"(5, 6)","2,3",0.046781
scene_12_005881,7,"(2, 3)","3,4",0.197081
scene_12_005585,7,"(1, 2)","2,3",0.143212
scene_17_008226,8,"(5, 6)","3,4",0.095806
scene_14_006729,7,"(3, 4)","4,5",0.064584
scene_2_000918,7,"(3, 4)","2,3",0.060799
scene_17_008468,8,"(5, 6)","2,3",0.063637
scene_7_003015,8,"(3, 4)","3,4",0.081592
scene_8_003681,8,"(1, 2)","2,3",0.031592
scene_6_002957,7,"(2, 3)","1,2",0.066823
scene_5_002170,5,"(1, 2)","2,3",0.072067
scene_16_007695,6,"(1, 2)","2,3",0.086061
scene_16_007992,7,"(5, 6)","2,3",0.028069
scene_19_009310,7,"(4, 5)","2,3",0.067091
scene_19_009300,8,"(4, 5)","2,3",0.113421
scene_10_004998,8,"(2, 3)","2,3",0.124001
scene_2_000840,6,"(4, 5)","2,3",0.018942
scene_10_004874,8,"(3, 4)","2,3",0.170020
scene_8_003754,6,"(4, 5)","2,3",0.086777
scene_19_009113,8,"(3, 4)","3,4",0.098522
scene_11_005218,6,"(2, 3)","2,3",0.085397
scene_11_005445,8,"(1, 2)","2,3",0.121533
scene_10_004547,6,"(1, 2)","2,3",0.116910
scene_2_000677,5,"(3, 4)","2,3",0.069664
scene_10_004899,7,"(0, 1)","2,3",0.066982
scene_6_002839,6,"(0, 1)","2,3",0.081341
scene_16_007623,7,"(0, 1)","2,3",0.080522
scene_6_002907,8,"(1, 2)","2,3",0.060169
scene_10_004838,8,"(5, 6)","4,5",0.092847
scene_16_007916,8,"(1, 2)","2,3",0.091332
scene_9_004128,5,"(3, 4)","2,3",0.022739
scene_14_006687,8,"(4, 5)","4,5",0.122907
scene_1_000258,8,"(0, 1)","2,3",0.203684
scene_1_000470,6,"(3, 4)","2,3",0.061043
scene_11_005076,6,"(3, 4)","2,3",0.056212
scene_8_003964,7,"(4, 5)","2,3",0.076479
scene_1_000389,8,"(3, 4)","2,3",0.045553
scene_6_002790,8,"(4, 5)","2,3",0.072693
scene_18_008524,8,"(2, 3)","2,3",0.095920
scene_17_008134,8,"(4, 5)","3,4",0.067194
scene_15_007393,8,"(6, 7)","4,5",0.034234
scene_3_001083,7,"(0, 1)","2,3",0.055831
scene_6_002564,6,"(0, 1)","2,3",0.075374
scene_18_008954,7,"(5, 6)","2,3",0.041129
scene_19_009499,7,"(4, 5)","2,3",0.094366
scene_11_005389,8,"(6, 7)","2,3",0.024062
scene_7_003398,6,"(2, 3)","3,4",0.114470
scene_15_007271,8,"(6, 7)","2,3",0.065646
scene_15_007229,6,"(2, 3)","2,3",0.142371
scene_12_005614,8,"(0, 1)","2,3",0.093871
scene_8_003933,8,"(2, 3)","2,3",0.094965
scene_15_007245,7,"(3, 4)","2,3",0.135392
scene_8_003629,6,"(1, 2)","2,3",0.075183
scene_18_008950,5,"(3, 4)","2,3",0.019946
scene_5_002030,5,"(0, 1)","1,2",0.063476
scene_2_000752,5,"(2, 3)","2,3",0.071690
scene_8_003805,5,"(1, 2)","2,3",0.023868
scene_8_003825,8,"(4, 5)","2,3",0.097482
scene_11_005211,7,"(0, 1)","2,3",0.094800
scene_6_002846,5,"(2, 3)","2,3",0.029737
scene_9_004217,7,"(5, 6)","2,3",0.049902
scene_11_005331,6,"(4, 5)","2,3",0.039416
scene_11_005126,5,"(1, 2)","2,3",0.083689
scene_9_004284,6,"(1, 2)","2,3",0.055050
scene_19_009189,8,"(2, 3)","2,3",0.168574
scene_11_005380,8,"(6, 7)","2,3",0.044306
scene_19_009148,6,"(1, 2)","2,3",0.149940
scene_14_006982,7,"(4, 5)","1,2",0.099009
scene_19_009087,8,"(6, 7)","2,3",0.040585
scene_2_000847,4,"(2, 3)","2,3",0.062417
scene_19_009145,8,"(0, 1)","2,3",0.199716
scene_5_002379,8,"(4, 5)","1,2",0.038444
scene_14_006744,8,"(2, 3)","2,3",0.084306
scene_8_003747,8,"(3, 4)","1,2",0.107814
scene_6_002567,7,"(0, 1)","3,4",0.085518
scene_15_007005,8,"(0, 1)","2,3",0.150985
scene_6_002530,8,"(2, 3)","2,3",0.050652
scene_14_006833,7,"(2, 3)","2,3",0.128157
scene_6_002950,7,"(1, 2)","2,3",0.094703
scene_12_005631,5,"(0, 1)","1,2",0.070109
scene_14_006827,8,"(1, 2)","2,3",0.095503
scene_2_000986,8,"(4, 5)","2,3",0.060216
scene_10_004911,7,"(0, 1)","4,5",0.075079
scene_16_007602,7,"(0, 1)","2,3",0.072759
scene_5_002487,7,"(5, 6)","1,2",0.061192
scene_6_002527,8,"(3, 4)","2,3",0.072232
scene_5_002151,7,"(0, 1)","2,3",0.116092
scene_14_006503,8,"(6, 7)","1,2",0.052239
scene_18_008841,7,"(4, 5)","3,4",0.071208
scene_6_002529,7,"(1, 2)","2,3",0.063490
scene_11_005070,6,"(1, 2)","2,3",0.084569
scene_17_008167,8,"(5, 6)","2,3",0.031267
scene_12_005522,7,"(3, 4)","1,2",0.133918
scene_12_005705,7,"(4, 5)","2,3",0.065954
scene_10_004598,8,"(1, 2)","2,3",0.132506
scene_5_002217,6,"(2, 3)","1,2",0.022479
scene_17_008328,8,"(4, 5)","2,3",0.081922
scene_1_000103,7,"(4, 5)","1,2",0.043075
scene_12_005530,8,"(3, 4)","2,3",0.091741
scene_5_002224,6,"(1, 2)","2,3",0.058269
scene_10_004970,8,"(4, 5)","5,6",0.074659
scene_8_003981,5,"(1, 2)","2,3",0.028488
scene_8_003874,8,"(5, 6)","2,3",0.036155
scene_6_002654,7,"(2, 3)","2,3",0.083121
scene_10_004959,7,"(3, 4)","2,3",0.131442
scene_13_006100,5,"(2, 3)","2,3",0.138727
scene_16_007735,7,"(3, 4)","2,3",0.082508
scene_5_002031,5,"(3, 4)","1,2",0.045294
scene_10_004719,8,"(0, 1)","2,3",0.078500
scene_3_001292,7,"(1, 2)","2,3",0.050131
scene_11_005289,7,"(1, 2)","2,3",0.062465
scene_4_001602,8,"(0, 1)","3,4",0.132758
scene_1_000436,7,"(2, 3)","2,3",0.100820
scene_18_008701,7,"(0, 1)","1,2",0.187104
scene_5_002435,6,"(4, 5)","2,3",0.049356
scene_2_000828,5,"(1, 2)","2,3",0.098427
scene_5_002427,6,"(4, 5)","1,2",0.043827
scene_12_005598,8,"(1, 2)","2,3",0.145352
scene_9_004417,4,"(0, 1)","2,3",0.093476
scene_16_007997,8,"(0, 1)","2,3",0.065716
scene_11_005118,6,"(0, 1)","2,3",0.111829
scene_18_008515,8,"(1, 2)","2,3",0.159017
scene_5_002157,7,"(0, 1)","1,2",0.137591
scene_18_008959,6,"(0, 1)","2,3",0.215527
scene_16_007736,7,"(2, 3)","3,4",0.109907
scene_3_001302,6,"(0, 1)","2,3",0.068428
scene_12_005737,7,"(4, 5)","2,3",0.065226
scene_13_006276,8,"(1, 2)","2,3",0.151726
scene_18_008793,8,"(2, 3)","2,3",0.076870
scene_16_007968,8,"(5, 6)","1,2",0.049046
scene_10_004781,8,"(3, 4)","1,2",0.150728
scene_12_005578,8,"(1, 2)","2,3",0.169789
scene_12_005691,7,"(4, 5)","2,3",0.071681
scene_3_001066,6,"(1, 2)","2,3",0.073139
scene_11_005435,8,"(5, 6)","2,3",0.105619
scene_13_006403,7,"(4, 5)","2,3",0.050882
scene_18_008844,8,"(4, 5)","2,3",0.070154
scene_6_002562,6,"(3, 4)","2,3",0.069773
scene_11_005055,7,"(1, 2)","2,3",0.109964
scene_12_005745,8,"(6, 7)","2,3",0.042504
scene_17_008370,8,"(3, 4)","2,3",0.103753
scene_18_008626,7,"(3, 4)","2,3",0.047215
scene_5_002073,5,"(1, 2)","2,3",0.069074
scene_5_002116,7,"(0, 1)","1,2",0.066581
scene_18_008987,8,"(0, 1)","2,3",0.227438
scene_11_005083,5,"(3, 4)","2,3",0.047823
scene_10_004792,6,"(2, 3)","2,3",0.171481
scene_19_009479,6,"(3, 4)","2,3",0.128373
scene_11_005088,7,"(3, 4)","2,3",0.101457
scene_15_007176,8,"(3, 4)","2,3",0.158375
scene_10_004544,7,"(5, 6)","2,3",0.045488
scene_5_002289,7,"(0, 1)","2,3",0.088294
scene_18_008622,5,"(0, 1)","2,3",0.174409
scene_11_005379,5,"(0, 1)","2,3",0.124783
scene_13_006320,8,"(3, 4)","2,3",0.083865
scene_12_005844,7,"(5, 6)","2,3",0.034085
scene_10_004808,6,"(2, 3)","2,3",0.128882
scene_20_009732,8,"(6, 7)","2,3",0.057116
scene_6_002928,7,"(0, 1)","2,3",0.126641
scene_7_003408,8,"(1, 2)","2,3",0.098710
scene_10_004875,8,"(1, 2)","2,3",0.149691
scene_19_009168,7,"(1, 2)","2,3",0.155048
scene_18_008624,8,"(4, 5)","2,3",0.044031
scene_15_007462,6,"(3, 4)","2,3",0.161889
scene_12_005918,8,"(1, 2)","2,3",0.166840
scene_8_003954,8,"(3, 4)","2,3",0.117081
scene_5_002067,5,"(1, 2)","2,3",0.064200
scene_10_004601,8,"(2, 3)","2,3",0.112916
scene_15_007162,8,"(3, 4)","2,3",0.139802
scene_13_006464,8,"(1, 2)","2,3",0.126187
scene_14_006748,8,"(6, 7)","2,3",0.053846
scene_6_002649,8,"(0, 1)","2,3",0.123806
scene_18_008907,7,"(3, 4)","2,3",0.059651
scene_2_000792,6,"(4, 5)","2,3",0.053116
scene_14_006937,8,"(0, 1)","3,4",0.060905
scene_12_005502,8,"(0, 1)","2,3",0.063691
scene_2_000564,8,"(5, 6)","2,3",0.031153
scene_11_005355,6,"(4, 5)","2,3",0.025849
scene_11_005062,4,"(0, 1)","2,3",0.144147
scene_3_001449,8,"(0, 1)","2,3",0.067230
scene_4_001929,8,"(6, 7)","2,3",0.058544
scene_9_004114,5,"(1, 2)","2,3",0.034612
scene_5_002048,5,"(1, 2)","2,3",0.073450
scene_11_005230,7,"(3, 4)","2,3",0.037565
scene_5_002369,7,"(3, 4)","1,2",0.096594
scene_7_003321,8,"(3, 4)","2,3",0.059879
scene_11_005497,6,"(1, 2)","2,3",0.083452
scene_2_000881,6,"(3, 4)","2,3",0.028535
scene_3_001310,6,"(0, 1)","1,2",0.057882
scene_18_008694,6,"(1, 2)","2,3",0.154162
scene_11_005284,5,"(3, 4)","2,3",0.055048
scene_4_001675,7,"(0, 1)","2,3",0.096008
scene_8_003819,5,"(3, 4)","2,3",0.109092
scene_11_005114,7,"(2, 3)","2,3",0.094261
scene_18_008899,6,"(3, 4)","2,3",0.061020
scene_5_002313,6,"(2, 3)","2,3",0.034905
scene_18_008906,7,"(3, 4)","2,3",0.080333
scene_19_009083,8,"(5, 6)","5,6",0.062976
scene_11_005403,4,"(2, 3)","2,3",0.049849
scene_18_008592,8,"(6, 7)","2,3",0.056244
scene_5_002245,6,"(4, 5)","1,2",0.040937
scene_9_004296,6,"(3, 4)","1,2",0.111204
scene_8_003535,6,"(1, 2)","2,3",0.060182
scene_6_002609,8,"(1, 2)","2,3",0.075701
scene_11_005474,5,"(2, 3)","2,3",0.066897
scene_8_003648,5,"(1, 2)","2,3",0.027546
scene_8_003920,5,"(0, 1)","1,2",0.063954
scene_19_009380,7,"(4, 5)","2,3",0.052547
scene_14_006902,7,"(5, 6)","3,4",0.084292
scene_6_002684,8,"(4, 5)","2,3",0.076377
scene_10_004668,8,"(0, 1)","1,2",0.080485
scene_11_005041,7,"(5, 6)","2,3",0.066523
scene_11_005349,5,"(2, 3)","2,3",0.077219
scene_5_002233,5,"(0, 1)","1,2",0.077101
scene_6_002607,6,"(0, 1)","1,2",0.095094
scene_20_009530,7,"(4, 5)","2,3",0.052579
scene_19_009301,7,"(3, 4)","2,3",0.163650
scene_13_006141,5,"(1, 2)","2,3",0.133941
scene_7_003195,6,"(0, 1)","2,3",0.103617
scene_11_005394,5,"(0, 1)","2,3",0.085865
scene_3_001082,7,"(1, 2)","2,3",0.069534
scene_10_004508,8,"(0, 1)","2,3",0.081016
scene_15_007354,8,"(4, 5)","1,2",0.058365
scene_10_004591,7,"(0, 1)","1,2",0.070621
scene_10_004643,7,"(5, 6)","2,3",0.059435
scene_11_005486,6,"(1, 2)","2,3",0.064414
scene_11_005030,7,"(3, 4)","2,3",0.086287
scene_13_006261,8,"(0, 1)","1,2",0.053120
scene_7_003491,8,"(4, 5)","3,4",0.084748
scene_7_003411,5,"(1, 2)","2,3",0.087868
scene_16_007767,7,"(4, 5)","4,5",0.090320
scene_11_005072,7,"(4, 5)","4,5",0.043941
scene_11_005180,5,"(0, 1)","2,3",0.132925
scene_5_002088,6,"(4, 5)","2,3",0.074206
scene_3_001431,8,"(0, 1)","2,3",0.061268
scene_8_003697,6,"(3, 4)","2,3",0.072908
scene_6_002552,8,"(5, 6)","2,3",0.029300
scene_10_004572,7,"(4, 5)","2,3",0.083421
scene_7_003271,8,"(4, 5)","3,4",0.070406
scene_8_003868,8,"(4, 5)","2,3",0.090083
scene_19_009323,7,"(2, 3)","3,4",0.159157
scene_5_002275,5,"(2, 3)","2,3",0.070217
scene_5_002398,6,"(1, 2)","2,3",0.098441
scene_12_005848,8,"(5, 6)","2,3",0.123664
scene_16_007920,7,"(5, 6)","2,3",0.017221
scene_10_004780,7,"(2, 3)","2,3",0.175872
scene_18_008896,8,"(1, 2)","2,3",0.191258
scene_11_005262,5,"(2, 3)","2,3",0.081007
scene_8_003704,5,"(3, 4)","2,3",0.081369
scene_10_004857,8,"(1, 2)","2,4",0.147228
scene_5_002124,5,"(2, 3)","1,2",0.088740
scene_17_008304,7,"(3, 4)","3,4",0.063632
scene_1_000402,7,"(2, 3)","5,6",0.139966
scene_15_007433,8,"(6, 7)","2,3",0.080428
scene_18_008646,7,"(0, 1)","2,3",0.205777
scene_18_008965,8,"(0, 1)","2,3",0.209436
scene_10_004854,7,"(3, 4)","1,2",0.146317
scene_7_003198,5,"(0, 1)","2,3",0.113908
scene_9_004093,5,"(0, 1)","2,3",0.110857
scene_10_004706,6,"(4, 5)","1,2",0.060113
scene_10_004658,8,"(1, 2)","2,3",0.142391
scene_12_005515,5,"(2, 3)","2,3",0.185306
scene_18_008561,8,"(1, 2)","2,3",0.169524
scene_18_008787,7,"(2, 3)","2,3",0.087478
scene_6_002579,6,"(0, 1)","2,3",0.089048
scene_3_001440,7,"(1, 2)","2,3",0.068671
scene_9_004229,5,"(2, 3)","2,3",0.027046
scene_10_004868,7,"(2, 3)","2,3",0.179320
scene_19_009271,8,"(1, 2)","2,3",0.212738
scene_5_002014,7,"(3, 4)","1,2",0.091678
scene_16_007844,8,"(6, 7)","2,3",0.016498
scene_5_002433,5,"(2, 3)","2,3",0.073550
scene_15_007063,8,"(4, 5)","2,3",0.112774
scene_18_008623,7,"(5, 6)","2,3",0.035124
scene_4_001843,8,"(4, 5)","2,3",0.156749
scene_12_005731,7,"(0, 1)","1,2",0.106376
scene_16_007732,8,"(5, 6)","3,4",0.041017
scene_6_002538,6,"(4, 5)","2,3",0.044021
scene_14_006643,8,"(2, 3)","3,4",0.096395
scene_10_004551,8,"(5, 6)","6,7",0.087476
scene_18_008902,7,"(0, 1)","2,3",0.236901
scene_5_002145,5,"(1, 2)","2,3",0.106706
scene_13_006022,7,"(2, 3)","2,3",0.088700
scene_10_004666,8,"(0, 1)","2,3",0.080151
scene_9_004295,7,"(0, 1)","2,3",0.158237
scene_6_002637,6,"(4, 5)","2,3",0.019845
scene_17_008498,8,"(1, 2)","2,3",0.232266
scene_10_004667,8,"(2, 3)","3,5",0.123209
scene_3_001337,6,"(2, 3)","2,3",0.091966
scene_1_000356,6,"(4, 5)","2,3",0.042297
scene_6_002640,7,"(1, 2)","2,3",0.106248
scene_3_001334,8,"(5, 6)","2,3",0.027072
scene_12_005671,6,"(2, 3)","2,3",0.178995
scene_5_002054,6,"(1, 2)","2,3",0.058081
scene_11_005347,6,"(2, 3)","2,3",0.080497
scene_10_004701,8,"(4, 5)","2,3",0.058998
scene_8_003948,8,"(3, 4)","2,3",0.126537
scene_6_002627,8,"(2, 3)","2,3",0.045121
scene_8_003571,8,"(6, 7)","2,3",0.044778
scene_12_005909,7,"(0, 1)","2,3",0.084066
scene_5_002437,7,"(0, 1)","2,3",0.059520
scene_2_000928,4,"(2, 3)","2,3",0.056146
scene_11_005404,5,"(3, 4)","2,3",0.039244
scene_19_009038,7,"(2, 3)","2,3",0.141042
scene_9_004415,6,"(0, 1)","2,3",0.131733
scene_19_009044,8,"(0, 1)","2,3",0.157639
scene_5_002448,5,"(2, 3)","2,3",0.091400
scene_2_000508,6,"(1, 2)","2,3",0.087234
scene_10_004906,7,"(5, 6)","4,5",0.058461
scene_5_002459,7,"(2, 3)","1,2",0.069267
scene_5_002260,5,"(1, 2)","2,3",0.056391
scene_15_007123,7,"(5, 6)","2,3",0.061966
scene_15_007152,8,"(3, 4)","2,3",0.162758
scene_19_009146,6,"(4, 5)","2,3",0.043013
scene_12_005568,7,"(5, 6)","6,7",0.072064
scene_11_005110,5,"(3, 4)","2,3",0.086112
scene_8_003728,8,"(4, 5)","2,3",0.158223
scene_11_005499,6,"(0, 1)","2,3",0.132722
scene_11_005053,8,"(0, 1)","2,3",0.135180
scene_2_000500,6,"(0, 1)","2,3",0.114135
scene_8_003530,8,"(5, 6)","2,3",0.066086
scene_3_001177,7,"(1, 2)","2,3",0.080525
scene_9_004482,6,"(4, 5)","2,3",0.119583
scene_2_000823,6,"(0, 1)","2,3",0.090809
scene_18_008668,8,"(6, 7)","2,3",0.058376
scene_11_005412,7,"(2, 3)","2,3",0.102808
scene_8_003577,6,"(4, 5)","2,3",0.137865
scene_16_007978,6,"(4, 5)","2,3",0.028218
scene_10_004556,7,"(1, 2)","2,3",0.095906
scene_8_003538,5,"(3, 4)","2,3",0.078306
scene_6_002833,7,"(1, 2)","2,3",0.050287
scene_18_008853,7,"(0, 1)","2,3",0.230138
scene_12_005758,7,"(2, 3)","2,3",0.155647
scene_18_008809,8,"(2, 3)","2,3",0.078084
scene_9_004001,5,"(0, 1)","2,3",0.105609
scene_3_001101,5,"(2, 3)","2,3",0.097345
scene_17_008335,8,"(1, 2)","2,3",0.193405
scene_13_006032,7,"(5, 6)","2,3",0.040829
scene_1_000005,6,"(1, 2)","2,3",0.182063
scene_2_000548,7,"(5, 6)","2,3",0.061470
scene_18_008504,8,"(0, 1)","2,3",0.260022
scene_11_005039,8,"(2, 3)","2,3",0.098446
scene_15_007388,8,"(6, 7)","2,3",0.065771
scene_12_005897,6,"(4, 5)","1,2",0.051722
scene_2_000913,7,"(3, 4)","2,3",0.058107
scene_2_000590,6,"(4, 5)","2,3",0.028051
scene_12_005892,8,"(5, 6)","2,3",0.116212
scene_15_007474,8,"(1, 2)","2,3",0.097245
scene_18_008731,7,"(1, 2)","2,3",0.191542
scene_7_003192,6,"(1, 2)","2,3",0.103074
scene_11_005381,6,"(1, 2)","2,3",0.075579
scene_11_005074,5,"(3, 4)","2,3",0.053911
scene_8_003977,5,"(0, 1)","2,3",0.039118
scene_9_004453,5,"(1, 2)","4,5",0.049989
scene_19_009131,7,"(5, 6)","2,3",0.069406
scene_18_008782,8,"(2, 3)","2,3",0.087174
scene_19_009098,8,"(6, 7)","2,3",0.015560
scene_4_001620,7,"(3, 4)","2,3",0.086294
scene_8_003857,7,"(5, 6)","2,3",0.026964
scene_5_002207,6,"(1, 2)","2,3",0.074251
scene_5_002161,7,"(2, 3)","2,3",0.024580
scene_3_001200,6,"(1, 2)","2,3",0.060412
scene_12_005824,6,"(0, 1)","2,3",0.074918
scene_10_004681,8,"(3, 4)","2,3",0.165694
scene_2_000937,5,"(0, 1)","3,4",0.092934
scene_11_005215,7,"(3, 4)","2,3",0.080169
scene_13_006428,7,"(1, 2)","2,3",0.128090
scene_19_009460,7,"(1, 2)","2,3",0.189557
scene_3_001136,6,"(3, 4)","2,3",0.056198
scene_11_005142,7,"(2, 3)","2,3",0.077368
scene_11_005371,7,"(2, 3)","2,3",0.100110
scene_2_000929,6,"(1, 2)","2,3",0.114073
scene_9_004281,4,"(0, 1)","2,3",0.153088
scene_12_005531,5,"(0, 1)","1,2",0.098333
scene_5_002243,6,"(1, 2)","1,2",0.087142
scene_8_003552,7,"(3, 4)","2,3",0.100691
scene_10_004982,8,"(2, 3)","2,3",0.172133
scene_9_004287,6,"(2, 3)","3,4",0.081647
scene_1_000100,6,"(0, 1)","2,3",0.179922
scene_19_009067,7,"(2, 3)","3,4",0.175334
scene_9_004201,4,"(1, 2)","2,3",0.026140
scene_12_005727,6,"(4, 5)","3,4",0.049641
scene_8_003902,6,"(3, 4)","2,3",0.148736
scene_5_002244,6,"(4, 5)","1,2",0.054214
scene_10_004552,8,"(2, 3)","2,3",0.100985
scene_8_003518,5,"(0, 1)","1,2",0.032292
scene_11_005042,8,"(0, 1)","2,3",0.131157
scene_18_008508,8,"(2, 3)","2,3",0.111513
scene_18_008602,8,"(1, 2)","2,3",0.173565
scene_5_002209,5,"(2, 3)","2,3",0.113895
scene_5_002488,6,"(0, 1)","1,2",0.141734
scene_5_002070,5,"(0, 1)","1,2",0.060964
scene_11_005158,6,"(4, 5)","2,3",0.069448
scene_2_000767,7,"(3, 4)","2,3",0.039844
scene_11_005170,7,"(2, 3)","2,3",0.078773
scene_5_002430,5,"(2, 3)","2,3",0.045515
scene_11_005358,5,"(3, 4)","2,3",0.051826
scene_18_008636,7,"(4, 5)","2,3",0.046109
scene_12_005615,8,"(4, 5)","2,3",0.061502
scene_19_009016,7,"(0, 1)","3,4",0.149550
scene_3_001171,8,"(3, 4)","2,3",0.067785
scene_3_001452,8,"(4, 5)","1,2",0.037344
scene_19_009275,8,"(1, 2)","2,3",0.159072
