scenario,seq_len,ground_truth,answer,lpips
scene_42,7,"(5, 6)","4,5",0.041532
scene_383,5,"(2, 3)","2,3",0.306386
scene_143,8,"(5, 6)","2,3",0.475975
scene_501,8,"(5, 6)","5,6",0.365091
scene_251,7,"(5, 6)","3,4",0.188311
scene_386,4,"(0, 1)","1,2",0.545451
scene_198,5,"(1, 2)","2,3",0.396065
scene_425,5,"(1, 2)","2,3",0.404063
scene_310,8,"(1, 2)","5,6",0.006658
scene_426,4,"(1, 2)","2,3",0.472921
scene_339,8,"(3, 4)","2,3",0.302775
scene_545,6,"(2, 3)","2,3",0.271132
scene_350,5,"(1, 2)","2,3",0.363224
scene_33,7,"(5, 6)","2,3",0.443367
scene_581,4,"(1, 2)","2,3",0.422756
scene_349,5,"(0, 1)","4,5",0.296758
scene_443,5,"(1, 2)","3,4",0.304525
scene_450,5,"(0, 1)","2,3",0.448047
scene_534,5,"(2, 3)","2,3",0.567728
scene_301,5,"(3, 4)","2,3",0.456685
scene_64,5,"(2, 3)","2,3",0.486160
scene_92,4,"(0, 1)","2,3",0.475172
scene_254,5,"(1, 2)","1,2",0.601178
scene_56,6,"(4, 5)","3,4",0.380503
scene_361,5,"(2, 3)","2,3",0.431479
scene_40,7,"(1, 2)","2,3",0.370703
scene_185,6,"(3, 4)","3,4",0.373307
scene_555,4,"(1, 2)","2,3",0.501645
scene_690,5,"(3, 4)","1,2",0.234845
scene_416,8,"(1, 2)","3,4",0.503627
scene_264,8,"(2, 3)","7,8",0.213735
scene_592,5,"(1, 2)","3,4",0.285361
scene_193,4,"(0, 1)","2,3",0.231555
scene_311,4,"(2, 3)","2,3",0.005425
scene_15,5,"(2, 3)","2,3",0.467690
scene_187,6,"(4, 5)","2,3",0.467105
scene_617,4,"(1, 2)","1,2",0.551209
scene_525,7,"(4, 5)","5,6",0.502894
scene_509,7,"(3, 4)","2,3",0.238554
scene_227,4,"(1, 2)","2,3",0.065184
scene_642,4,"(0, 1)","2,3",0.437894
scene_297,8,"(1, 2)","4,5",0.272977
scene_554,4,"(2, 3)","2,3",0.377115
scene_28,8,"(3, 4)","3,4",0.113342
scene_327,4,"(0, 1)","2,3",0.007206
scene_655,5,"(0, 1)","3,4",0.365417
scene_13,7,"(0, 1)","4,5",0.383237
scene_612,4,"(0, 1)","2,3",0.515562
scene_553,8,"(5, 6)","2,3",0.416492
scene_510,5,"(1, 2)","3,4",0.249288
scene_96,8,"(6, 7)","2,3",0.496556
scene_548,4,"(2, 3)","2,3",0.130508
scene_237,4,"(1, 2)","2,3",0.280904
scene_219,4,"(2, 3)","2,3",0.074492
scene_180,4,"(0, 1)","2,3",0.490309
scene_568,4,"(1, 2)","2,3",0.350365
scene_359,8,"(3, 4)","2,3",0.347031
scene_256,6,"(4, 5)","2,3",0.414288
scene_377,5,"(3, 4)","3,4",0.418116
scene_414,6,"(4, 5)","3,4",0.377664
scene_174,5,"(2, 3)","1,2",0.015431
scene_106,4,"(2, 3)","2,3",0.388014
scene_116,4,"(0, 1)","2,3",0.473564
scene_290,6,"(0, 1)","2,3",0.471903
scene_599,5,"(2, 3)","3,4",0.324477
scene_62,5,"(2, 3)","3,4",0.454022
scene_207,7,"(0, 1)","5,6",0.297708
scene_671,6,"(2, 3)","2,3",0.457320
scene_516,6,"(3, 4)","2,3",0.462204
scene_639,7,"(1, 2)","3,4",0.470976
scene_524,8,"(3, 4)","3,4",0.364937
scene_280,4,"(0, 1)","3,4",0.266821
scene_60,6,"(2, 3)","2,3",0.062330
scene_23,7,"(4, 5)","3,4",0.536612
scene_431,7,"(1, 2)","5,6",0.360310
scene_532,5,"(0, 1)","2,3",0.423047
scene_600,7,"(5, 6)","1,2",0.289628
scene_411,8,"(2, 3)","6,7",0.188902
scene_43,5,"(1, 2)","3,4",0.035924
scene_567,5,"(1, 2)","4,5",0.338665
scene_213,5,"(2, 3)","3,4",0.173686
scene_602,6,"(1, 2)","2,3",0.491566
scene_158,4,"(2, 3)","2,3",0.303525
scene_312,8,"(6, 7)","4,5",0.072585
scene_119,8,"(4, 5)","2,3",0.343026
scene_564,6,"(0, 1)","4,5",0.504665
scene_542,7,"(4, 5)","1,2",0.208330
scene_513,7,"(2, 3)","2,3",0.234649
scene_423,8,"(3, 4)","3,4",0.268384
scene_326,5,"(0, 1)","2,3",0.323730
scene_622,8,"(0, 1)","3,4",0.384373
scene_652,5,"(2, 3)","4,5",0.465949
scene_204,4,"(1, 2)","2,3",0.520080
scene_140,4,"(0, 1)","1,2",0.387199
scene_255,4,"(0, 1)","2,3",0.347758
scene_77,7,"(1, 2)","2,3",0.137173
scene_492,6,"(4, 5)","3,4",0.424429
scene_321,4,"(0, 1)","2,3",0.383011
scene_650,4,"(0, 1)","2,3",0.407389
scene_406,4,"(2, 3)","2,3",0.437926
scene_557,8,"(3, 4)","4,5",0.493143
scene_378,8,"(6, 7)","2,3",0.349030
scene_436,5,"(0, 1)","3,4",0.357286
scene_609,5,"(1, 2)","1,2",0.375039
scene_306,4,"(0, 1)","3,4",0.459203
scene_412,7,"(5, 6)","4,5",0.245089
scene_340,7,"(3, 4)","3,4",0.263391
scene_632,8,"(4, 5)","4,5",0.454989
scene_272,8,"(1, 2)","2,3",0.122941
scene_573,7,"(2, 3)","3,4",0.471950
scene_192,6,"(4, 5)","3,4",0.284243
scene_455,8,"(6, 7)","5,6",0.037053
scene_129,5,"(3, 4)","2,3",0.309680
scene_489,4,"(0, 1)","3,4",0.345501
scene_200,7,"(4, 5)","2,3",0.032155
scene_399,5,"(1, 2)","2,3",0.111847
scene_502,8,"(5, 6)","3,4",0.290983
scene_307,4,"(1, 2)","2,3",0.352686
scene_661,6,"(3, 4)","3,4",0.487297
scene_231,4,"(2, 3)","2,3",0.248524
scene_461,5,"(2, 3)","2,3",0.382476
scene_241,5,"(3, 4)","3,4",0.396739
scene_110,6,"(4, 5)","4,5",0.463927
scene_490,5,"(3, 4)","2,3",0.538895
scene_503,6,"(0, 1)","3,4",0.490129
scene_171,7,"(1, 2)","2,3",0.121972
scene_188,8,"(1, 2)","3,4",0.326047
scene_368,6,"(0, 1)","2,3",0.474695
scene_184,5,"(2, 3)","2,3",0.493359
scene_315,5,"(0, 1)","3,4",0.459051
scene_417,8,"(4, 5)","3,4",0.377229
scene_365,7,"(4, 5)","3,4",0.431385
scene_547,5,"(1, 2)","2,3",0.310474
scene_636,8,"(4, 5)","2,3",0.306228
scene_437,6,"(1, 2)","2,3",0.427597
scene_614,6,"(0, 1)","3,4",0.280972
scene_285,5,"(0, 1)","3,4",0.023029
scene_480,8,"(5, 6)","2,3",0.204872
scene_147,7,"(5, 6)","2,3",0.246899
scene_457,6,"(0, 1)","2,3",0.410415
scene_454,8,"(1, 2)","4,5",0.256159
scene_449,6,"(0, 1)","1,2",0.381610
scene_155,6,"(0, 1)","2,3",0.475392
scene_286,5,"(2, 3)","2,3",0.231274
scene_335,6,"(0, 1)","2,3",0.582925
scene_201,5,"(1, 2)","3,4",0.096550
scene_571,5,"(2, 3)","2,3",0.384589
scene_88,6,"(3, 4)","3,4",0.537602
scene_404,7,"(1, 2)","2,3",0.454046
scene_152,8,"(4, 5)","3,4",0.240638
scene_649,4,"(0, 1)","2,3",0.074451
scene_9,8,"(5, 6)","2,3",0.413092
scene_341,4,"(2, 3)","2,3",0.264105
scene_148,4,"(2, 3)","2,3",0.284771
scene_45,6,"(3, 4)","2,3",0.195539
scene_302,4,"(0, 1)","2,3",0.473429
scene_468,6,"(3, 4)","3,4",0.073515
scene_631,5,"(3, 4)","2,3",0.470922
scene_435,6,"(1, 2)","2,3",0.057435
scene_393,8,"(0, 1)","5,6",0.008605
scene_137,7,"(0, 1)","4,5",0.312983
scene_215,4,"(2, 3)","3,4",0.545119
scene_585,5,"(3, 4)","2,3",0.356216
scene_540,5,"(2, 3)","2,3",0.337177
scene_130,6,"(3, 4)","3,4",0.402712
scene_164,6,"(3, 4)","3,4",0.394959
scene_686,6,"(3, 4)","2,3",0.442504
scene_243,5,"(0, 1)","2,3",0.500272
scene_197,6,"(0, 1)","3,4",0.339635
scene_17,6,"(0, 1)","2,3",0.448141
scene_221,4,"(1, 2)","2,3",0.006467
scene_453,5,"(2, 3)","3,5",0.584062
scene_424,4,"(0, 1)","2,3",0.374741
scene_392,7,"(1, 2)","3,4",0.507567
scene_593,6,"(1, 2)","3,4",0.342666
scene_168,8,"(1, 2)","5,6",0.191690
scene_666,6,"(4, 5)","2,3",0.205769
scene_294,6,"(3, 4)","3,4",0.493839
scene_58,8,"(1, 2)","2,3",0.384679
scene_680,5,"(3, 4)","3,4",0.564886
scene_552,6,"(1, 2)","3,4",0.415319
scene_266,5,"(2, 3)","2,3",0.382190
scene_78,5,"(3, 4)","3,4",0.246732
scene_179,7,"(1, 2)","2,3",0.383770
scene_514,7,"(0, 1)","4,5",0.008548
scene_102,8,"(3, 4)","3,4",0.286905
scene_113,8,"(6, 7)","3,4",0.002428
scene_240,5,"(0, 1)","3,4",0.036734
scene_544,4,"(0, 1)","1,2",0.543808
scene_195,6,"(4, 5)","2,3",0.493573
scene_669,7,"(0, 1)","3,4",0.387487
scene_634,8,"(0, 1)","3,4",0.520316
scene_136,5,"(1, 2)","1,2",0.318161
scene_472,5,"(1, 2)","2,3",0.500608
scene_474,4,"(1, 2)","2,3",0.013456
scene_303,4,"(1, 2)","2,3",0.374520
scene_91,8,"(3, 4)","1,2",0.005272
scene_12,5,"(1, 2)","3,4",0.446301
scene_211,6,"(3, 4)","1,2",0.318248
scene_90,6,"(0, 1)","1,2",0.526194
scene_83,5,"(1, 2)","3,4",0.503528
scene_578,6,"(3, 4)","2,3",0.281884
scene_320,8,"(0, 1)","5,6",0.338560
scene_430,8,"(3, 4)","3,4",0.376110
scene_476,8,"(2, 3)","3,4",0.231827
scene_52,4,"(1, 2)","2,3",0.438976
scene_522,5,"(2, 3)","2,3",0.128243
scene_316,5,"(3, 4)","3,4",0.254572
scene_183,5,"(3, 4)","2,3",0.399620
scene_444,4,"(0, 1)","1,3",0.491895
scene_186,8,"(1, 2)","3,4",0.477135
scene_157,5,"(2, 3)","2,3",0.050452
scene_515,4,"(0, 1)","2,3",0.348452
scene_678,6,"(0, 1)","3,4",0.074890
scene_477,6,"(4, 5)","3,4",0.373774
scene_75,4,"(2, 3)","2,3",0.542513
scene_369,8,"(4, 5)","3,4",0.379569
scene_491,4,"(0, 1)","1,2",0.567878
scene_18,7,"(5, 6)","3,4",0.211193
scene_279,6,"(2, 3)","3,4",0.241700
scene_76,6,"(0, 1)","2,3",0.500366
scene_446,4,"(0, 1)","3,4",0.264288
scene_611,4,"(2, 3)","2,3",0.375894
scene_329,6,"(3, 4)","3,4",0.382777
scene_287,4,"(2, 3)","2,3",0.455117
scene_218,7,"(4, 5)","2,3",0.419158
scene_282,7,"(1, 2)","2,3",0.324473
scene_563,6,"(0, 1)","4,5",0.072289
scene_82,5,"(0, 1)","2,3",0.419461
scene_134,6,"(1, 2)","2,3",0.300157
scene_66,8,"(0, 1)","7,8",0.351115
scene_170,5,"(0, 1)","2,3",0.394969
scene_422,7,"(5, 6)","5,6",0.407448
scene_22,8,"(6, 7)","3,4",0.091547
scene_586,6,"(1, 2)","2,3",0.162432
scene_415,7,"(3, 4)","3,4",0.403892
scene_434,5,"(0, 1)","2,3",0.545157
scene_26,6,"(4, 5)","2,3",0.353434
scene_533,8,"(1, 2)","3,4",0.251134
scene_619,6,"(4, 5)","3,4",0.388886
scene_258,4,"(2, 3)","2,3",0.516545
scene_324,4,"(0, 1)","2,3",0.611364
scene_364,6,"(4, 5)","1,2",0.077427
scene_621,4,"(0, 1)","1,2",0.293142
scene_107,7,"(3, 4)","3,4",0.298854
scene_309,6,"(4, 5)","4,5",0.267968
scene_144,7,"(4, 5)","2,3",0.299775
scene_139,8,"(4, 5)","1,2",0.306683
scene_407,5,"(2, 3)","2,3",0.420243
scene_328,8,"(2, 3)","3,4",0.093826
scene_54,6,"(1, 2)","4,5",0.479530
scene_539,6,"(2, 3)","3,4",0.519364
scene_625,5,"(1, 2)","1,2",0.444009
scene_68,6,"(2, 3)","4,5",0.578258
scene_53,7,"(3, 4)","3,4",0.105447
scene_355,6,"(1, 2)","3,4",0.064063
scene_283,4,"(2, 3)","2,3",0.108848
scene_351,4,"(2, 3)","3,4",0.385840
scene_651,4,"(1, 2)","2,3",0.475190
scene_313,6,"(3, 4)","2,3",0.219843
scene_154,7,"(2, 3)","2,3",0.235320
scene_278,6,"(0, 1)","2,3",0.384986
scene_587,4,"(0, 1)","2,3",0.335576
scene_575,7,"(3, 4)","3,4",0.267737
scene_145,8,"(4, 5)","3,4",0.113298
scene_189,4,"(2, 3)","3,4",0.271675
scene_125,8,"(0, 1)","4,5",0.185567
scene_528,8,"(0, 1)","2,3",0.104831
scene_178,7,"(4, 5)","5,6",0.344409
scene_358,4,"(0, 1)","2,3",0.606330
scene_360,6,"(4, 5)","5,6",0.344898
scene_259,4,"(1, 2)","2,3",0.522932
scene_427,8,"(1, 2)","5,6",0.382010
scene_275,6,"(2, 3)","5,6",0.312377
scene_653,5,"(0, 1)","2,3",0.446905
scene_51,6,"(1, 2)","4,5",0.286341
scene_288,5,"(2, 3)","2,3",0.289770
scene_318,6,"(2, 3)","3,4",0.235233
scene_354,7,"(1, 2)","5,6",0.495516
scene_4,4,"(1, 2)","2,3",0.396070
scene_37,6,"(4, 5)","2,3",0.185416
scene_366,5,"(2, 3)","2,3",0.455825
scene_610,6,"(4, 5)","3,4",0.437099
scene_153,8,"(6, 7)","2,3",0.285953
scene_467,4,"(2, 3)","2,3",0.448425
scene_343,5,"(0, 1)","3,4",0.386966
scene_493,6,"(4, 5)","1,2",0.006057
scene_202,6,"(2, 3)","2,3",0.382469
scene_420,4,"(2, 3)","3,4",0.556051
scene_122,7,"(0, 1)","3,4",0.329350
scene_397,5,"(1, 2)","1,2",0.020622
scene_535,5,"(2, 3)","2,3",0.431098
scene_658,4,"(0, 1)","2,3",0.460638
scene_133,8,"(0, 1)","2,3",0.241303
scene_562,4,"(2, 3)","3,4",0.373274
scene_267,7,"(4, 5)","3,4",0.254962
scene_289,5,"(1, 2)","2,3",0.478788
scene_298,6,"(2, 3)","2,3",0.045757
scene_336,6,"(2, 3)","3,4",0.317449
scene_624,7,"(4, 5)","4,5",0.522185
scene_646,7,"(1, 2)","4,5",0.362597
scene_317,7,"(5, 6)","2,3",0.461025
scene_20,8,"(2, 3)","6,7",0.294632
scene_384,7,"(1, 2)","3,4",0.290288
scene_402,8,"(5, 6)","5,6",0.384131
scene_126,8,"(5, 6)","1,2",0.312116
scene_291,4,"(1, 2)","2,3",0.310182
scene_61,5,"(3, 4)","2,3",0.265553
scene_561,7,"(2, 3)","3,4",0.333577
scene_120,6,"(0, 1)","2,3",0.302310
scene_345,4,"(0, 1)","2,3",0.358200
scene_506,5,"(3, 4)","2,3",0.010316
scene_304,4,"(1, 2)","3,4",0.492132
scene_35,6,"(0, 1)","3,4",0.297821
scene_681,6,"(0, 1)","3,4",0.285484
scene_41,4,"(1, 2)","2,3",0.409623
scene_260,7,"(1, 2)","2,3",0.357777
scene_396,8,"(5, 6)","5,6",0.454106
scene_537,5,"(2, 3)","1,2",0.438043
scene_529,6,"(1, 2)","2,3",0.512349
scene_572,6,"(3, 4)","3,4",0.376046
scene_244,5,"(3, 4)","1,2",0.338916
scene_299,8,"(4, 5)","5,6",0.538889
scene_439,7,"(0, 1)","3,4",0.432966
scene_403,8,"(0, 1)","8,9",0.004711
scene_160,6,"(0, 1)","3,4",0.510559
scene_523,6,"(1, 2)","2,3",0.491278
scene_465,6,"(4, 5)","5,6",0.471953
scene_277,5,"(0, 1)","2,3",0.398354
scene_376,7,"(2, 3)","3,4",0.475725
scene_635,4,"(2, 3)","2,3",0.314979
scene_29,6,"(4, 5)","3,4",0.499293
scene_111,8,"(1, 2)","3,4",0.420117
scene_151,5,"(3, 4)","4,5",0.406999
scene_456,4,"(0, 1)","2,3",0.308366
scene_79,6,"(0, 1)","3,4",0.493546
scene_249,4,"(1, 2)","2,3",0.503757
scene_695,4,"(1, 2)","2,3",0.015042
scene_338,5,"(0, 1)","2,3",0.399965
scene_630,5,"(2, 3)","2,3",0.552525
scene_418,6,"(1, 2)","2,3",0.060248
scene_374,7,"(5, 6)","5,6",0.343989
scene_356,8,"(1, 2)","2,3",0.357103
scene_452,4,"(2, 3)","2,3",0.348430
scene_597,4,"(0, 1)","2,3",0.407289
scene_232,4,"(1, 2)","2,3",0.049297
scene_419,4,"(2, 3)","2,3",0.582876
scene_485,8,"(6, 7)","3,4",0.531050
scene_135,8,"(3, 4)","4,5",0.314043
scene_199,8,"(4, 5)","2,3",0.250888
scene_1,4,"(2, 3)","1,2",0.449760
scene_194,4,"(0, 1)","2,3",0.353019
scene_84,7,"(1, 2)","3,4",0.289171
scene_508,7,"(1, 2)","3,4",0.308061
scene_526,6,"(1, 2)","3,4",0.392684
scene_495,5,"(3, 4)","3,4",0.396520
scene_538,4,"(0, 1)","3,4",0.126858
scene_496,5,"(1, 2)","2,3",0.480612
scene_482,7,"(5, 6)","1,2",0.435338
scene_85,8,"(2, 3)","2,3",0.014641
scene_499,5,"(3, 4)","3,4",0.426140
scene_385,6,"(1, 2)","3,4",0.413461
scene_47,6,"(2, 3)","3,4",0.303660
scene_672,8,"(1, 2)","4,5",0.277424
scene_428,8,"(6, 7)","4,5",0.231778
scene_494,6,"(0, 1)","2,3",0.312489
scene_333,6,"(3, 4)","3,4",0.309998
scene_693,7,"(0, 1)","2,3",0.110678
scene_466,5,"(3, 4)","2,3",0.402830
scene_692,4,"(0, 1)","2,3",0.436988
scene_590,8,"(1, 2)","6,7",0.015666
scene_460,4,"(1, 2)","1,3",0.399674
scene_483,5,"(2, 3)","2,3",0.006921
scene_226,8,"(2, 3)","3,4",0.457953
scene_38,5,"(1, 2)","2,3",0.318111
scene_447,4,"(0, 1)","1,2",0.101181
scene_458,5,"(0, 1)","3,4",0.006096
scene_236,4,"(2, 3)","1,2",0.425229
scene_498,4,"(0, 1)","2,3",0.543258
scene_583,6,"(3, 4)","2,3",0.522907
scene_475,4,"(1, 2)","2,3",0.442703
scene_638,5,"(2, 3)","2,3",0.612521
scene_229,8,"(6, 7)","3,4",0.250738
scene_606,5,"(0, 1)","2,3",0.359631
scene_481,5,"(2, 3)","3,4",0.379530
scene_98,5,"(2, 3)","2,3",0.527810
scene_647,5,"(3, 4)","2,3",0.004887
scene_55,8,"(5, 6)","3,4",0.367007
scene_441,5,"(2, 3)","2,3",0.371856
scene_409,4,"(0, 1)","2,3",0.523924
scene_173,8,"(0, 1)","2,3",0.207227
scene_372,5,"(2, 3)","2,3",0.053675
scene_206,5,"(1, 2)","4,5",0.003922
scene_31,7,"(4, 5)","2,3",0.188413
scene_50,5,"(2, 3)","3,4",0.449727
scene_330,6,"(0, 1)","4,5",0.596831
scene_334,6,"(0, 1)","2,3",0.413762
scene_659,4,"(2, 3)","2,3",0.406834
scene_676,6,"(3, 4)","3,4",0.373872
scene_628,5,"(2, 3)","3,4",0.423121
scene_442,7,"(5, 6)","5,6",0.493579
scene_239,5,"(2, 3)","2,3",0.100020
scene_210,5,"(3, 4)","3,4",0.467269
scene_527,5,"(0, 1)","3,4",0.449532
scene_181,4,"(1, 2)","2,3",0.459480
scene_660,7,"(4, 5)","1,2",0.165898
scene_337,5,"(1, 2)","2,3",0.335057
scene_49,7,"(2, 3)","3,4",0.336209
scene_582,7,"(0, 1)","3,4",0.324452
scene_97,6,"(3, 4)","3,4",0.410421
scene_208,7,"(0, 1)","4,5",0.044473
scene_413,6,"(4, 5)","3,4",0.312597
scene_487,6,"(4, 5)","2,3",0.510236
scene_401,6,"(1, 2)","3,4",0.096846
scene_124,4,"(1, 2)","1,3",0.427337
scene_242,6,"(3, 4)","4,5",0.566359
scene_295,4,"(0, 1)","2,3",0.364086
scene_292,4,"(2, 3)","3,4",0.445565
scene_451,6,"(2, 3)","1,2",0.359092
scene_478,6,"(4, 5)","2,3",0.415646
scene_588,5,"(2, 3)","2,3",0.295227
scene_605,8,"(5, 6)","2,3",0.375457
scene_615,8,"(6, 7)","4,5",0.487732
scene_109,7,"(0, 1)","2,3",0.373708
scene_248,4,"(2, 3)","3,4",0.458971
scene_342,5,"(2, 3)","2,3",0.222927
scene_595,4,"(2, 3)","2,3",0.345029
scene_121,4,"(1, 2)","1,3",0.301462
scene_263,8,"(5, 6)","5,6",0.323929
scene_36,5,"(3, 4)","3,4",0.457403
scene_530,4,"(1, 2)","3,4",0.449297
scene_440,8,"(3, 4)","5,6",0.377734
scene_16,5,"(2, 3)","3,4",0.369471
scene_463,4,"(2, 3)","2,3",0.472906
scene_34,6,"(1, 2)","2,3",0.375053
scene_569,7,"(1, 2)","2,3",0.472984
scene_682,5,"(3, 4)","3,4",0.427279
scene_608,6,"(3, 4)","4,5",0.442296
scene_362,6,"(1, 2)","2,3",0.074441
scene_72,6,"(4, 5)","3,4",0.519361
scene_7,6,"(4, 5)","4,5",0.133763
scene_670,4,"(1, 2)","2,3",0.304099
scene_235,4,"(1, 2)","2,3",0.252989
scene_21,4,"(2, 3)","2,3",0.608029
scene_346,6,"(0, 1)","3,4",0.446707
scene_577,7,"(2, 3)","2,3",0.492265
scene_230,6,"(2, 3)","2,3",0.325981
scene_253,4,"(0, 1)","2,3",0.434303
scene_123,4,"(1, 2)","2,3",0.417406
scene_462,5,"(2, 3)","2,3",0.379904
scene_448,6,"(3, 4)","2,3",0.372084
scene_550,5,"(3, 4)","4,5",0.270570
scene_589,7,"(3, 4)","3,4",0.530535
scene_319,4,"(2, 3)","1,2",0.035596
scene_205,7,"(1, 2)","3,4",0.359932
scene_685,7,"(4, 5)","2,3",0.193067
scene_433,8,"(3, 4)","6,7",0.037072
scene_596,7,"(5, 6)","2,3",0.281291
scene_169,8,"(1, 2)","2,3",0.366544
scene_486,5,"(0, 1)","2,3",0.290361
scene_131,6,"(2, 3)","3,4",0.445588
scene_128,6,"(4, 5)","1,2",0.435250
scene_70,5,"(2, 3)","1,2",0.345732
scene_497,5,"(0, 1)","2,3",0.362008
scene_87,6,"(1, 2)","1,2",0.334277
scene_645,7,"(5, 6)","3,4",0.068776
scene_246,6,"(2, 3)","3,4",0.468241
scene_59,8,"(1, 2)","3,4",0.279380
scene_245,7,"(1, 2)","3,4",0.599783
scene_314,8,"(1, 2)","3,4",0.391790
scene_371,7,"(0, 1)","4,5",0.305762
scene_644,6,"(0, 1)","2,3",0.480596
scene_19,6,"(1, 2)","2,3",0.379677
scene_500,6,"(3, 4)","3,4",0.369367
scene_331,8,"(4, 5)","3,4",0.262843
scene_0,8,"(6, 7)","2,3",0.234489
scene_543,8,"(6, 7)","4,5",0.338709
scene_165,8,"(0, 1)","4,5",0.373369
scene_382,8,"(3, 4)","3,4",0.467149
scene_668,8,"(3, 4)","3,4",0.346690
scene_674,8,"(5, 6)","5,6",0.405004
scene_556,5,"(1, 2)","1,2",0.508120
scene_305,4,"(2, 3)","2,3",0.471218
scene_108,8,"(5, 6)","5,6",0.236347
scene_519,7,"(3, 4)","3,4",0.345244
scene_182,8,"(3, 4)","2,3",0.388468
scene_512,5,"(3, 4)","2,3",0.330810
scene_640,7,"(1, 2)","4,5",0.014987
scene_3,8,"(1, 2)","2,3",0.351291
scene_629,6,"(0, 1)","3,4",0.327528
scene_161,4,"(0, 1)","1,2",0.082367
scene_445,4,"(1, 2)","2,3",0.429755
scene_643,6,"(1, 2)","3,4",0.392492
scene_694,6,"(1, 2)","2,3",0.364676
scene_663,8,"(6, 7)","1,2",0.111706
scene_623,5,"(3, 4)","1,2",0.274535
scene_648,5,"(0, 1)","3,4",0.274341
scene_117,4,"(2, 3)","3,4",0.419781
scene_11,8,"(1, 2)","1,2",0.174383
scene_566,6,"(0, 1)","3,4",0.338457
scene_257,6,"(3, 4)","3,4",0.491924
scene_541,7,"(1, 2)","3,4",0.388413
scene_479,5,"(3, 4)","2,3",0.035893
scene_390,5,"(2, 3)","2,4",0.521607
scene_394,8,"(6, 7)","2,3",0.127479
scene_65,6,"(3, 4)","2,3",0.463676
scene_664,8,"(4, 5)","1,2",0.321462
scene_673,5,"(3, 4)","2,3",0.202575
scene_156,5,"(3, 4)","2,3",0.007998
