scenario,seq_len,ground_truth,answer,lpips
scene_04_85,4,True,yes,0.641757
scene_01_170,5,False,yes,0.700898
scene_01_168,5,False,yes,0.636826
scene_17_14,4,False,yes,0.425305
scene_07_16,4,False,yes,0.477587
scene_01_147,5,True,yes,0.643393
scene_02_33,5,True,yes,0.148222
scene_02_93,5,False,yes,0.226142
scene_17_134,4,False,yes,0.121772
scene_17_150,4,False,yes,0.435794
scene_01_07,5,True,yes,0.653795
scene_17_70,4,False,yes,0.616324
scene_03_08,4,False,yes,0.591020
scene_06_49,5,True,yes,0.321803
scene_18_65,5,False,no,0.602602
scene_10_24,4,True,yes,0.663438
scene_17_43,5,False,yes,0.239629
scene_01_79,4,True,yes,0.090581
scene_03_67,4,False,yes,0.690367
scene_14_06,4,False,no,0.605641
scene_01_97,4,False,yes,0.600009
scene_06_57,5,True,yes,0.661306
scene_09_03,5,True,yes,0.254453
scene_07_31,4,False,yes,0.688968
scene_02_83,5,True,yes,0.727065
scene_26_125,4,True,yes,0.549746
scene_01_26,5,True,yes,0.254061
scene_05_33,4,True,yes,0.670794
scene_01_85,5,True,yes,0.682365
scene_05_32,4,True,yes,0.595853
scene_14_75,5,False,yes,0.092824
scene_10_11,5,True,yes,0.819166
scene_01_01,4,False,yes,0.670938
scene_18_68,5,False,yes,0.607787
scene_14_01,5,True,yes,0.775089
scene_26_47,5,True,no,0.141534
scene_02_81,5,False,yes,0.478488
scene_26_04,4,False,yes,0.520229
scene_17_74,4,False,yes,0.623145
scene_17_115,4,True,yes,0.584738
scene_17_166,4,True,yes,0.131375
scene_09_67,5,True,yes,0.464383
scene_14_84,5,True,yes,0.238567
scene_10_12,5,False,yes,0.472891
scene_01_29,5,True,yes,0.630206
scene_09_20,5,False,yes,0.674931
scene_13_25,5,False,yes,0.188971
scene_01_04,4,True,yes,0.810603
scene_06_04,5,False,yes,0.351262
scene_02_47,5,False,yes,0.610439
scene_22_14,5,True,yes,0.629761
scene_26_24,4,True,yes,0.491019
scene_13_12,4,False,yes,0.504267
scene_03_71,4,True,yes,0.660669
scene_18_54,4,False,yes,0.644491
scene_17_153,4,False,yes,0.562532
scene_06_47,4,True,yes,0.653137
scene_04_19,4,True,no,0.765781
scene_26_03,4,True,yes,0.246921
scene_10_21,5,True,yes,0.294264
scene_18_23,4,False,yes,0.582609
scene_07_17,4,False,yes,0.451774
scene_01_75,5,False,yes,0.285728
scene_17_33,4,True,yes,0.617132
scene_26_91,4,True,yes,0.586412
scene_18_71,5,False,yes,0.532498
scene_18_36,5,False,yes,0.427244
scene_05_25,5,False,yes,0.650838
scene_05_52,4,False,yes,0.255433
scene_22_09,4,True,yes,0.425106
scene_02_13,5,False,yes,0.577887
scene_03_48,5,True,yes,0.600658
scene_04_119,4,False,yes,0.682005
scene_14_70,5,False,yes,0.678051
scene_04_20,4,False,yes,0.715005
scene_06_31,5,True,yes,0.668777
scene_09_63,5,False,yes,0.671388
scene_17_68,4,False,yes,0.591951
scene_05_75,5,False,yes,0.244472
scene_06_10,5,True,yes,0.691498
scene_09_59,5,False,yes,0.289803
scene_22_01,4,True,yes,0.615174
scene_18_40,5,False,yes,0.785285
scene_02_53,4,False,yes,0.653505
scene_17_77,4,True,yes,0.625880
scene_26_44,5,True,yes,0.211206
scene_07_32,4,False,yes,0.647431
scene_17_04,4,True,yes,0.694906
scene_14_65,5,True,yes,0.054762
scene_26_27,5,True,yes,0.216587
scene_05_31,5,True,yes,0.680182
scene_07_37,4,False,no,0.164868
scene_17_152,5,False,yes,0.297309
scene_02_96,5,True,yes,0.635261
scene_22_16,5,False,yes,0.545093
scene_14_63,4,False,yes,0.688295
scene_06_26,5,True,yes,0.363717
scene_17_12,4,True,yes,0.422454
scene_14_86,5,True,yes,0.312366
scene_02_101,5,True,yes,0.636168
scene_17_170,4,True,yes,0.558369
scene_02_55,5,True,yes,0.226314
scene_10_35,4,True,yes,0.396227
scene_07_22,4,True,yes,0.790462
scene_26_53,5,False,yes,0.639033
scene_04_60,4,True,yes,0.611035
scene_01_28,5,False,yes,0.797582
scene_07_36,4,False,yes,0.829352
scene_26_122,4,False,yes,0.235432
scene_05_77,5,True,yes,0.258194
scene_18_12,4,True,yes,0.414845
scene_17_104,4,False,yes,0.578080
scene_17_97,4,False,yes,0.567481
scene_26_83,5,False,yes,0.601894
scene_03_26,4,True,yes,0.244295
scene_01_55,5,False,yes,0.389955
scene_05_73,5,False,yes,0.751275
scene_04_18,4,True,yes,0.625602
scene_09_09,5,True,yes,0.605489
scene_09_52,5,True,yes,0.132790
scene_03_11,4,False,yes,0.608984
scene_09_39,5,False,yes,0.662536
scene_14_85,5,False,yes,0.104063
scene_22_48,4,True,yes,0.701892
scene_22_23,4,False,yes,0.501959
scene_02_01,5,True,yes,0.640450
scene_26_45,4,True,yes,0.071993
scene_18_69,5,False,yes,0.520291
scene_06_29,5,True,yes,0.598625
scene_04_54,4,True,no,0.638602
scene_01_185,4,False,yes,0.641365
scene_01_47,5,False,no,0.666605
scene_04_02,4,False,yes,0.331264
scene_09_26,5,False,yes,0.359903
scene_06_40,5,False,yes,0.118795
scene_18_35,5,True,yes,0.431765
scene_01_76,5,True,yes,0.704637
scene_09_73,4,False,no,0.685371
scene_02_46,5,True,no,0.682596
scene_18_08,5,True,yes,0.748364
scene_17_10,4,True,yes,0.554548
scene_01_172,5,False,yes,0.735435
scene_05_70,5,False,yes,0.144141
scene_07_84,4,True,yes,0.455685
scene_09_13,4,False,yes,0.709343
scene_01_95,4,False,yes,0.544680
scene_09_74,4,True,yes,0.705052
scene_26_49,5,True,yes,0.329247
scene_26_75,5,False,yes,0.566313
scene_07_71,4,False,yes,0.524355
scene_04_22,4,False,yes,0.655068
scene_02_95,5,False,yes,0.202773
scene_26_107,4,True,yes,0.299441
scene_07_81,4,False,yes,0.405787
scene_26_56,5,True,yes,0.428839
scene_03_02,4,False,yes,0.187810
scene_01_05,5,True,yes,0.622212
scene_06_06,4,False,yes,0.647955
scene_22_27,4,False,yes,0.712617
scene_14_74,5,False,yes,0.674106
scene_04_35,5,False,yes,0.798470
scene_14_03,4,False,yes,0.070842
scene_26_70,5,False,no,0.601644
scene_04_117,4,False,yes,0.619126
scene_18_66,5,False,yes,0.742410
scene_01_145,5,False,yes,0.655324
scene_26_101,4,False,yes,0.619320
scene_17_21,5,False,yes,0.680041
scene_04_69,4,False,yes,0.627106
scene_04_27,4,False,yes,0.610750
scene_01_88,5,True,yes,0.356553
scene_01_149,5,False,yes,0.465238
scene_01_153,4,False,yes,0.730893
scene_14_16,5,True,yes,0.448029
scene_22_31,5,False,yes,0.664783
scene_01_84,5,True,yes,0.602896
scene_18_20,5,False,yes,0.553226
scene_02_04,5,True,yes,0.372043
scene_02_65,5,True,no,0.667408
scene_04_47,4,True,yes,0.708057
scene_05_13,5,True,yes,0.814629
scene_06_02,5,False,no,0.601428
scene_01_143,5,True,yes,0.563031
scene_02_15,5,True,yes,0.665303
scene_26_63,4,True,yes,0.675781
