scenario,seq_len,ground_truth,answer
scene_193,4,0,120213478304022529838704737861393267
scene_311,4,2,100021152914241231113203215275612
scene_15,5,2,123210001200030005628000000000000
scene_187,6,5,051236211280480001159735614563915306
scene_617,4,1,12021154541202115442727154927747827
scene_525,7,4,5210171047470070110233702067001013
scene_509,7,4,120245413047332454015837115948100917
scene_227,4,0,1101101110111011101001001100101010
scene_642,4,3,1771292115753858433911918479073790
scene_297,8,4,1101487212203307849460878119419487134
scene_554,4,1,1101201010062010130310110100709271040380
scene_28,8,5,1190404078248105360796241543329097
scene_327,4,1,120212139417051526083266176114048300
scene_655,5,3,11011011101101110110111011111000011
scene_13,7,5,1101101001101010101010101010101010
scene_612,4,3,12013737933023115697232123199317632
scene_553,8,4,12022501129340945110828802501007545074
scene_510,5,3,11013080132059120201614388091128027
scene_96,8,7,2019120318690621325000000000000012037
scene_548,4,3,500030003000700050003000810000000
scene_237,4,1,100011913697283989774770300876538
scene_219,4,1,120224312111229322112109351321307712
scene_180,4,2,1201332465119220224737005348415296994134
scene_568,4,2,34567777777777777777777777777777
scene_359,8,5,11949950500274105475099430124604354924
scene_256,6,0,110112320412044310814587720101802126
scene_377,5,4,1201189319811011981803157918011010
scene_414,6,0,100063996463123781804346219873727095
scene_174,5,2,3100937517386206148233241619528108648177
scene_106,4,0,12013197546214310737196471431837318918
scene_116,4,2,1102251713397926903794354683912837
scene_290,6,4,1202144063626501906886808789847812148
scene_599,5,2,2108504147352108504147352108504147352108504147
scene_62,5,2,12134103511491564631186954213229
scene_207,7,5,110210196522112991197357067650558965
scene_671,6,5,116503782978615471905103268376587
scene_516,6,4,313729854010708151694740704140361969
scene_639,7,3,2101111110013111111111111100101111
scene_524,8,2,1101101111010101101010101101010110101
scene_280,4,3,120218031026580072140671663144858
scene_60,6,4,120264992183123321192205930515080161179
scene_23,7,3,12021933611233245769045223559061411
scene_431,7,2,1123809667894825237396446131123983062
scene_532,5,4,11992655440233142603173193499028957955
scene_600,7,3,1101101011011101101110111011100000111
scene_411,8,5,1235904072476847842768273650177749635
scene_43,5,1,100011101010010112111010111111010001
scene_567,5,0,10002391457011805496546359472858934
scene_213,5,3,1288089882934517515837928875497730278
scene_602,6,5,42563562201311714531469345414632045
scene_158,4,3,1101101000101100001011001101011011011
scene_312,8,2,1202160960906432000411018426671339
scene_119,8,2,115639847875939740042258026642777279
scene_564,6,4,1234123419112312131122413143235123
scene_542,7,3,110110101101011011010111001101101010
scene_513,7,3,019890610389110112358215224625342687
scene_423,8,7,1201931112141216167171982003321314
scene_326,5,2,11011011110011101010111011111110
scene_622,8,4,6251322132128581574160710535262150115
scene_652,5,2,537032453637807767210819105465010629
scene_204,4,1,100021373359109063547271239074790742
scene_140,4,3,101207525611011025071765102894075
scene_255,4,1,1123604280992168488066795066170311
scene_77,7,3,112320412022240203012017023912301213
scene_492,6,0,3071326466810500007376619413653965
scene_321,4,0,42852865211091163886268795194172138407
scene_650,4,0,110110399303830272110694011998291140
scene_406,4,2,103125059539912017293161231206192393
scene_557,8,6,1102646280263379274609145290610418
scene_378,8,7,10005385427031402183951134248633
scene_436,5,3,120111011010010001101101100110110100
scene_609,5,3,315912489541305010071982167904512
scene_306,4,3,110212101111111111111111111111010
scene_412,7,0,110127519693690000040643566677863660
scene_340,7,2,10006613521142678168094667731491128
scene_632,8,5,0233401031731261296919473021021060213810
scene_272,8,4,120188389120342703777951085531463508
scene_573,7,2,41059010753863185336632503210004710
scene_192,6,3,1202179944552563884171126279705155125
scene_455,8,5,11921940904967337405498712870132300
scene_129,5,0,1202105615469342402010827235327938330
scene_489,4,1,112434567784690123456790123456790
scene_200,7,5,110110710201102112011031031010110220012102
scene_399,5,3,100011110101010011001010011011011010
scene_502,8,5,210770676986385365929773861071989434
scene_307,4,2,21001206398211833283811328116913103
scene_661,6,3,11026484508680479977014634346203940
scene_231,4,1,1198631131206551403797345122163955284
scene_461,5,4,015535497296312538318989338206238567430
scene_241,5,4,110110111011001101110001011001110000
scene_110,6,2,11010001110010001101000110100010101000
scene_490,5,2,2117111957894207528161694517391780
scene_503,6,0,110110111001101011001101101111010010111
scene_171,7,6,1101101010011111101101000011110001001
scene_188,8,6,3117103543303671468812314278687675255
scene_368,6,5,12021982179752043371241481219843330512486
scene_184,5,1,11011091311299110210113411299110110110210
scene_315,5,3,33702939503948003225699609692928839
scene_417,8,5,861039135233453738161065182681157248
scene_365,7,6,20389270219488299319849252780912157
scene_547,5,2,11018426479151314368212721359570
scene_636,8,3,1000119989961474974723487247738081712
scene_437,6,4,120281792110988469818901127933348201
scene_614,6,0,1605783239375979697077031071962842213299
scene_285,5,3,41242126676934219856765936732658893704
scene_480,8,4,11011228000000000000000000000000
scene_147,7,4,0101121123541354102667388211289945550
scene_457,6,0,31253986029854914484633085473936293
scene_454,8,3,023547292663642230003324193522331195
scene_449,6,5,11941537543904244709178995379870837817830
scene_155,6,3,11012011010110111011101001101001010101
scene_286,5,0,1202253825110314227522271374134911
scene_335,6,3,1202135142814585206222969725761266834
scene_201,5,2,20004257982663507402849860609118910
scene_571,5,4,1202642376821985165902368236048845
scene_88,6,3,1126783353128382926412015051234542107
scene_404,7,2,1201896726394918744854913234852614
scene_152,8,4,110130927022049101703105297569389114
scene_649,4,1,3183115640155262397389857690453500743
scene_9,8,1,1202199061107139365586100499871069999
scene_341,4,1,11284142881852183469162552051051432
scene_148,4,2,110112348727422792706553912348760
scene_45,6,1,5100202099253954122239963959475760497
scene_302,4,2,11011131522343110745833162118119539254
scene_468,6,0,110110110110001100101100101101101001
scene_631,5,0,1101101011011010101110111000111111110
scene_435,6,4,129831415119883640315093845253680
scene_393,8,7,12021260992440101105041272051040713014
scene_137,7,3,1757767537831965038663688467837459
scene_215,4,1,1201948675369120194867536912019486
scene_585,5,2,1101101011110000001310011011110000
scene_540,5,0,1202259546731216534161076016607138194
scene_130,6,0,11270001000111111100111100110110011
scene_164,6,1,112746951794143521283356146204996487
scene_686,6,1,11011010111011001000000011110011001
scene_243,5,4,1101123331313066131306620871811213130
scene_197,6,4,1102113571152552443512338294882738539
scene_17,6,3,2252278967385864325987613348170976
scene_221,4,0,1202241478492779405213031690573144687
scene_453,5,1,1101101010111101001100111111000000
scene_424,4,2,11921528773345781496396654495710224
scene_392,7,1,10001191105115177210061507404341177108
scene_593,6,4,1101101101101101101101101101101011101101101
scene_168,8,0,110110560010801007026808163601981814
scene_666,6,5,120220772227698281108202210020596574
scene_294,6,2,1101101001001000110110111011101110
scene_58,8,4,11281128118709712312812112327096612893
scene_680,5,3,1256214611188464031195460017335075
scene_552,6,0,868629082222196676804879644168411
scene_266,5,1,110130348712145908554830378205698723
scene_78,5,1,11011010101101010010110111101010100010
scene_179,7,1,1199885130182212784143802678418516920
scene_514,7,4,1101101001110100010011000100100100010101
scene_102,8,1,11011217741123086123012910711111210
scene_113,8,7,112330923212380130621301211231312312312
scene_240,5,0,1202102906171470011281010110101010110
scene_544,4,0,310846278338739031054479468105457523
scene_195,6,4,315826902400811283021161359561309034
scene_669,7,2,1101101111110011111101111111000010
scene_634,8,7,110100011100011110010011001000001101110
scene_136,5,3,12002123744251020310149375101614019
scene_472,5,2,112320453437087085636122230679050
scene_474,4,3,110112921177133731325587573501724418
scene_303,4,2,31004001000110010100101010100110010
scene_91,8,1,100031052380781103258926993092116306
scene_12,5,2,1293710410948175531123317805538823
scene_211,6,4,11012435882177892299557252369208535
scene_90,6,0,315424935941303061583060433253103101195
scene_83,5,3,1101126723678545337329273850154315608
scene_578,6,1,120148978750974386598868074324237988
scene_320,8,7,1000211575184589783312364648739199
scene_430,8,3,110220202229057972395641911817897310
scene_476,8,4,11011111110111110111110111111111000
scene_52,4,3,12022010462106353484472104667221442995
scene_522,5,0,1101123141566261252219926635431206398175
scene_316,5,3,12011311211111111111111111121111
scene_183,5,3,1000980100091680600022009001101001010010
scene_444,4,3,1101101011101100110111101101000110110
scene_186,8,2,67229822603290447734237083688927796
scene_157,5,4,1128419482534266479899066564583267
scene_515,4,0,84652194379438426124916886309571528
scene_678,6,4,1123904843907763324623994931992147
scene_477,6,5,217860717812181891218121718021817180
scene_75,4,3,1202102408441914885207822145234110
scene_369,8,6,1101807503139209215212994815079578
scene_491,4,3,310121403154942760973188972582586780
scene_18,7,0,110130761671420311110767432548221900112
scene_279,6,5,310416727701259723372561066554391775
scene_76,6,0,39992101301051334000000000135770256
scene_446,4,0,1000110110111100011001001001101101101
scene_611,4,1,21032053321412314462135789227812021077
scene_329,6,3,1101101101101011011010110111000110110100
scene_287,4,3,100061108051410746240020020200000400000
scene_218,7,6,120217882437832033924791844874989
scene_282,7,2,110111777711913064767570753030072676
scene_563,6,4,1123107679076100031812021409565922913
scene_82,5,2,1101101011110101000110110110111011010
scene_134,6,5,11011011110110100111011010111001010010
scene_66,8,1,1101101011011011010101101001010101010
scene_170,5,1,1202114901354929514100062981096202312
scene_422,7,0,030810042889678567051145237033870813
scene_22,8,0,1118354970135906678339787119137320
scene_586,6,2,300023992343124390302439923040594200
scene_415,7,1,120210511210245073121301570714122184
scene_434,5,4,1199731575131198425340319515802721956
scene_26,6,1,1721500007069375389289397234021051016
scene_533,8,3,310220411021199173110825274031432027
scene_619,6,1,11179031304889673152140560249830638
scene_258,4,2,1202172862123535119124412040115589
scene_324,4,3,112856511101011010110011011000101202
scene_364,6,5,3000233122967804119569641495005426
scene_621,4,0,91329807112000000007200260101620000021
scene_107,7,5,120215012388024021102132413441091377
scene_309,6,5,10001123401231188101201038308372618
scene_144,7,6,121741151135411210408373411815548305
scene_139,8,6,10001202102203204205206207208209211222532
scene_407,5,0,112894078132500110213128864166634
scene_328,8,5,1784511513669465621245591007159047
scene_54,6,5,312120288130621039205906735433293
scene_539,6,5,11011011000100011011011100111010001
scene_625,5,0,110110101101010110101011011101010110
scene_68,6,4,11011211539127319349320624746756547
scene_53,7,1,11011267201001101100010102102105110010
scene_355,6,4,1101202605398933310775355391073193523
scene_283,4,3,120299810829377991943209191619793029899
scene_351,4,2,1976917618000513388919286644277790175
scene_651,4,1,11071254782695040005147751000007761535
scene_313,6,4,1
scene_154,7,6,1000513039669542807545323772984735
scene_278,6,2,110132310728754415270688283140217208
scene_587,4,0,02023078259195060739612712151850212610
scene_575,7,6,1101101100101010011010101001101000
scene_145,8,1,42187275559530539654839491665820945
scene_189,4,0,1101303915329822258178739146025230
scene_125,8,5,120216266929863712356208764811739103
scene_528,8,6,120193021341579468745119917410808718
scene_178,7,0,11231521108702421218811285115032212724
scene_358,4,3,2169095256700729197021582371710546139
scene_360,6,4,120171101972728543421221025150313727
scene_259,4,2,10109010112248140123014014013413914014
scene_427,8,1,1101101110110000011111000101010000100
scene_275,6,0,120225346064711094884693454422715787
scene_653,5,0,110120308459048336501020625004738775
scene_51,6,3,280010270000300000007963010499218894000
scene_288,5,4,110120110220101102190011021010210301310
scene_318,6,0,10007159807812390015311290205678
scene_354,7,1,100039067081101971190907110880934770
scene_4,4,1,316036843952802410966982618169092
scene_37,6,0,1123104021191369541201040221001123
scene_366,5,0,1000101011010011110110101001001110011
scene_610,6,1,434239515999923336965523361967551018
scene_153,8,7,1202209364267428578367215353507433
scene_467,4,0,11231641365313976000907132447511231202
scene_343,5,1,112854416230504329855836307646818609
scene_493,6,4,1000101011010101100111011011110010
scene_202,6,4,1202121899852222364071189883987587
scene_420,4,2,1201213438353245800366878438922350544
scene_122,7,6,152107870638135050008524936020408449
scene_397,5,1,11090679427711437313243924501535496
scene_535,5,4,8954006718123000202958017391106016810
scene_658,4,0,011312112427112208111213062061112378144
scene_133,8,5,110112000000101010741102003020001120
scene_562,4,1,100010001111100110100010011011110100011
scene_267,7,1,11016314397578118412120177232226055
scene_289,5,4,1102803132492134351128757092154766765
scene_298,6,3,1155152217488721561115929471578132612
scene_336,6,4,1102654441072200466850100010914261210
scene_624,7,3,192132111515090908724593921404816429
scene_646,7,4,1101121284310211051141111022141011104
scene_317,7,3,1269802858521333100094629991411987857
scene_20,8,7,110110110101011010011021010110110111101
scene_384,7,3,1101801160338661612212016223409431849
scene_402,8,7,1202250110130120410280310910120110110310714
scene_126,8,1,120280311290625793799745162146434974
scene_291,4,1,100029052703021209530000940928052049
scene_61,5,4,142603933940004758934235947931539
scene_561,7,3,110311113120220101101111010112011201
scene_120,6,5,1123153680341171740602025853863614
scene_345,4,3,826823847552342368183828516391862801
scene_506,5,2,11881429444525937854634859711481168
scene_304,4,3,12756960821994305904128965956391283477
scene_35,6,3,5403359428067684280335705150559045987
scene_681,6,1,1000111220001202102020300102503003
scene_41,4,0,1101101101001101101101101101101101101101101
scene_260,7,0,11011071293801123117745073003252741809
scene_396,8,5,112854781695345206392168102404723060
scene_537,5,4,110110111011010110010001101101011101
scene_529,6,5,1202106125941101256210514414211168892
scene_572,6,2,110110110101101101101011011010110110101101
scene_244,5,0,02622570115585843789275527533718459779
scene_299,8,7,112232967749677796878270093734928260
scene_439,7,6,110112345678910111213141516171819202
scene_403,8,1,345678901234589804927364123412243136
scene_160,6,4,100011010110100001101000110110110111000
scene_523,6,4,120280903421631082112490305075190849
scene_465,6,1,1101121118100111000211010111110111000
scene_277,5,2,110130124301502230232402361251342402412
scene_376,7,1,106782101066696312611516931279810
scene_635,4,3,10001000100010001000100010001000
scene_29,6,5,12011190234541123105373154816661653
scene_111,8,3,5496665733770869828818297827817145078
scene_151,5,3,1101101101101101101101101101101101101101101101
scene_456,4,2,11233976781100941084748942016819852
scene_79,6,0,110110636912908529592438990352450199
scene_249,4,0,310112142903054153612876761125944
scene_695,4,2,110119771581789987468786817172078
scene_338,5,4,1110110101000110000111111110110110110
scene_630,5,2,41131332431028114911974616428546513
scene_418,6,2,1128119879471037964721341523507816
scene_374,7,2,1202106543303340744036735326965716
scene_356,8,4,11012022273040434510457835298448130
scene_452,4,3,1000225514490269999999999999999
scene_597,4,1,4113321240954200093247085424278878
scene_232,4,2,110110100000110011101011011111101100
scene_419,4,3,11231041121112120101120212120741120
scene_485,8,2,11231111111111111111111111111111
scene_135,8,3,12201508040784395175783731520617202240
scene_199,8,1,811013394130373641123456789012345678
scene_1,4,3,220110023749014972473689685774278112
scene_194,4,0,26348361151030210635180723078467982349
scene_84,7,4,14933050313310352875621471124424896
scene_508,7,2,1202103102236576647395077926771379485
scene_526,6,0,1101105100119061071041001313061331031112
scene_495,5,1,11011011100101010001011111111111100
scene_538,4,2,3101106110101000102010112210011221011
scene_496,5,0,125634091072121389211258340212740
scene_482,7,4,1101203857292216677921411729280023
scene_85,8,4,1201523716563590203905784693801645
scene_499,5,1,11011290546362074811911021071059181060
scene_385,6,4,410724761047188711355156381305305619
scene_47,6,4,310027628719292032031107120771283332466
scene_672,8,5,31913236104680797891911063807541197
scene_428,8,1,3101101111111111100011108101011010000
scene_494,6,1,1101101110111111010111111011010010111
scene_333,6,5,10001205099317545843119883152063119
scene_693,7,6,11011110101100001011101000111101111
scene_466,5,4,110110101011010111101111010000100000111
scene_692,4,3,110110100100111000111101111111011101101
scene_590,8,7,1101326474916200256000000006763474956
scene_460,4,2,11012108383112341108248303641153767
scene_483,5,2,3103161153662548241413222121506112533
scene_226,8,4,1102302132943482427103914782880938
scene_38,5,0,100066476908119170393834625356425
scene_447,4,2,11111111111111010110111011101110
scene_458,5,4,55900002146001000802100020092008000063
scene_236,4,0,11281829486029482610203914310022922
scene_498,4,2,1107987312009302431022498324567300364
scene_583,6,4,1202801567098931254055295905492449009
scene_475,4,0,086104096708219119119590803113492566
scene_638,5,0,110112345673273678912203154847966427
scene_229,8,3,110112931011511171827221925401430
scene_606,5,3,11028010002000020100000031000311110000
scene_481,5,2,100010001011110001001001001010000010000
scene_98,5,3,1101101010101010110101110010101100
scene_647,5,4,120210268130124844734721469723061
scene_55,8,5,100021012023112843254767789098730246
scene_441,5,2,120151551852318371959486984622327178
scene_409,4,0,9180233574751656327380227577880409
scene_173,8,6,125612019399527917073113852154578
scene_372,5,4,120210342107408609898969223487472756
scene_206,5,1,11989383139909883921131120140318110677224
scene_31,7,5,11239030789037185704501240327910311
scene_50,5,4,1101201210022011011010111101111100010
scene_330,6,2,120216412908520071465468103462377854615
scene_334,6,1,0789108463085488202051117846542463016
scene_659,4,1,1123333672645501378125788830784211
scene_676,6,0,11011211031002081020030102991101010099
scene_628,5,4,120129745153885493404338772136294311
scene_442,7,1,10007497680795514731586784684948
scene_239,5,3,1159102397815024034940582685185185185185
scene_210,5,2,2108127767416112210140229256101953936
scene_527,5,4,1202295483932210970185670702228488679
scene_181,4,3,1234233123456788901234123476890234
scene_660,7,5,6217392755629307825357817910318020351
scene_337,5,3,10003101204306340103000309999999999
scene_49,7,6,11011533334435566782225612013188808
scene_582,7,1,130643601782103279205547686173760
scene_97,6,4,100039994525542492419915895160352594
scene_208,7,5,12018219431925799223120622723711225
scene_413,6,5,12223272843165967399819934214873856
scene_487,6,2,11011212101211121211212112111211211
scene_401,6,3,12563518683865778715225675448235066390
scene_124,4,1,130822368929288751806516542022473677
scene_242,6,2,1101101011101101101011001011101011
scene_295,4,3,300021302457364074314423337206033512
scene_292,4,2,101101011101100011110111101101011
scene_451,6,0,1101994212431528359198071232581932
scene_478,6,0,220091949972181863902673100221317
scene_588,5,0,51138023310727231516693424953435319
scene_605,8,2,1101992596712004022001019208112445245
scene_615,8,0,52861936226332238026711028042345044
scene_109,7,0,11011010110110110110110111011011011101101
scene_248,4,1,1101101001001100111010011110000010000
scene_342,5,0,31062730957629749443773388703312227
scene_595,4,1,102388795238127865731325391620630733
scene_121,4,0,110112124131415161718199202123232425
scene_263,8,7,511360721102128077112835227872347556107
scene_36,5,3,4117309312311013218309946984977795
scene_530,4,3,110110110111101011001101100101011110
scene_440,8,6,110110101111100011111111100000011001
scene_16,5,4,31662450353453352777150350718433298
scene_463,4,0,110148941734342627119386667956789552
scene_34,6,3,41051268261528838962984054017561445
scene_569,7,5,1202270130808642907384313285522974126
scene_682,5,0,173835510194030404416146256041939
scene_608,6,5,110110101110111011011101101010011001
scene_362,6,1,1000112345670132213452341245543234
scene_72,6,4,110110910101011081001100011010101010101
scene_7,6,5,210216452187666495828098836401969147300
scene_670,4,1,8364270383824352117421159692741403337
scene_235,4,0,1711217112107800286657789984791756
scene_21,4,0,110112211221122112102102012101201102
scene_346,6,0,110112783332491012092165049345393128
scene_577,7,0,407700674073196493402156344671646035
scene_230,6,0,11154211039180167896274119189074
scene_253,4,2,120122001200800012012200120080001201
scene_123,4,2,10001010101110111100110100101110110
scene_462,5,3,110110101001010011011011010100110110
scene_448,6,3,4999299593724047518441683230199314147357
scene_550,5,3,1202149001720990888681968288767929
scene_589,7,3,42683767180000000000270000000000
scene_319,4,2,1101103111120220112112010310110111212
scene_205,7,0,11021985137313057212050340899433853128
scene_685,7,3,019842239438012754611230929393628823
scene_433,8,7,12022367395871823107865453727422350
scene_596,7,0,11011210111011111111111111111111
scene_169,8,6,11013274773922223129247438229849522179
scene_486,5,0,110112679110769633246273073690728697
scene_131,6,4,1000100011011010101101101110001100110
scene_128,6,0,12014223174341412473774140190480445
scene_70,5,0,11021505078112846531446316564404357285011
scene_497,5,1,1201992643020230160235898023041805028
scene_87,6,3,1201796086267579405755392924171846
scene_645,7,3,4012922029822407466695299914368832075
scene_246,6,4,1101306002111850038090903006310370098
scene_59,8,5,110110111101111110111100010111011101
scene_245,7,1,120212109206979115393673326011969655
scene_314,8,0,1101101011011101111011100011101101011
scene_371,7,3,16185034866576891982261192531324748
scene_644,6,4,110110111011110011011000011110011
scene_19,6,2,133779721687764537200072881049009564
scene_500,6,1,1202993903483135129280849642851261887
scene_331,8,1,120224754810048276812414176313679158
scene_0,8,2,112219740683678402837565900972038822
scene_543,8,4,1000100010101010111000010101101101101
scene_165,8,2,1010111011101110011100111101001011
scene_382,8,3,12022010112002101003101201300402022415
scene_668,8,7,1101190333349312212722021123276630129
scene_674,8,5,100094821951130074084092096983011281050
scene_556,5,0,1202107938018359884031354808509471788
scene_305,4,3,1101101110101011011110101111101111
scene_108,8,6,120131404064210733416035490835589076712
scene_519,7,2,12005117462254046824687714854168822
scene_182,8,7,12121580511987958628831153239271948
scene_512,5,1,110110111111111111111111111111110
scene_640,7,3,110120101031255063361938081175811710309126
scene_3,8,1,12015178490081303687923437911189074
scene_629,6,2,112878901122354620053307019353987873
scene_161,4,2,266341985671559364622923352498469254784
scene_445,4,2,12017400410112214681511805741614711
scene_643,6,2,12017130411298007651898042115595310
scene_694,6,5,1101121314151617181920212223242526
scene_663,8,2,4355231179703591122018501115591331213
scene_623,5,1,110210031567092487498627696151860899
scene_648,5,4,110111511345977089173419340124980167
scene_117,4,0,813730975050823453337301113011310446
scene_11,8,3,02211997095892646478192944355577620
scene_566,6,3,11236448757701453145183870167997400650
scene_257,6,5,11011010011101111110010101101111100
scene_541,7,3,11013288216051829783371276859443805
scene_479,5,3,1202993845897517631847801526744835
scene_390,5,3,158094837638019802834353517739319
scene_394,8,7,1101101101001010110110011000110101110
scene_65,6,4,110110915346891103129112223223568514569
scene_664,8,5,1255460621409010790403490909512599
scene_673,5,3,112364512743646775125310714936437125
scene_156,5,2,110120452875393808786083931332603848
scene_112,4,0,83293620404364666711011221300071134509
scene_48,5,1,1111111111112222222222222222222
scene_93,6,0,120225243047706313375740127410938
scene_505,4,1,110110111110100111010111010110100101
scene_521,6,2,11012065095081035043111205393994911223130
scene_141,6,1,1201214405714302918131828980975414048
scene_613,4,3,52881801305931978502000050417618715397
scene_641,5,2,21151265731526663982193345513030
scene_408,4,0,110220022503471020517273166278810620695
scene_438,8,7,1101101011100010011001101110111001110
scene_269,7,1,8202112624229002791301128503128514383128
scene_551,5,0,120280762692607591348056925140309580
scene_675,6,3,1101101011010101010010101010101107101
scene_252,5,2,039747908622879248427553768611061830
scene_689,6,0,1202830134468885591051009893186187226206
scene_271,5,2,11028078466577762385365850403300436
scene_146,7,6,110112121110011101010011111001010110
scene_469,8,0,10001000111001101100100110100101100000
scene_405,6,4,104041046112742755211245104623824
scene_511,8,5,110110101011001011111111001010101
scene_217,4,0,178131733181198524315189267412369228
scene_322,8,1,1103122436210086430771150196329113608
scene_580,7,2,100011011010101101101110011001000000
scene_216,6,1,169791729311077694953490619291024159
scene_67,5,4,1101228010959672491960301435891418
scene_274,5,0,1135153615711933151116211043581522
scene_410,4,1,100012069081101524733764627708350824257
scene_323,6,1,100021390120848111766528109323823332
scene_683,4,2,1000203893152087355039354997057356
scene_234,5,3,2202253592439307051190031000612820
scene_57,8,5,110210102109111125251342812433343410706
scene_332,5,4,1
scene_224,5,4,11011010110010011000000100110101010
scene_570,7,5,110110100101101001101101100110010001
scene_276,6,4,11089766219841082522033586378943359286
scene_388,6,1,120250494987634343417361006507752717
scene_473,6,4,92021325927284973120947478712369092697
scene_167,6,0,11011010111011110010101010001011100
scene_691,4,3,310867323778345493373996703381124969
scene_546,7,5,21080027401033921080393047313145458
scene_175,5,4,92783532294621721510838147767391533
scene_73,6,5,12022043567894739003620028843110017157
scene_273,6,5,1201580623067854011120964778512987347
scene_214,4,3,1101195755153614912411544021569312780400
