scenario,seq_len,ground_truth,answer,lpips,seq_lpips
scene_6_002879,8,False,yes,0.068959,0.107761
scene_7_003053,8,True,yes,0.073032,0.118403
scene_11_005038,7,True,no,0.114128,0.142060
scene_10_004812,8,False,no,0.158231,0.157642
scene_14_006574,8,False,yes,0.095970,0.113337
scene_9_004318,6,True,yes,0.073134,0.110207
scene_15_007395,8,True,yes,0.111518,0.122763
scene_7_003301,8,True,no,0.104054,0.180639
scene_17_008276,8,False,no,0.184253,0.185507
scene_7_003461,8,True,yes,0.090556,0.157292
scene_18_008854,7,False,yes,0.082516,0.173426
scene_15_007072,7,False,yes,0.036590,0.131000
scene_5_002450,7,True,no,0.085034,0.087607
scene_7_003434,8,True,yes,0.082728,0.116543
scene_14_006825,7,False,no,0.069291,0.108302
scene_17_008386,7,True,yes,0.206709,0.187457
scene_17_008071,8,False,no,0.072322,0.143693
scene_17_008016,8,False,no,0.045206,0.134585
scene_9_004113,5,False,yes,0.033706,0.063600
scene_1_000243,5,False,no,0.181332,0.180469
scene_11_005329,6,True,yes,0.053776,0.066422
scene_10_004536,8,True,yes,0.117889,0.132437
scene_12_005785,7,False,yes,0.174735,0.152913
scene_10_004813,7,False,yes,0.052939,0.147000
scene_19_009058,8,False,yes,0.086629,0.138623
scene_13_006292,7,True,yes,0.066354,0.103251
scene_14_006966,8,True,yes,0.065050,0.108716
scene_12_005894,8,False,yes,0.045809,0.095762
scene_18_008538,8,True,yes,0.109284,0.150530
scene_10_004983,7,False,yes,0.101070,0.186166
scene_16_007859,6,False,no,0.090744,0.122189
scene_16_007559,8,False,yes,0.032703,0.132005
scene_6_002880,5,True,yes,0.073197,0.067172
scene_18_008675,7,False,yes,0.092062,0.148435
scene_5_002220,7,True,yes,0.052020,0.084340
scene_18_008883,8,False,yes,0.088300,0.185381
scene_2_000695,6,True,yes,0.148192,0.143021
scene_11_005495,6,False,yes,0.082406,0.092940
scene_14_006903,8,False,no,0.101723,0.123956
scene_3_001317,7,False,yes,0.046781,0.126732
scene_12_005881,7,False,no,0.197081,0.158704
scene_12_005585,7,True,yes,0.143212,0.140785
scene_17_008226,8,False,yes,0.095806,0.150761
scene_14_006729,7,True,no,0.064584,0.094905
scene_2_000918,7,True,yes,0.060799,0.094037
scene_17_008468,8,True,no,0.063637,0.174631
scene_7_003015,8,True,yes,0.081592,0.158775
scene_8_003681,8,True,yes,0.031592,0.088015
scene_6_002957,7,True,yes,0.066823,0.093820
scene_5_002170,5,False,yes,0.072067,0.060668
scene_16_007695,6,True,yes,0.086061,0.094959
scene_16_007992,7,False,yes,0.028069,0.084990
scene_19_009310,7,True,yes,0.067091,0.128691
scene_19_009300,8,True,yes,0.113421,0.190043
scene_10_004998,8,True,yes,0.124001,0.154281
scene_2_000840,6,False,yes,0.018942,0.090920
scene_10_004874,8,False,yes,0.170020,0.180773
scene_8_003754,6,False,yes,0.086777,0.101051
scene_19_009113,8,True,yes,0.098522,0.103469
scene_11_005218,6,False,yes,0.085397,0.090822
scene_11_005445,8,True,yes,0.121533,0.139534
scene_10_004547,6,False,no,0.116910,0.121365
scene_2_000677,5,True,yes,0.069664,0.144239
scene_10_004899,7,True,no,0.066982,0.112856
scene_6_002839,6,True,yes,0.081341,0.085364
scene_16_007623,7,True,yes,0.080522,0.136506
scene_6_002907,8,True,yes,0.060169,0.089876
scene_10_004838,8,True,yes,0.092847,0.149658
scene_16_007916,8,True,no,0.091332,0.122193
scene_9_004128,5,True,yes,0.022739,0.060288
scene_14_006687,8,True,yes,0.122907,0.132684
scene_1_000258,8,False,yes,0.203684,0.135303
scene_1_000470,6,True,yes,0.061043,0.146492
scene_11_005076,6,True,yes,0.056212,0.074191
scene_8_003964,7,False,yes,0.076479,0.092493
scene_1_000389,8,False,yes,0.045553,0.143726
scene_6_002790,8,False,yes,0.072693,0.150907
scene_18_008524,8,False,yes,0.095920,0.149202
scene_17_008134,8,True,no,0.067194,0.109229
scene_15_007393,8,True,yes,0.034234,0.124794
scene_3_001083,7,True,no,0.055831,0.071999
scene_6_002564,6,True,yes,0.075374,0.063482
scene_18_008954,7,False,yes,0.041129,0.153604
scene_19_009499,7,True,yes,0.094366,0.169908
scene_11_005389,8,True,yes,0.024062,0.100324
scene_7_003398,6,False,no,0.114470,0.137070
scene_15_007271,8,False,yes,0.065646,0.133370
scene_15_007229,6,False,yes,0.142371,0.134384
scene_12_005614,8,False,yes,0.093871,0.174491
scene_8_003933,8,True,yes,0.094965,0.090975
scene_15_007245,7,True,yes,0.135392,0.159903
scene_8_003629,6,False,yes,0.075183,0.100738
scene_18_008950,5,False,yes,0.019946,0.123554
scene_5_002030,5,False,yes,0.063476,0.058794
scene_2_000752,5,True,yes,0.071690,0.110166
scene_8_003805,5,False,yes,0.023868,0.087405
scene_8_003825,8,False,yes,0.097482,0.122702
scene_11_005211,7,True,yes,0.094800,0.098399
scene_6_002846,5,True,yes,0.029737,0.077344
scene_9_004217,7,True,yes,0.049902,0.091774
scene_11_005331,6,False,yes,0.039416,0.066019
scene_11_005126,5,True,yes,0.083689,0.106742
scene_9_004284,6,False,yes,0.055050,0.097371
scene_19_009189,8,False,yes,0.168574,0.163667
scene_11_005380,8,False,yes,0.044306,0.095916
scene_19_009148,6,True,yes,0.149940,0.130071
scene_14_006982,7,True,no,0.099009,0.130111
scene_19_009087,8,False,yes,0.040585,0.152381
scene_2_000847,4,True,yes,0.062417,0.098078
scene_19_009145,8,True,yes,0.199716,0.191914
scene_5_002379,8,True,yes,0.038444,0.084138
scene_14_006744,8,True,yes,0.084306,0.105946
scene_8_003747,8,False,yes,0.107814,0.108670
scene_6_002567,7,True,yes,0.085518,0.073006
scene_15_007005,8,True,yes,0.150985,0.163657
scene_6_002530,8,False,yes,0.050652,0.085260
scene_14_006833,7,False,yes,0.128157,0.169612
scene_6_002950,7,True,yes,0.094703,0.116003
scene_12_005631,5,False,yes,0.070109,0.138633
scene_14_006827,8,True,yes,0.095503,0.148490
scene_2_000986,8,False,yes,0.060216,0.143068
scene_10_004911,7,False,yes,0.075079,0.106110
scene_16_007602,7,True,yes,0.072759,0.120106
scene_5_002487,7,True,yes,0.061192,0.123650
scene_6_002527,8,False,yes,0.072232,0.104635
scene_5_002151,7,False,yes,0.116092,0.113040
scene_14_006503,8,False,yes,0.052239,0.124509
scene_18_008841,7,False,yes,0.071208,0.166979
scene_6_002529,7,True,yes,0.063490,0.088392
scene_11_005070,6,True,yes,0.084569,0.100557
scene_17_008167,8,False,yes,0.031267,0.140805
scene_12_005522,7,True,yes,0.133918,0.159526
scene_12_005705,7,False,yes,0.065954,0.164039
scene_10_004598,8,False,yes,0.132506,0.130128
scene_5_002217,6,True,yes,0.022479,0.074986
scene_17_008328,8,False,no,0.081922,0.168971
scene_1_000103,7,False,yes,0.043075,0.116271
scene_12_005530,8,True,yes,0.091741,0.124478
scene_5_002224,6,False,yes,0.058269,0.063208
scene_10_004970,8,False,yes,0.074659,0.139279
scene_8_003981,5,True,yes,0.028488,0.076318
scene_8_003874,8,True,yes,0.036155,0.066714
scene_6_002654,7,False,yes,0.083121,0.117531
scene_10_004959,7,True,yes,0.131442,0.152046
scene_13_006100,5,False,no,0.138727,0.111354
scene_16_007735,7,False,yes,0.082508,0.126595
scene_5_002031,5,True,no,0.045294,0.070574
scene_10_004719,8,False,yes,0.078500,0.133249
scene_3_001292,7,True,no,0.050131,0.076034
scene_11_005289,7,True,yes,0.062465,0.084719
scene_4_001602,8,False,yes,0.132758,0.160625
scene_1_000436,7,False,yes,0.100820,0.165356
scene_18_008701,7,False,yes,0.187104,0.139478
scene_5_002435,6,False,yes,0.049356,0.064948
scene_2_000828,5,True,yes,0.098427,0.100214
scene_5_002427,6,True,yes,0.043827,0.071248
scene_12_005598,8,False,yes,0.145352,0.162548
scene_9_004417,4,False,yes,0.093476,0.066258
scene_16_007997,8,False,yes,0.065716,0.077970
scene_11_005118,6,False,no,0.111829,0.110324
scene_18_008515,8,True,yes,0.159017,0.140252
scene_5_002157,7,False,yes,0.137591,0.137785
scene_18_008959,6,True,yes,0.215527,0.154045
scene_16_007736,7,False,no,0.109907,0.125605
scene_3_001302,6,True,yes,0.068428,0.098154
scene_12_005737,7,False,yes,0.065226,0.139802
scene_13_006276,8,False,yes,0.151726,0.154154
scene_18_008793,8,True,yes,0.076870,0.146539
scene_16_007968,8,False,no,0.049046,0.076965
scene_10_004781,8,False,yes,0.150728,0.174240
scene_12_005578,8,False,yes,0.169789,0.157234
scene_12_005691,7,True,yes,0.071681,0.158708
scene_3_001066,6,False,yes,0.073139,0.100585
scene_11_005435,8,False,yes,0.105619,0.139136
scene_13_006403,7,True,yes,0.050882,0.113892
scene_18_008844,8,False,yes,0.070154,0.150094
scene_6_002562,6,False,yes,0.069773,0.100693
scene_11_005055,7,True,yes,0.109964,0.124037
scene_12_005745,8,True,yes,0.042504,0.134666
scene_17_008370,8,True,no,0.103753,0.139713
scene_18_008626,7,True,yes,0.047215,0.140041
scene_5_002073,5,True,yes,0.069074,0.057703
scene_5_002116,7,True,yes,0.066581,0.093321
scene_18_008987,8,True,yes,0.227438,0.181922
scene_11_005083,5,True,no,0.047823,0.074025
scene_10_004792,6,False,yes,0.171481,0.196002
scene_19_009479,6,True,yes,0.128373,0.146476
scene_11_005088,7,True,no,0.101457,0.110345
scene_15_007176,8,True,yes,0.158375,0.141278
scene_10_004544,7,True,no,0.045488,0.112232
scene_5_002289,7,True,yes,0.088294,0.059244
scene_18_008622,5,True,yes,0.174409,0.132252
scene_11_005379,5,True,yes,0.124783,0.100726
scene_13_006320,8,True,no,0.083865,0.114651
scene_12_005844,7,True,yes,0.034085,0.124385
scene_10_004808,6,True,yes,0.128882,0.158185
scene_20_009732,8,False,no,0.057116,0.073788
scene_6_002928,7,True,yes,0.126641,0.105034
scene_7_003408,8,False,yes,0.098710,0.107046
scene_10_004875,8,False,yes,0.149691,0.173020
scene_19_009168,7,False,yes,0.155048,0.140917
scene_18_008624,8,True,yes,0.044031,0.140925
scene_15_007462,6,True,no,0.161889,0.180232
scene_12_005918,8,False,no,0.166840,0.143844
scene_8_003954,8,False,no,0.117081,0.101107
scene_5_002067,5,True,yes,0.064200,0.082887
scene_10_004601,8,False,no,0.112916,0.124484
scene_15_007162,8,False,no,0.139802,0.145835
scene_13_006464,8,True,yes,0.126187,0.144135
scene_14_006748,8,True,yes,0.053846,0.125146
scene_6_002649,8,True,yes,0.123806,0.118774
scene_18_008907,7,False,yes,0.059651,0.160858
scene_2_000792,6,False,yes,0.053116,0.102800
scene_14_006937,8,False,no,0.060905,0.099057
scene_12_005502,8,False,yes,0.063691,0.139191
scene_2_000564,8,True,yes,0.031153,0.115266
scene_11_005355,6,False,yes,0.025849,0.090968
scene_11_005062,4,True,yes,0.144147,0.119094
scene_3_001449,8,True,yes,0.067230,0.087495
scene_4_001929,8,False,no,0.058544,0.175429
scene_9_004114,5,True,yes,0.034612,0.063845
scene_5_002048,5,True,yes,0.073450,0.086907
scene_11_005230,7,False,no,0.037565,0.081761
scene_5_002369,7,False,yes,0.096594,0.120684
scene_7_003321,8,False,yes,0.059879,0.120639
scene_11_005497,6,False,yes,0.083452,0.091684
scene_2_000881,6,False,yes,0.028535,0.100380
scene_3_001310,6,True,yes,0.057882,0.084208
scene_18_008694,6,True,yes,0.154162,0.148367
scene_11_005284,5,False,yes,0.055048,0.084563
scene_4_001675,7,True,yes,0.096008,0.121230
scene_8_003819,5,True,yes,0.109092,0.070113
scene_11_005114,7,True,yes,0.094261,0.107194
scene_18_008899,6,False,yes,0.061020,0.164460
scene_5_002313,6,False,yes,0.034905,0.087158
scene_18_008906,7,True,yes,0.080333,0.149648
scene_19_009083,8,False,yes,0.062976,0.158431
scene_11_005403,4,False,no,0.049849,0.074710
scene_18_008592,8,True,yes,0.056244,0.155796
scene_5_002245,6,True,yes,0.040937,0.092920
scene_9_004296,6,False,yes,0.111204,0.128268
scene_8_003535,6,False,yes,0.060182,0.074233
scene_6_002609,8,False,no,0.075701,0.095612
scene_11_005474,5,False,no,0.066897,0.077004
scene_8_003648,5,True,yes,0.027546,0.069153
scene_8_003920,5,True,yes,0.063954,0.094188
scene_19_009380,7,False,yes,0.052547,0.134031
scene_14_006902,7,True,yes,0.084292,0.120224
scene_6_002684,8,False,yes,0.076377,0.114984
scene_10_004668,8,False,yes,0.080485,0.147600
scene_11_005041,7,False,yes,0.066523,0.132166
scene_11_005349,5,False,no,0.077219,0.108895
scene_5_002233,5,False,yes,0.077101,0.073943
scene_6_002607,6,False,yes,0.095094,0.095589
scene_20_009530,7,False,yes,0.052579,0.076140
scene_19_009301,7,False,yes,0.163650,0.185155
scene_13_006141,5,False,no,0.133941,0.135076
scene_7_003195,6,False,yes,0.103617,0.122869
scene_11_005394,5,False,yes,0.085865,0.069315
scene_3_001082,7,False,yes,0.069534,0.090649
scene_10_004508,8,False,yes,0.081016,0.179981
scene_15_007354,8,True,yes,0.058365,0.107304
scene_10_004591,7,False,yes,0.070621,0.128544
scene_10_004643,7,False,yes,0.059435,0.176058
scene_11_005486,6,True,yes,0.064414,0.078298
scene_11_005030,7,True,yes,0.086287,0.120380
scene_13_006261,8,True,yes,0.053120,0.119637
scene_7_003491,8,False,no,0.084748,0.153622
scene_7_003411,5,True,yes,0.087868,0.117218
scene_16_007767,7,True,yes,0.090320,0.130822
scene_11_005072,7,True,yes,0.043941,0.075916
scene_11_005180,5,True,yes,0.132925,0.095176
scene_5_002088,6,False,yes,0.074206,0.087419
scene_3_001431,8,True,yes,0.061268,0.120922
scene_8_003697,6,True,yes,0.072908,0.069836
scene_6_002552,8,True,yes,0.029300,0.088148
scene_10_004572,7,False,no,0.083421,0.145354
scene_7_003271,8,True,no,0.070406,0.146773
scene_8_003868,8,False,yes,0.090083,0.103350
scene_19_009323,7,False,yes,0.159157,0.182602
scene_5_002275,5,False,yes,0.070217,0.077600
scene_5_002398,6,False,no,0.098441,0.087603
scene_12_005848,8,True,yes,0.123664,0.147814
scene_16_007920,7,False,yes,0.017221,0.116973
scene_10_004780,7,True,no,0.175872,0.186451
scene_18_008896,8,False,yes,0.191258,0.163745
scene_11_005262,5,False,yes,0.081007,0.106091
scene_8_003704,5,True,yes,0.081369,0.073560
scene_10_004857,8,True,yes,0.147228,0.166119
scene_5_002124,5,True,no,0.088740,0.098828
scene_17_008304,7,True,yes,0.063632,0.121179
scene_1_000402,7,False,yes,0.139966,0.188010
scene_15_007433,8,True,yes,0.080428,0.133573
scene_18_008646,7,False,no,0.205777,0.146096
scene_18_008965,8,False,yes,0.209436,0.114136
scene_10_004854,7,False,no,0.146317,0.174682
scene_7_003198,5,False,yes,0.113908,0.142778
scene_9_004093,5,False,yes,0.110857,0.071780
scene_10_004706,6,False,no,0.060113,0.126353
scene_10_004658,8,False,yes,0.142391,0.137770
scene_12_005515,5,True,yes,0.185306,0.144766
scene_18_008561,8,True,yes,0.169524,0.154154
scene_18_008787,7,True,yes,0.087478,0.135978
scene_6_002579,6,True,yes,0.089048,0.089067
scene_3_001440,7,True,yes,0.068671,0.092923
scene_9_004229,5,False,yes,0.027046,0.059105
scene_10_004868,7,True,yes,0.179320,0.194716
scene_19_009271,8,True,yes,0.212738,0.137914
scene_5_002014,7,True,no,0.091678,0.113354
scene_16_007844,8,False,yes,0.016498,0.111407
scene_5_002433,5,False,yes,0.073550,0.081684
scene_15_007063,8,True,yes,0.112774,0.124790
scene_18_008623,7,True,yes,0.035124,0.160061
scene_4_001843,8,True,yes,0.156749,0.200899
scene_12_005731,7,False,yes,0.106376,0.186219
scene_16_007732,8,True,no,0.041017,0.122328
scene_6_002538,6,False,yes,0.044021,0.105115
scene_14_006643,8,True,yes,0.096395,0.153155
scene_10_004551,8,False,yes,0.087476,0.121698
scene_18_008902,7,False,yes,0.236901,0.167934
scene_5_002145,5,True,yes,0.106706,0.115714
scene_13_006022,7,False,yes,0.088700,0.102219
scene_10_004666,8,True,yes,0.080151,0.149986
scene_9_004295,7,False,no,0.158237,0.121618
scene_6_002637,6,False,yes,0.019845,0.084800
scene_17_008498,8,False,yes,0.232266,0.180491
scene_10_004667,8,True,yes,0.123209,0.143827
scene_3_001337,6,True,yes,0.091966,0.102632
scene_1_000356,6,False,yes,0.042297,0.169680
scene_6_002640,7,False,yes,0.106248,0.119378
scene_3_001334,8,False,no,0.027072,0.093871
scene_12_005671,6,True,yes,0.178995,0.152045
scene_5_002054,6,True,yes,0.058081,0.074445
scene_11_005347,6,True,yes,0.080497,0.095563
scene_10_004701,8,False,no,0.058998,0.179028
scene_8_003948,8,False,no,0.126537,0.088046
scene_6_002627,8,True,no,0.045121,0.096562
scene_8_003571,8,False,yes,0.044778,0.095651
scene_12_005909,7,True,yes,0.084066,0.134157
scene_5_002437,7,False,yes,0.059520,0.086171
scene_2_000928,4,True,yes,0.056146,0.095460
scene_11_005404,5,True,yes,0.039244,0.066618
scene_19_009038,7,False,yes,0.141042,0.138573
scene_9_004415,6,True,no,0.131733,0.104118
scene_19_009044,8,False,yes,0.157639,0.148975
scene_5_002448,5,False,yes,0.091400,0.099385
scene_2_000508,6,False,yes,0.087234,0.075648
scene_10_004906,7,True,yes,0.058461,0.106852
scene_5_002459,7,False,yes,0.069267,0.105514
scene_5_002260,5,False,yes,0.056391,0.078519
scene_15_007123,7,False,no,0.061966,0.133860
scene_15_007152,8,False,yes,0.162758,0.169158
scene_19_009146,6,False,no,0.043013,0.134775
scene_12_005568,7,True,yes,0.072064,0.168671
scene_11_005110,5,False,yes,0.086112,0.112265
scene_8_003728,8,True,no,0.158223,0.113357
scene_11_005499,6,False,yes,0.132722,0.093747
scene_11_005053,8,True,yes,0.135180,0.109484
scene_2_000500,6,True,yes,0.114135,0.074187
scene_8_003530,8,False,yes,0.066086,0.077887
scene_3_001177,7,False,yes,0.080525,0.110967
scene_9_004482,6,True,yes,0.119583,0.136216
scene_2_000823,6,False,yes,0.090809,0.089435
scene_18_008668,8,True,yes,0.058376,0.188273
scene_11_005412,7,True,yes,0.102808,0.128420
scene_8_003577,6,True,yes,0.137865,0.097768
scene_16_007978,6,False,no,0.028218,0.075908
scene_10_004556,7,True,yes,0.095906,0.102363
scene_8_003538,5,False,yes,0.078306,0.060379
scene_6_002833,7,True,yes,0.050287,0.098866
scene_18_008853,7,False,yes,0.230138,0.166282
scene_12_005758,7,True,yes,0.155647,0.126316
scene_18_008809,8,False,yes,0.078084,0.135889
scene_9_004001,5,False,yes,0.105609,0.080741
scene_3_001101,5,True,no,0.097345,0.123875
scene_17_008335,8,True,yes,0.193405,0.155867
scene_13_006032,7,True,yes,0.040829,0.099981
scene_1_000005,6,True,yes,0.182063,0.189376
scene_2_000548,7,True,yes,0.061470,0.125087
scene_18_008504,8,False,no,0.260022,0.165442
scene_11_005039,8,True,yes,0.098446,0.120887
scene_15_007388,8,False,no,0.065771,0.152867
scene_12_005897,6,True,no,0.051722,0.108198
scene_2_000913,7,True,yes,0.058107,0.100397
scene_2_000590,6,True,yes,0.028051,0.086996
scene_12_005892,8,True,yes,0.116212,0.134210
scene_15_007474,8,False,yes,0.097245,0.114234
scene_18_008731,7,False,yes,0.191542,0.173607
scene_7_003192,6,True,no,0.103074,0.137232
scene_11_005381,6,False,yes,0.075579,0.093771
scene_11_005074,5,True,yes,0.053911,0.074442
scene_8_003977,5,False,yes,0.039118,0.073153
scene_9_004453,5,False,yes,0.049989,0.073844
scene_19_009131,7,True,yes,0.069406,0.194558
scene_18_008782,8,True,yes,0.087174,0.149740
scene_19_009098,8,False,yes,0.015560,0.196233
scene_4_001620,7,True,no,0.086294,0.110411
scene_8_003857,7,False,yes,0.026964,0.104393
scene_5_002207,6,False,yes,0.074251,0.087807
scene_5_002161,7,False,yes,0.024580,0.083218
scene_3_001200,6,True,no,0.060412,0.081794
scene_12_005824,6,True,yes,0.074918,0.114702
scene_10_004681,8,False,yes,0.165694,0.192946
scene_2_000937,5,True,yes,0.092934,0.079014
scene_11_005215,7,True,yes,0.080169,0.097142
scene_13_006428,7,True,no,0.128090,0.181491
scene_19_009460,7,True,yes,0.189557,0.168398
scene_3_001136,6,True,yes,0.056198,0.088943
scene_11_005142,7,False,yes,0.077368,0.100589
scene_11_005371,7,False,yes,0.100110,0.129272
scene_2_000929,6,True,yes,0.114073,0.095147
scene_9_004281,4,False,no,0.153088,0.109186
scene_12_005531,5,True,yes,0.098333,0.150100
scene_5_002243,6,True,yes,0.087142,0.101982
scene_8_003552,7,False,no,0.100691,0.070164
scene_10_004982,8,False,yes,0.172133,0.181357
scene_9_004287,6,True,yes,0.081647,0.126775
scene_1_000100,6,True,yes,0.179922,0.127156
scene_19_009067,7,True,yes,0.175334,0.160981
scene_9_004201,4,False,yes,0.026140,0.053823
scene_12_005727,6,True,yes,0.049641,0.151393
scene_8_003902,6,True,no,0.148736,0.107669
scene_5_002244,6,False,yes,0.054214,0.101465
scene_10_004552,8,True,yes,0.100985,0.128837
scene_8_003518,5,True,yes,0.032292,0.078429
scene_11_005042,8,True,yes,0.131157,0.108324
scene_18_008508,8,False,yes,0.111513,0.175715
scene_18_008602,8,True,yes,0.173565,0.152100
scene_5_002209,5,True,yes,0.113895,0.116930
scene_5_002488,6,True,yes,0.141734,0.116936
scene_5_002070,5,True,yes,0.060964,0.080365
scene_11_005158,6,False,yes,0.069448,0.134073
scene_2_000767,7,True,yes,0.039844,0.098045
scene_11_005170,7,True,yes,0.078773,0.085323
scene_5_002430,5,False,yes,0.045515,0.065446
scene_11_005358,5,False,yes,0.051826,0.104551
scene_18_008636,7,False,yes,0.046109,0.136787
scene_12_005615,8,False,yes,0.061502,0.150468
scene_19_009016,7,True,yes,0.149550,0.149118
scene_3_001171,8,True,yes,0.067785,0.112266
scene_3_001452,8,False,yes,0.037344,0.093368
scene_19_009275,8,False,yes,0.159072,0.136715
scene_1_000257,7,True,yes,0.053589,0.119159
scene_3_001168,7,False,yes,0.057312,0.090941
scene_12_005658,8,False,no,0.043907,0.118655
scene_11_005294,6,False,no,0.070360,0.083531
scene_8_003822,8,False,yes,0.040302,0.081646
scene_5_002137,6,True,yes,0.025362,0.073531
scene_18_008627,8,False,yes,0.051223,0.138970
scene_19_009258,8,False,yes,0.078965,0.147420
scene_6_002985,5,False,yes,0.058542,0.091339
scene_12_005837,6,False,yes,0.129664,0.103902
scene_6_002635,8,True,yes,0.080445,0.102985
scene_7_003413,8,False,yes,0.119580,0.179678
scene_18_008766,8,False,no,0.051302,0.144722
scene_19_009245,7,False,yes,0.195661,0.163660
scene_3_001286,8,False,yes,0.042249,0.087685
scene_2_000830,8,True,yes,0.052246,0.086505
scene_18_008554,7,False,yes,0.035798,0.140922
scene_5_002059,4,False,yes,0.076310,0.064958
scene_10_004955,7,False,yes,0.059968,0.168467
scene_6_002951,7,False,yes,0.063901,0.104997
scene_14_006983,7,False,yes,0.134691,0.145123
scene_18_008699,8,False,yes,0.084847,0.142860
scene_5_002496,8,True,yes,0.063400,0.147686
scene_3_001283,6,False,no,0.058528,0.077153
scene_12_005609,8,True,yes,0.212485,0.162987
scene_18_008773,6,False,yes,0.058195,0.158586
scene_17_008004,8,False,no,0.060852,0.153373
scene_12_005575,8,True,yes,0.208152,0.158342
scene_11_005395,5,True,yes,0.061764,0.066259
scene_18_008540,7,False,yes,0.185886,0.159027
scene_3_001030,6,True,yes,0.054021,0.081003
scene_8_003966,7,True,yes,0.026451,0.085649
scene_14_006618,7,True,yes,0.057113,0.098236
scene_16_007656,8,True,yes,0.039906,0.115549
scene_6_002810,7,True,yes,0.015472,0.107036
scene_8_003763,7,False,yes,0.088727,0.088848
scene_13_006453,8,False,yes,0.116604,0.149294
scene_5_002262,6,False,yes,0.049510,0.080385
scene_11_005484,5,True,yes,0.076758,0.083055
scene_18_008527,8,True,no,0.107357,0.157400
scene_8_003654,8,False,yes,0.071168,0.065037
scene_11_005275,6,True,yes,0.130629,0.102223
scene_15_007426,8,False,yes,0.110010,0.136168
scene_10_004840,7,True,yes,0.128363,0.153622
scene_1_000045,8,True,yes,0.141255,0.128097
