scenario,seq_len,ground_truth,answer,lpips,seq_lpips
scene_14_03,4,False,yes,0.675539,0.512829
scene_14_45,5,False,no,0.566784,0.526900
scene_01_189,5,True,yes,0.717919,0.614918
scene_04_02,4,False,yes,0.331264,0.620205
scene_26_63,4,True,yes,0.446577,0.618667
scene_13_08,4,True,yes,0.457396,0.668039
scene_17_127,4,False,yes,0.695025,0.533433
scene_17_115,4,True,yes,0.584738,0.553399
scene_04_60,4,True,yes,0.687994,0.636053
scene_03_24,4,True,yes,0.642356,0.660091
scene_06_10,5,True,yes,0.822436,0.657883
scene_14_74,5,False,no,0.123004,0.539384
scene_02_96,5,True,yes,0.635261,0.698078
scene_18_12,4,True,yes,0.414845,0.686712
scene_03_67,4,False,yes,0.635507,0.690657
scene_14_16,5,True,yes,0.686933,0.574519
scene_02_13,5,False,no,0.311003,0.683487
scene_06_28,4,True,yes,0.635329,0.635412
scene_01_07,5,False,yes,0.748440,0.674204
scene_10_13,5,True,yes,0.733461,0.667226
scene_07_36,4,True,yes,0.829352,0.711312
scene_26_70,5,False,no,0.541592,0.560067
scene_01_95,4,False,yes,0.659644,0.652508
scene_09_73,4,False,yes,0.612110,0.716538
scene_17_70,4,False,yes,0.679952,0.717919
scene_05_55,5,True,yes,0.449107,0.653255
scene_02_77,5,False,no,0.701650,0.668231
scene_04_124,4,False,no,0.816642,0.660882
scene_07_85,4,True,yes,0.654680,0.673985
scene_02_49,5,True,yes,0.724898,0.640695
scene_06_26,5,True,no,0.589955,0.642350
scene_18_66,5,True,yes,0.548420,0.687768
scene_26_27,5,False,yes,0.313967,0.532111
scene_03_02,4,False,yes,0.662409,0.615066
scene_02_93,5,False,yes,0.664262,0.654687
scene_09_46,5,True,no,0.792271,0.677678
scene_04_85,4,False,no,0.270889,0.646229
scene_01_76,5,False,yes,0.653143,0.597030
scene_17_170,4,True,yes,0.558369,0.539646
scene_18_68,5,False,yes,0.725937,0.688535
scene_26_77,4,False,yes,0.634833,0.590537
scene_22_16,5,False,yes,0.753809,0.686711
scene_01_85,5,False,yes,0.627372,0.621003
scene_17_97,4,True,yes,0.575671,0.594697
scene_17_42,4,True,yes,0.787102,0.688513
scene_06_06,4,False,yes,0.647955,0.643494
scene_09_02,5,False,no,0.175282,0.616990
scene_17_85,4,False,yes,0.581179,0.564769
scene_18_71,5,True,yes,0.532498,0.659793
scene_04_80,4,True,no,0.644363,0.642950
scene_14_68,5,False,no,0.313823,0.533210
scene_02_16,4,True,yes,0.695597,0.679292
scene_17_110,4,False,yes,0.578290,0.573117
scene_26_28,4,False,yes,0.156577,0.533513
scene_01_88,5,False,no,0.620640,0.632176
scene_14_86,5,True,no,0.727089,0.550882
scene_01_168,5,False,no,0.351066,0.664440
scene_18_11,4,True,yes,0.741730,0.601076
scene_04_126,4,False,no,0.652920,0.626824
scene_22_23,4,True,yes,0.522794,0.657066
scene_01_149,5,False,no,0.642577,0.591088
scene_05_70,5,False,yes,0.836390,0.618882
scene_01_05,5,False,no,0.270477,0.636294
scene_04_18,4,False,yes,0.625602,0.635671
scene_07_71,4,True,no,0.524355,0.704032
scene_07_60,4,False,yes,0.464346,0.677769
scene_07_34,4,True,yes,0.306576,0.676368
scene_18_69,5,True,yes,0.593443,0.687661
scene_26_117,4,True,yes,0.579041,0.554187
scene_02_01,5,True,yes,0.224079,0.638946
scene_14_75,5,False,yes,0.092824,0.548660
scene_07_40,4,True,yes,0.648381,0.679535
scene_09_09,5,False,yes,0.290434,0.687476
scene_22_31,5,True,yes,0.273419,0.697105
scene_02_76,5,False,yes,0.754895,0.695671
scene_01_31,5,True,yes,0.646247,0.607468
scene_14_59,4,True,yes,0.735154,0.556113
scene_01_81,4,True,yes,0.374651,0.655907
scene_01_120,5,False,yes,0.667892,0.640137
scene_17_131,4,False,yes,0.602051,0.570474
scene_04_50,4,False,yes,0.568555,0.667954
scene_17_132,4,True,yes,0.347998,0.430370
scene_01_30,5,False,yes,0.765574,0.616850
scene_18_08,5,True,yes,0.441142,0.682268
scene_10_24,4,False,yes,0.663438,0.702352
scene_17_77,4,True,no,0.581652,0.595656
scene_06_02,5,True,yes,0.601428,0.660214
scene_01_66,5,False,no,0.230691,0.698040
scene_26_47,5,False,yes,0.141534,0.560173
scene_13_30,5,True,yes,0.651130,0.685231
scene_26_44,5,False,yes,0.414624,0.551060
scene_18_35,5,False,yes,0.533530,0.669186
scene_17_134,4,True,yes,0.609246,0.444201
scene_01_166,5,True,no,0.729183,0.625047
scene_22_26,4,True,yes,0.532555,0.704945
scene_03_08,4,True,yes,0.591020,0.642735
scene_04_77,5,False,no,0.650564,0.656796
scene_22_09,4,True,yes,0.590573,0.704835
scene_01_185,4,True,yes,0.640166,0.658373
scene_03_11,4,False,yes,0.551165,0.643371
scene_17_49,4,False,yes,0.717810,0.645145
scene_04_119,4,False,yes,0.856057,0.656971
scene_06_45,4,False,yes,0.626982,0.632257
scene_03_37,5,False,no,0.663516,0.601713
scene_17_124,4,True,yes,0.605737,0.558332
scene_17_142,4,True,yes,0.541797,0.576562
scene_04_22,4,False,no,0.655068,0.647427
scene_06_40,5,True,yes,0.670754,0.593630
scene_03_69,5,False,no,0.809621,0.687636
scene_14_64,4,True,yes,0.569882,0.633619
scene_17_87,4,True,yes,0.071865,0.384280
scene_06_22,4,False,yes,0.129269,0.618807
scene_01_39,5,False,no,0.353989,0.652512
scene_05_73,5,False,no,0.215833,0.652660
scene_01_143,5,False,yes,0.211504,0.592145
scene_22_15,5,True,yes,0.591518,0.696984
scene_17_21,5,True,yes,0.665125,0.668025
scene_04_45,4,False,yes,0.586037,0.650452
scene_04_19,4,False,no,0.300166,0.671631
scene_14_54,4,False,yes,0.731168,0.586094
scene_04_20,4,True,yes,0.342156,0.673949
scene_02_64,5,True,yes,0.680812,0.630933
scene_05_89,5,True,yes,0.725975,0.644342
scene_22_48,4,False,yes,0.701892,0.663934
scene_01_104,5,True,yes,0.246882,0.626969
scene_03_51,5,False,no,0.695075,0.606678
scene_09_13,4,True,yes,0.709343,0.688711
scene_03_60,5,False,yes,0.710242,0.632269
scene_04_81,4,False,yes,0.769021,0.602517
scene_26_51,4,False,yes,0.639766,0.579977
scene_02_15,5,True,yes,0.256690,0.646360
scene_07_26,4,True,yes,0.789497,0.686262
scene_02_75,4,False,yes,0.801607,0.660447
scene_26_103,5,True,yes,0.573150,0.569202
scene_26_56,5,True,no,0.282337,0.591616
scene_09_45,5,True,yes,0.141227,0.592926
scene_01_170,5,True,yes,0.211387,0.612984
scene_26_45,4,True,yes,0.071993,0.532403
scene_26_04,4,True,no,0.183288,0.557583
scene_07_16,4,False,no,0.477587,0.711294
scene_10_35,4,False,yes,0.702568,0.682630
scene_22_27,4,True,yes,0.578616,0.691144
scene_14_63,4,False,yes,0.759697,0.560405
scene_22_12,4,True,yes,0.653943,0.677099
scene_17_109,5,False,yes,0.207469,0.529879
scene_05_64,5,False,yes,0.668612,0.613999
scene_06_04,5,True,no,0.594873,0.660681
scene_04_27,4,True,yes,0.560683,0.629081
scene_07_81,4,False,yes,0.405787,0.696620
scene_26_91,4,False,no,0.605124,0.535904
scene_07_89,4,False,yes,0.536489,0.691148
scene_10_34,5,False,no,0.636296,0.678918
scene_26_97,5,True,yes,0.093636,0.500977
scene_01_79,4,False,yes,0.090581,0.577903
scene_01_163,5,True,yes,0.656590,0.629822
scene_02_45,5,True,yes,0.446584,0.647032
scene_09_67,5,False,yes,0.703712,0.636763
scene_01_153,4,True,yes,0.630687,0.680167
scene_01_94,5,False,no,0.311706,0.605592
scene_06_49,5,False,yes,0.595837,0.622881
scene_17_166,4,True,no,0.666191,0.476071
scene_04_11,4,False,no,0.675970,0.638954
scene_10_02,5,False,no,0.202997,0.701792
scene_01_132,5,True,yes,0.674866,0.611740
scene_26_24,4,True,yes,0.679596,0.569488
scene_22_02,4,False,yes,0.685436,0.696246
scene_14_06,4,True,yes,0.715906,0.653095
scene_03_33,5,False,yes,0.358479,0.626918
scene_07_41,4,False,no,0.562272,0.722486
scene_18_54,4,True,yes,0.805628,0.644557
scene_01_84,5,True,no,0.297366,0.600615
scene_07_32,4,False,yes,0.647431,0.653295
scene_04_117,4,True,yes,0.619126,0.628242
scene_01_167,4,False,yes,0.594587,0.689011
scene_02_81,5,False,yes,0.331630,0.651107
scene_01_03,4,False,yes,0.529922,0.649108
scene_06_54,5,False,yes,0.562844,0.660850
scene_01_172,5,True,yes,0.442189,0.612037
scene_17_153,4,True,yes,0.562532,0.598801
scene_26_34,4,False,yes,0.605692,0.546832
scene_14_01,5,False,no,0.735625,0.560125
scene_06_47,4,False,yes,0.423262,0.641878
scene_04_07,4,False,no,0.620610,0.642917
scene_17_123,4,True,yes,0.175981,0.340220
scene_05_75,5,False,no,0.651293,0.626494
scene_01_26,5,True,yes,0.254061,0.623679
scene_02_63,5,False,no,0.669587,0.627904
scene_17_12,4,False,yes,0.628101,0.658057
scene_04_83,4,False,yes,0.638270,0.687894
scene_02_83,5,True,yes,0.727065,0.668853
scene_07_31,4,False,no,0.688968,0.694547
scene_17_93,4,False,yes,0.704809,0.565442
scene_03_48,5,False,yes,0.600658,0.659328
scene_18_20,5,True,yes,0.390304,0.694643
scene_14_85,5,False,no,0.104063,0.503630
scene_02_12,5,True,yes,0.402378,0.656518
scene_10_11,5,True,yes,0.556963,0.697238
scene_07_84,4,True,yes,0.455685,0.671709
scene_01_69,5,False,yes,0.628845,0.674157
scene_04_35,5,True,yes,0.681884,0.630058
scene_01_29,5,True,yes,0.267052,0.622275
scene_26_03,4,True,yes,0.651476,0.572453
scene_03_16,4,True,yes,0.667805,0.681702
scene_09_52,5,True,yes,0.656590,0.703355
scene_05_63,4,False,yes,0.623172,0.643139
scene_26_49,5,True,yes,0.281358,0.570935
scene_06_59,5,False,yes,0.668269,0.643290
scene_05_25,5,False,no,0.323410,0.631473
scene_26_101,4,True,yes,0.526690,0.572442
scene_03_26,4,True,yes,0.646666,0.614109
scene_05_77,5,True,yes,0.771887,0.653310
scene_17_167,4,True,yes,0.588420,0.580139
scene_09_59,5,True,yes,0.247914,0.509744
scene_14_52,4,True,yes,0.707845,0.645953
scene_14_55,4,True,no,0.734496,0.543360
scene_26_93,5,True,yes,0.348245,0.540875
scene_07_05,4,False,yes,0.555909,0.691201
scene_18_40,5,True,yes,0.594447,0.677362
scene_06_27,4,True,yes,0.685405,0.650996
scene_14_84,5,False,no,0.684085,0.550315
scene_04_66,5,False,yes,0.377478,0.636863
scene_07_42,4,False,yes,0.313274,0.709074
scene_02_86,5,False,no,0.062886,0.619950
scene_26_122,4,True,yes,0.235432,0.510489
scene_01_145,5,False,yes,0.745105,0.626476
scene_14_70,5,False,yes,0.324718,0.540637
scene_02_10,5,True,yes,0.578609,0.693413
scene_01_47,5,False,yes,0.272026,0.686956
scene_17_10,4,True,yes,0.702237,0.684268
scene_04_47,4,False,yes,0.357932,0.641558
scene_01_129,5,False,yes,0.654607,0.624798
scene_13_10,5,False,yes,0.681768,0.732252
scene_05_13,5,False,yes,0.625570,0.693873
scene_04_128,4,True,yes,0.287418,0.641300
scene_26_12,4,False,yes,0.125153,0.552939
scene_18_23,4,True,yes,0.645744,0.668571
scene_18_17,5,True,yes,0.512109,0.671014
scene_01_75,5,True,yes,0.688632,0.646151
scene_07_17,4,False,yes,0.758177,0.709015
scene_17_117,4,False,yes,0.679439,0.585648
scene_17_43,5,False,yes,0.740072,0.629102
scene_02_101,5,False,yes,0.636168,0.606419
scene_26_75,5,False,no,0.108942,0.524835
scene_01_45,5,False,yes,0.290316,0.646176
scene_03_18,5,True,yes,0.732266,0.667988
scene_02_33,5,True,yes,0.793244,0.621235
scene_10_21,5,False,no,0.688441,0.698483
scene_01_100,5,True,yes,0.563329,0.589907
scene_04_120,5,True,yes,0.676848,0.666125
scene_03_71,4,True,yes,0.622967,0.683176
scene_02_17,4,False,yes,0.695995,0.668118
scene_17_104,4,False,yes,0.578080,0.565246
scene_22_01,4,True,no,0.487389,0.722549
scene_02_04,5,False,no,0.746737,0.638729
scene_14_65,5,False,yes,0.382256,0.510502
scene_01_82,5,True,yes,0.758817,0.641666
scene_03_41,4,True,yes,0.128984,0.621747
scene_06_29,5,False,no,0.163816,0.599585
scene_07_74,4,False,yes,0.668251,0.706996
scene_17_33,4,False,yes,0.753440,0.682974
scene_02_95,5,False,yes,0.394888,0.659019
scene_02_53,4,False,yes,0.608159,0.645171
scene_10_36,5,True,yes,0.644017,0.680366
scene_14_26,4,True,yes,0.699538,0.583205
scene_17_69,4,False,yes,0.611778,0.676111
scene_07_14,4,True,yes,0.673949,0.702408
scene_10_19,5,False,yes,0.807372,0.700583
scene_26_53,5,False,yes,0.150363,0.550932
scene_07_83,4,False,yes,0.195656,0.650937
scene_01_01,4,False,yes,0.754594,0.680304
scene_01_130,5,False,no,0.801422,0.648889
scene_10_12,5,False,no,0.762601,0.645212
scene_06_57,5,False,no,0.373293,0.640275
scene_26_125,4,False,no,0.596040,0.501016
scene_26_65,4,False,yes,0.282481,0.526609
scene_01_97,4,False,yes,0.627571,0.668166
scene_04_54,4,False,yes,0.773805,0.636405
scene_07_22,4,False,yes,0.416031,0.723968
scene_09_76,4,False,yes,0.266701,0.677631
scene_09_12,5,True,yes,0.719698,0.565618
scene_13_25,5,False,yes,0.188971,0.376067
scene_01_19,5,False,no,0.222441,0.619191
scene_01_188,5,True,yes,0.585609,0.643292
scene_14_28,5,False,yes,0.733374,0.493836
scene_05_62,4,True,yes,0.602394,0.654979
scene_09_74,4,False,yes,0.617903,0.688164
scene_01_04,4,True,yes,0.810603,0.623527
scene_07_37,4,True,no,0.835830,0.676542
scene_02_32,5,True,yes,0.670887,0.683825
scene_05_31,5,True,yes,0.507981,0.617371
scene_17_35,5,False,yes,0.475869,0.636975
