scenario,seq_len,ground_truth,answer
scene_1_000402,7,"(2, 3)","15,00"
scene_15_007433,8,"(6, 7)","42,31"
scene_18_008646,7,"(0, 1)","86,58"
scene_18_008965,8,"(0, 1)","67,8"
scene_10_004854,7,"(3, 4)","90,0"
scene_7_003198,5,"(0, 1)","10,52"
scene_9_004093,5,"(0, 1)","64,9"
scene_10_004706,6,"(4, 5)","25,7"
scene_10_004658,8,"(1, 2)","91,27"
scene_12_005515,5,"(2, 3)","34,45"
scene_18_008561,8,"(1, 2)","48,1"
scene_18_008787,7,"(2, 3)","64,43"
scene_6_002579,6,"(0, 1)","45,57"
scene_3_001440,7,"(1, 2)","21,0"
scene_9_004229,5,"(2, 3)","54,56"
scene_10_004868,7,"(2, 3)","88,66"
scene_19_009271,8,"(1, 2)","93,28"
scene_5_002014,7,"(3, 4)","36,0"
scene_16_007844,8,"(6, 7)","25,5"
scene_5_002433,5,"(2, 3)","15,66"
scene_15_007063,8,"(4, 5)","39,30"
scene_18_008623,7,"(5, 6)","29,57"
scene_4_001843,8,"(4, 5)","28,0"
scene_12_005731,7,"(0, 1)","88,62"
scene_16_007732,8,"(5, 6)","89,90"
scene_6_002538,6,"(4, 5)","90,70"
scene_14_006643,8,"(2, 3)","85,72"
scene_10_004551,8,"(5, 6)","28,55"
scene_18_008902,7,"(0, 1)","68,0"
scene_5_002145,5,"(1, 2)","89,05"
scene_13_006022,7,"(2, 3)","46,43"
scene_10_004666,8,"(0, 1)","45,0"
scene_9_004295,7,"(0, 1)","75,87"
scene_6_002637,6,"(4, 5)","55,55"
scene_17_008498,8,"(1, 2)","30,88"
scene_10_004667,8,"(2, 3)","30,00"
scene_3_001337,6,"(2, 3)","46,5"
scene_1_000356,6,"(4, 5)","89,18"
scene_6_002640,7,"(1, 2)","88,54"
scene_3_001334,8,"(5, 6)","15,00"
scene_12_005671,6,"(2, 3)","55,61"
scene_5_002054,6,"(1, 2)","72,97"
scene_11_005347,6,"(2, 3)","98,54"
scene_10_004701,8,"(4, 5)","50,00"
scene_8_003948,8,"(3, 4)","18,79"
scene_6_002627,8,"(2, 3)","85,0"
scene_8_003571,8,"(6, 7)","74,9"
scene_12_005909,7,"(0, 1)","11,8"
scene_5_002437,7,"(0, 1)","36,4"
scene_2_000928,4,"(2, 3)","54,2"
scene_11_005404,5,"(3, 4)","44,9"
scene_19_009038,7,"(2, 3)","25,00"
scene_9_004415,6,"(0, 1)","45,22"
scene_19_009044,8,"(0, 1)","37,9"
scene_5_002448,5,"(2, 3)","71,13"
scene_2_000508,6,"(1, 2)","47,45"
scene_10_004906,7,"(5, 6)","72,7"
scene_5_002459,7,"(2, 3)","12,6"
scene_5_002260,5,"(1, 2)","33,33"
scene_15_007123,7,"(5, 6)","43,62"
scene_15_007152,8,"(3, 4)","46,8"
scene_19_009146,6,"(4, 5)","42,84"
scene_12_005568,7,"(5, 6)","97,56"
scene_11_005110,5,"(3, 4)","88,64"
scene_8_003728,8,"(4, 5)","47,76"
scene_11_005499,6,"(0, 1)","33,4"
scene_11_005053,8,"(0, 1)","90,60"
scene_2_000500,6,"(0, 1)","53,77"
scene_8_003530,8,"(5, 6)","56,5"
scene_3_001177,7,"(1, 2)","16,7"
scene_9_004482,6,"(4, 5)","86,8"
scene_2_000823,6,"(0, 1)","79,70"
scene_18_008668,8,"(6, 7)","32,00"
scene_11_005412,7,"(2, 3)","94,45"
scene_8_003577,6,"(4, 5)","45,21"
scene_16_007978,6,"(4, 5)","47,8"
scene_10_004556,7,"(1, 2)","71,02"
scene_8_003538,5,"(3, 4)","88,59"
scene_6_002833,7,"(1, 2)","46,55"
scene_18_008853,7,"(0, 1)","91,8"
scene_12_005758,7,"(2, 3)","90,56"
scene_18_008809,8,"(2, 3)","40,44"
scene_9_004001,5,"(0, 1)","48,0"
scene_3_001101,5,"(2, 3)","18,76"
scene_17_008335,8,"(1, 2)","20,92"
scene_13_006032,7,"(5, 6)","86,0"
scene_1_000005,6,"(1, 2)","59,93"
scene_2_000548,7,"(5, 6)","89,71"
scene_18_008504,8,"(0, 1)","49,62"
scene_11_005039,8,"(2, 3)","96,06"
scene_15_007388,8,"(6, 7)","16,51"
scene_12_005897,6,"(4, 5)","01,20"
scene_2_000913,7,"(3, 4)","56,2"
scene_2_000590,6,"(4, 5)","21,4"
scene_12_005892,8,"(5, 6)","53,0"
scene_15_007474,8,"(1, 2)","74,9"
scene_18_008731,7,"(1, 2)","15,50"
scene_7_003192,6,"(1, 2)","52,0"
scene_11_005381,6,"(1, 2)","85,00"
scene_11_005074,5,"(3, 4)","80,00"
scene_8_003977,5,"(0, 1)","76,0"
scene_9_004453,5,"(1, 2)","68,5"
scene_19_009131,7,"(5, 6)","83,5"
scene_18_008782,8,"(2, 3)","88,11"
scene_19_009098,8,"(6, 7)","35,59"
scene_4_001620,7,"(3, 4)","55,53"
scene_8_003857,7,"(5, 6)","46,86"
scene_5_002207,6,"(1, 2)","41,57"
scene_5_002161,7,"(2, 3)","45,9"
scene_3_001200,6,"(1, 2)","88,0"
scene_12_005824,6,"(0, 1)","38,29"
scene_10_004681,8,"(3, 4)","21,86"
scene_2_000937,5,"(0, 1)","47,41"
scene_11_005215,7,"(3, 4)","47,41"
scene_13_006428,7,"(1, 2)","8,7"
scene_19_009460,7,"(1, 2)","96,87"
scene_3_001136,6,"(3, 4)","16,2"
scene_11_005142,7,"(2, 3)","28,5"
scene_11_005371,7,"(2, 3)","80,00"
scene_2_000929,6,"(1, 2)","44,7"
scene_9_004281,4,"(0, 1)","82,86"
scene_12_005531,5,"(0, 1)","48,25"
scene_5_002243,6,"(1, 2)","46,9"
scene_8_003552,7,"(3, 4)","47,6"
scene_10_004982,8,"(2, 3)","80,80"
scene_9_004287,6,"(2, 3)","51,0"
scene_1_000100,6,"(0, 1)","40,0"
scene_19_009067,7,"(2, 3)","83,9"
scene_9_004201,4,"(1, 2)","42,7"
scene_12_005727,6,"(4, 5)","65,74"
scene_8_003902,6,"(3, 4)","67,38"
scene_5_002244,6,"(4, 5)","82,57"
scene_10_004552,8,"(2, 3)","42,57"
scene_8_003518,5,"(0, 1)","12,00"
scene_11_005042,8,"(0, 1)","16,00"
scene_18_008508,8,"(2, 3)","63,0"
scene_18_008602,8,"(1, 2)","80,00"
scene_5_002209,5,"(2, 3)","87,2"
scene_5_002488,6,"(0, 1)","95,2"
scene_5_002070,5,"(0, 1)","24,0"
scene_11_005158,6,"(4, 5)","80,3"
scene_2_000767,7,"(3, 4)","04,52"
scene_11_005170,7,"(2, 3)","60,57"
scene_5_002430,5,"(2, 3)","60,0"
scene_11_005358,5,"(3, 4)","94,85"
scene_18_008636,7,"(4, 5)","83,0"
scene_12_005615,8,"(4, 5)","10,00"
scene_19_009016,7,"(0, 1)","36,4"
scene_3_001171,8,"(3, 4)","40,00"
scene_3_001452,8,"(4, 5)","14,91"
scene_19_009275,8,"(1, 2)","50,50"
scene_1_000257,7,"(2, 3)","25,77"
scene_3_001168,7,"(0, 1)","85,83"
scene_12_005658,8,"(5, 6)","21,98"
scene_11_005294,6,"(3, 4)","41,47"
scene_8_003822,8,"(0, 1)","11,55"
scene_5_002137,6,"(4, 5)","23,5"
scene_18_008627,8,"(6, 7)","10,43"
scene_19_009258,8,"(4, 5)","40,56"
scene_6_002985,5,"(1, 2)","80,00"
scene_12_005837,6,"(2, 3)","23,5"
scene_6_002635,8,"(3, 4)","47,7"
scene_7_003413,8,"(0, 1)","42,53"
scene_18_008766,8,"(5, 6)","22,75"
scene_19_009245,7,"(2, 3)","40,52"
scene_3_001286,8,"(4, 5)","63,5"
scene_2_000830,8,"(2, 3)","24,5"
scene_18_008554,7,"(5, 6)","84,5"
scene_5_002059,4,"(0, 1)","15,51"
scene_10_004955,7,"(5, 6)","32,64"
scene_6_002951,7,"(2, 3)","10,00"
scene_14_006983,7,"(4, 5)","45,8"
scene_18_008699,8,"(2, 3)","72,16"
scene_5_002496,8,"(5, 6)","80,3"
scene_3_001283,6,"(3, 4)","99,3"
scene_12_005609,8,"(2, 3)","57,7"
scene_18_008773,6,"(3, 4)","44,41"
scene_17_008004,8,"(5, 6)","00,06"
scene_12_005575,8,"(2, 3)","50,00"
scene_11_005395,5,"(1, 2)","80,5"
scene_18_008540,7,"(1, 2)","86,7"
scene_3_001030,6,"(3, 4)","12,66"
scene_8_003966,7,"(5, 6)","30,00"
scene_14_006618,7,"(3, 4)","33,91"
scene_16_007656,8,"(5, 6)","47,63"
scene_6_002810,7,"(5, 6)","20,00"
scene_8_003763,7,"(1, 2)","20,60"
scene_13_006453,8,"(4, 5)","39,49"
scene_5_002262,6,"(4, 5)","38,0"
scene_11_005484,5,"(2, 3)","64,0"
scene_18_008527,8,"(3, 4)","80,50"
scene_8_003654,8,"(4, 5)","32,0"
scene_11_005275,6,"(0, 1)","95,49"
scene_15_007426,8,"(2, 3)","29,34"
scene_10_004840,7,"(2, 3)","42,39"
scene_1_000045,8,"(1, 2)","50,00"
scene_18_008713,8,"(3, 4)","86,86"
scene_5_002352,7,"(4, 5)","13,22"
scene_15_007002,6,"(4, 5)","45,0"
scene_18_008655,7,"(5, 6)","57,54"
scene_6_002745,8,"(2, 3)","12,8"
scene_11_005424,7,"(3, 4)","70,92"
scene_16_007747,8,"(3, 4)","47,7"
scene_19_009379,8,"(3, 4)","26,0"
scene_5_002362,8,"(5, 6)","44,45"
scene_6_002964,7,"(1, 2)","45,44"
scene_19_009333,7,"(4, 5)","70,00"
scene_1_000428,8,"(3, 4)","86,88"
scene_12_005877,7,"(5, 6)","80,38"
scene_2_000924,5,"(1, 2)","66,83"
scene_14_006635,8,"(5, 6)","58,9"
scene_12_005934,8,"(0, 1)","28,0"
scene_11_005184,8,"(2, 3)","23,0"
scene_3_001189,7,"(4, 5)","39,1"
scene_7_003168,8,"(5, 6)","29,0"
scene_19_009391,6,"(4, 5)","20,69"
scene_14_006930,8,"(2, 3)","35,40"
scene_5_002486,6,"(0, 1)","06,03"
scene_17_008358,8,"(6, 7)","62,0"
scene_5_002198,6,"(1, 2)","48,5"
scene_19_009207,6,"(2, 3)","17,0"
scene_17_008214,7,"(1, 2)","49,6"
scene_19_009196,8,"(6, 7)","40,40"
scene_18_008962,7,"(1, 2)","96,4"
scene_7_003103,8,"(1, 2)","90,00"
scene_4_001761,7,"(0, 1)","80,00"
scene_9_004391,6,"(0, 1)","04,04"
scene_10_004946,8,"(1, 2)","22,21"
scene_3_001072,8,"(3, 4)","42,0"
scene_3_001445,7,"(4, 5)","83,41"
scene_2_000940,5,"(0, 1)","80,91"
scene_11_005362,6,"(3, 4)","47,57"
scene_10_004992,8,"(3, 4)","53,49"
scene_15_007390,8,"(5, 6)","67,44"
scene_10_004563,7,"(4, 5)","04,27"
scene_11_005105,8,"(1, 2)","82,6"
scene_19_009099,8,"(5, 6)","15,23"
scene_3_001422,8,"(5, 6)","43,8"
scene_6_002535,7,"(3, 4)","59,96"
scene_10_004969,7,"(3, 4)","75,6"
scene_14_006828,8,"(3, 4)","45,79"
scene_7_003035,8,"(1, 2)","53,41"
